Timestamp,Substation Name,Substation Number,Transformer,Reading Type,MVA,MVAr,MW,kV
2022-03-31 21:00:00,Cardiff North 33kV,0,GT2,Volts,0.0,0.0,0.0,33.27
2022-03-31 21:30:00,Cardiff North 33kV,0,GT2,Demand,27.4480746137,6.28,26.72,0.0
2022-03-31 21:30:00,Cardiff North 33kV,0,GT2,Import,27.4480746137,6.28,26.72,0.0
2022-03-31 21:30:00,Cardiff North 33kV,0,GT2,Volts,0.0,0.0,0.0,33.35
2022-03-31 22:00:00,Cardiff North 33kV,0,GT2,Demand,24.964270468,2.68,24.82,0.0
2022-03-31 22:00:00,Cardiff North 33kV,0,GT2,Import,24.964270468,2.68,24.82,0.0
2022-03-31 22:00:00,Cardiff North 33kV,0,GT2,Volts,0.0,0.0,0.0,33.4
2022-03-31 22:30:00,Cardiff North 33kV,0,GT2,Demand,23.7715544296,2.68,23.62,0.0
2022-03-31 22:30:00,Cardiff North 33kV,0,GT2,Import,23.7715544296,2.68,23.62,0.0
2022-03-31 22:30:00,Cardiff North 33kV,0,GT2,Volts,0.0,0.0,0.0,33.57
2022-03-31 23:00:00,Cardiff North 33kV,0,GT2,Demand,22.26970139,2.4,22.14,0.0
2022-03-31 23:00:00,Cardiff North 33kV,0,GT2,Import,22.26970139,2.4,22.14,0.0
2022-03-31 23:00:00,Cardiff North 33kV,0,GT2,Volts,0.0,0.0,0.0,33.53
2022-03-31 23:30:00,Cardiff North 33kV,0,GT2,Demand,21.0969571266,2.4,20.96,0.0
2022-03-31 23:30:00,Cardiff North 33kV,0,GT2,Import,21.0969571266,2.4,20.96,0.0
2022-03-31 23:30:00,Cardiff North 33kV,0,GT2,Volts,0.0,0.0,0.0,33.44
2022-04-01 00:00:00,Cardiff North 33kV,0,GT2,Demand,20.1136993117,2.4,19.97,0.0
2022-04-01 00:00:00,Cardiff North 33kV,0,GT2,Import,20.1136993117,2.4,19.97,0.0
2022-04-01 00:00:00,Cardiff North 33kV,0,GT2,Volts,0.0,0.0,0.0,33.56
2022-04-01 00:30:00,Cardiff North 33kV,0,GT2,Demand,19.1655341694,2.19,19.04,0.0
2022-04-01 00:30:00,Cardiff North 33kV,0,GT2,Import,19.1655341694,2.19,19.04,0.0
2022-04-01 00:30:00,Cardiff North 33kV,0,GT2,Volts,0.0,0.0,0.0,33.42
2022-04-01 01:00:00,Cardiff North 33kV,0,GT2,Demand,18.5702611721,2.11,18.45,0.0
2022-04-01 01:00:00,Cardiff North 33kV,0,GT2,Import,18.5702611721,2.11,18.45,0.0
