substation,zone,technology,capacity_mw,my_position,position_label,n_projects_ahead,curtailment_pct,curtailed_mwh,total_mwh
Hirwaun,swansea-north,PV,20,9999,Last,18,0.0,0,22257
Hirwaun,swansea-north,Wind,20,1,#1,0,0.0,0,50570
Hirwaun,swansea-north,Wind,20,35,#35,3,0.0,0,50570
Hirwaun,swansea-north,Wind,20,197,#197,8,0.0,0,50570
Hirwaun,swansea-north,Wind,20,253,#253,12,0.0,0,50570
Hirwaun,swansea-north,Wind,20,1785,#1785,17,0.0,0,50570
Hirwaun,swansea-north,Wind,20,9999,Last,18,0.0,0,50570
Hirwaun,swansea-north,BESS,20,1,#1,0,0.0,0,80812
Hirwaun,swansea-north,BESS,20,35,#35,3,0.0,0,80812
Hirwaun,swansea-north,BESS,20,197,#197,8,0.0,0,80812
Hirwaun,swansea-north,BESS,20,253,#253,12,0.0,0,80812
Hirwaun,swansea-north,BESS,20,1785,#1785,17,0.0,0,80812
Hirwaun,swansea-north,BESS,20,9999,Last,18,0.0,0,80812
INCS,swansea-north,PV,20,1,#1,0,6.8,1514,22257
INCS,swansea-north,PV,20,35,#35,3,6.8,1514,22257
INCS,swansea-north,PV,20,197,#197,8,57.05,12698,22257
INCS,swansea-north,PV,20,253,#253,12,57.05,12698,22257
INCS,swansea-north,PV,20,1785,#1785,17,57.05,12698,22257
INCS,swansea-north,PV,20,9999,Last,18,57.05,12698,22257
INCS,swansea-north,Wind,20,1,#1,0,2.53,1279,50570
INCS,swansea-north,Wind,20,35,#35,3,2.53,1279,50570
INCS,swansea-north,Wind,20,197,#197,8,10.75,5437,50570
INCS,swansea-north,Wind,20,253,#253,12,10.75,5437,50570
INCS,swansea-north,Wind,20,1785,#1785,17,10.75,5437,50570
INCS,swansea-north,Wind,20,9999,Last,18,10.75,5437,50570
INCS,swansea-north,BESS,20,1,#1,0,11.31,9142,80812
INCS,swansea-north,BESS,20,35,#35,3,11.31,9142,80812
INCS,swansea-north,BESS,20,197,#197,8,20.67,16708,80812
INCS,swansea-north,BESS,20,253,#253,12,20.67,16708,80812
INCS,swansea-north,BESS,20,1785,#1785,17,20.67,16708,80812
INCS,swansea-north,BESS,20,9999,Last,18,20.67,16708,80812
JERM,swansea-north,PV,20,1,#1,0,0.0,0,22257
JERM,swansea-north,PV,20,35,#35,3,0.0,0,22257
JERM,swansea-north,PV,20,197,#197,8,0.0,0,22257
JERM,swansea-north,PV,20,253,#253,12,0.0,0,22257
JERM,swansea-north,PV,20,1785,#1785,17,0.0,0,22257
JERM,swansea-north,PV,20,9999,Last,18,0.0,0,22257
JERM,swansea-north,Wind,20,1,#1,0,0.0,0,50570
JERM,swansea-north,Wind,20,35,#35,3,0.0,0,50570
JERM,swansea-north,Wind,20,197,#197,8,0.0,0,50570
JERM,swansea-north,Wind,20,253,#253,12,0.0,0,50570
JERM,swansea-north,Wind,20,1785,#1785,17,0.0,0,50570
JERM,swansea-north,Wind,20,9999,Last,18,0.0,0,50570
JERM,swansea-north,BESS,20,1,#1,0,0.0,0,80812
JERM,swansea-north,BESS,20,35,#35,3,0.0,0,80812
JERM,swansea-north,BESS,20,197,#197,8,0.0,0,80812
JERM,swansea-north,BESS,20,253,#253,12,0.0,0,80812
JERM,swansea-north,BESS,20,1785,#1785,17,0.0,0,80812
JERM,swansea-north,BESS,20,9999,Last,18,0.0,0,80812
KIDW,swansea-north,PV,20,1,#1,0,16.67,3710,22257
KIDW,swansea-north,PV,20,35,#35,3,16.67,3710,22257
KIDW,swansea-north,PV,20,197,#197,8,16.67,3710,22257
KIDW,swansea-north,PV,20,253,#253,12,16.67,3710,22257
KIDW,swansea-north,PV,20,1785,#1785,17,16.67,3710,22257
KIDW,swansea-north,PV,20,9999,Last,18,16.67,3710,22257
KIDW,swansea-north,Wind,20,1,#1,0,1.66,840,50570
KIDW,swansea-north,Wind,20,35,#35,3,1.66,840,50570
KIDW,swansea-north,Wind,20,197,#197,8,1.66,840,50570
KIDW,swansea-north,Wind,20,253,#253,12,1.66,840,50570
KIDW,swansea-north,Wind,20,1785,#1785,17,1.66,840,50570
KIDW,swansea-north,Wind,20,9999,Last,18,1.66,840,50570
KIDW,swansea-north,BESS,20,1,#1,0,11.75,9497,80812
KIDW,swansea-north,BESS,20,35,#35,3,11.75,9497,80812
KIDW,swansea-north,BESS,20,197,#197,8,11.75,9497,80812
KIDW,swansea-north,BESS,20,253,#253,12,11.75,9497,80812
KIDW,swansea-north,BESS,20,1785,#1785,17,11.75,9497,80812
KIDW,swansea-north,BESS,20,9999,Last,18,11.75,9497,80812
LBRI,swansea-north,PV,20,1,#1,0,30.39,6763,22257
LBRI,swansea-north,PV,20,35,#35,3,30.39,6763,22257
LBRI,swansea-north,PV,20,197,#197,8,30.39,6763,22257
LBRI,swansea-north,PV,20,253,#253,12,30.56,6802,22257
LBRI,swansea-north,PV,20,1785,#1785,17,30.56,6802,22257
LBRI,swansea-north,PV,20,9999,Last,18,30.56,6802,22257
LBRI,swansea-north,Wind,20,1,#1,0,40.87,20668,50570
LBRI,swansea-north,Wind,20,35,#35,3,40.87,20668,50570
LBRI,swansea-north,Wind,20,197,#197,8,40.87,20668,50570
LBRI,swansea-north,Wind,20,253,#253,12,40.97,20720,50570
LBRI,swansea-north,Wind,20,1785,#1785,17,40.97,20720,50570
LBRI,swansea-north,Wind,20,9999,Last,18,40.97,20720,50570
LBRI,swansea-north,BESS,20,1,#1,0,45.59,36846,80812
LBRI,swansea-north,BESS,20,35,#35,3,45.59,36846,80812
LBRI,swansea-north,BESS,20,197,#197,8,45.59,36846,80812
LBRI,swansea-north,BESS,20,253,#253,12,45.65,36891,80812
LBRI,swansea-north,BESS,20,1785,#1785,17,45.65,36891,80812
LBRI,swansea-north,BESS,20,9999,Last,18,45.65,36891,80812
LDEI,swansea-north,PV,20,1,#1,0,6.72,1497,22257
LDEI,swansea-north,PV,20,35,#35,3,6.72,1497,22257
LDEI,swansea-north,PV,20,197,#197,8,6.72,1497,22257
LDEI,swansea-north,PV,20,253,#253,12,6.76,1505,22257
LDEI,swansea-north,PV,20,1785,#1785,17,6.76,1505,22257
LDEI,swansea-north,PV,20,9999,Last,18,6.76,1505,22257
LDEI,swansea-north,Wind,20,1,#1,0,1.22,617,50570
LDEI,swansea-north,Wind,20,35,#35,3,1.54,781,50570
LDEI,swansea-north,Wind,20,197,#197,8,1.54,781,50570
LDEI,swansea-north,Wind,20,253,#253,12,4.65,2349,50570
LDEI,swansea-north,Wind,20,1785,#1785,17,4.65,2349,50570
LDEI,swansea-north,Wind,20,9999,Last,18,4.65,2349,50570
LDEI,swansea-north,BESS,20,1,#1,0,12.93,10446,80812
LDEI,swansea-north,BESS,20,35,#35,3,13.19,10658,80812
LDEI,swansea-north,BESS,20,197,#197,8,13.19,10658,80812
LDEI,swansea-north,BESS,20,253,#253,12,14.9,12045,80812
LDEI,swansea-north,BESS,20,1785,#1785,17,14.9,12045,80812
LDEI,swansea-north,BESS,20,9999,Last,18,14.9,12045,80812
LDOV,swansea-north,PV,20,1,#1,0,1.76,391,22257
LDOV,swansea-north,PV,20,35,#35,3,1.8,400,22257
LDOV,swansea-north,PV,20,197,#197,8,1.8,400,22257
LDOV,swansea-north,PV,20,253,#253,12,2.5,556,22257
LDOV,swansea-north,PV,20,1785,#1785,17,2.5,556,22257
LDOV,swansea-north,PV,20,9999,Last,18,2.5,556,22257
LDOV,swansea-north,Wind,20,1,#1,0,0.02,8,50570
LDOV,swansea-north,Wind,20,35,#35,3,0.07,34,50570
LDOV,swansea-north,Wind,20,197,#197,8,0.07,34,50570
LDOV,swansea-north,Wind,20,253,#253,12,2.63,1328,50570
LDOV,swansea-north,Wind,20,1785,#1785,17,2.63,1328,50570
LDOV,swansea-north,Wind,20,9999,Last,18,2.63,1328,50570
LDOV,swansea-north,BESS,20,1,#1,0,7.24,5854,80812
LDOV,swansea-north,BESS,20,35,#35,3,7.98,6447,80812
LDOV,swansea-north,BESS,20,197,#197,8,7.98,6447,80812
LDOV,swansea-north,BESS,20,253,#253,12,12.21,9867,80812
LDOV,swansea-north,BESS,20,1785,#1785,17,12.21,9867,80812
LDOV,swansea-north,BESS,20,9999,Last,18,12.21,9867,80812
LFYR,swansea-north,PV,20,1,#1,0,5.52,1230,22257
LFYR,swansea-north,PV,20,35,#35,3,5.52,1230,22257
LFYR,swansea-north,PV,20,197,#197,8,5.52,1230,22257
LFYR,swansea-north,PV,20,253,#253,12,5.52,1230,22257
LFYR,swansea-north,PV,20,1785,#1785,17,5.52,1230,22257
LFYR,swansea-north,PV,20,9999,Last,18,5.52,1230,22257
LFYR,swansea-north,Wind,20,1,#1,0,17.41,8805,50570
LFYR,swansea-north,Wind,20,35,#35,3,17.41,8805,50570
LFYR,swansea-north,Wind,20,197,#197,8,17.41,8805,50570
LFYR,swansea-north,Wind,20,253,#253,12,17.41,8805,50570
LFYR,swansea-north,Wind,20,1785,#1785,17,17.41,8805,50570
LFYR,swansea-north,Wind,20,9999,Last,18,17.41,8805,50570
LFYR,swansea-north,BESS,20,1,#1,0,20.6,16646,80812
LFYR,swansea-north,BESS,20,35,#35,3,20.6,16646,80812
LFYR,swansea-north,BESS,20,197,#197,8,20.6,16646,80812
LFYR,swansea-north,BESS,20,253,#253,12,20.6,16646,80812
LFYR,swansea-north,BESS,20,1785,#1785,17,20.6,16646,80812
LFYR,swansea-north,BESS,20,9999,Last,18,20.6,16646,80812
LGAD,swansea-north,PV,20,1,#1,0,3.1,691,22257
LGAD,swansea-north,PV,20,35,#35,3,3.11,692,22257
LGAD,swansea-north,PV,20,197,#197,8,3.11,692,22257
LGAD,swansea-north,PV,20,253,#253,12,3.51,781,22257
LGAD,swansea-north,PV,20,1785,#1785,17,3.51,781,22257
LGAD,swansea-north,PV,20,9999,Last,18,3.51,781,22257
LGAD,swansea-north,Wind,20,1,#1,0,0.44,224,50570
LGAD,swansea-north,Wind,20,35,#35,3,0.74,374,50570
LGAD,swansea-north,Wind,20,197,#197,8,0.74,374,50570
LGAD,swansea-north,Wind,20,253,#253,12,4.1,2076,50570
LGAD,swansea-north,Wind,20,1785,#1785,17,4.1,2076,50570
LGAD,swansea-north,Wind,20,9999,Last,18,4.1,2076,50570
LGAD,swansea-north,BESS,20,1,#1,0,8.62,6962,80812
LGAD,swansea-north,BESS,20,35,#35,3,9.18,7417,80812
LGAD,swansea-north,BESS,20,197,#197,8,9.18,7417,80812
LGAD,swansea-north,BESS,20,253,#253,12,12.2,9858,80812
LGAD,swansea-north,BESS,20,1785,#1785,17,12.2,9858,80812
LGAD,swansea-north,BESS,20,9999,Last,18,12.2,9858,80812
LILA,swansea-north,PV,20,1,#1,0,4.62,1029,22257
LILA,swansea-north,PV,20,35,#35,3,4.62,1029,22257
LILA,swansea-north,PV,20,197,#197,8,4.62,1029,22257
LILA,swansea-north,PV,20,253,#253,12,4.62,1029,22257
LILA,swansea-north,PV,20,1785,#1785,17,4.62,1029,22257
LILA,swansea-north,PV,20,9999,Last,18,4.62,1029,22257
LILA,swansea-north,Wind,20,1,#1,0,14.76,7465,50570
LILA,swansea-north,Wind,20,35,#35,3,14.76,7465,50570
LILA,swansea-north,Wind,20,197,#197,8,14.76,7465,50570
LILA,swansea-north,Wind,20,253,#253,12,14.76,7465,50570
LILA,swansea-north,Wind,20,1785,#1785,17,14.76,7465,50570
LILA,swansea-north,Wind,20,9999,Last,18,14.76,7465,50570
LILA,swansea-north,BESS,20,1,#1,0,15.35,12404,80812
LILA,swansea-north,BESS,20,35,#35,3,15.35,12404,80812
LILA,swansea-north,BESS,20,197,#197,8,15.35,12404,80812
LILA,swansea-north,BESS,20,253,#253,12,15.35,12404,80812
LILA,swansea-north,BESS,20,1785,#1785,17,15.35,12404,80812
LILA,swansea-north,BESS,20,9999,Last,18,15.35,12404,80812
LLAY,swansea-north,PV,20,1,#1,0,0.0,0,22257
LLAY,swansea-north,PV,20,35,#35,3,0.0,0,22257
LLAY,swansea-north,PV,20,197,#197,8,0.0,0,22257
LLAY,swansea-north,PV,20,253,#253,12,0.36,81,22257
LLAY,swansea-north,PV,20,1785,#1785,17,0.36,81,22257
LLAY,swansea-north,PV,20,9999,Last,18,0.36,81,22257
LLAY,swansea-north,Wind,20,1,#1,0,0.0,0,50570
LLAY,swansea-north,Wind,20,35,#35,3,0.0,0,50570
LLAY,swansea-north,Wind,20,197,#197,8,0.0,0,50570
LLAY,swansea-north,Wind,20,253,#253,12,0.67,338,50570
LLAY,swansea-north,Wind,20,1785,#1785,17,0.67,338,50570
LLAY,swansea-north,Wind,20,9999,Last,18,0.67,338,50570
LLAY,swansea-north,BESS,20,1,#1,0,0.0,0,80812
LLAY,swansea-north,BESS,20,35,#35,3,0.0,0,80812
LLAY,swansea-north,BESS,20,197,#197,8,0.0,0,80812
LLAY,swansea-north,BESS,20,253,#253,12,0.22,179,80812
LLAY,swansea-north,BESS,20,1785,#1785,17,0.22,180,80812
LLAY,swansea-north,BESS,20,9999,Last,18,0.22,180,80812
LLCY,swansea-north,PV,20,1,#1,0,0.0,1,22257
LLCY,swansea-north,PV,20,35,#35,3,0.0,1,22257
LLCY,swansea-north,PV,20,197,#197,8,0.0,1,22257
LLCY,swansea-north,PV,20,253,#253,12,0.0,1,22257
LLCY,swansea-north,PV,20,1785,#1785,17,0.0,1,22257
LLCY,swansea-north,PV,20,9999,Last,18,0.0,1,22257
LLCY,swansea-north,Wind,20,1,#1,0,0.02,12,50570
LLCY,swansea-north,Wind,20,35,#35,3,0.02,12,50570
LLCY,swansea-north,Wind,20,197,#197,8,0.02,12,50570
LLCY,swansea-north,Wind,20,253,#253,12,0.02,12,50570
LLCY,swansea-north,Wind,20,1785,#1785,17,0.02,12,50570
LLCY,swansea-north,Wind,20,9999,Last,18,0.02,12,50570
LLCY,swansea-north,BESS,20,1,#1,0,0.39,311,80812
LLCY,swansea-north,BESS,20,35,#35,3,0.39,311,80812
LLCY,swansea-north,BESS,20,197,#197,8,0.39,311,80812
LLCY,swansea-north,BESS,20,253,#253,12,0.39,311,80812
LLCY,swansea-north,BESS,20,1785,#1785,17,0.39,311,80812
LLCY,swansea-north,BESS,20,9999,Last,18,0.39,311,80812
LLNT,swansea-north,PV,20,1,#1,0,6.9,1536,22257
LLNT,swansea-north,PV,20,35,#35,3,6.9,1536,22257
LLNT,swansea-north,PV,20,197,#197,8,6.9,1536,22257
LLNT,swansea-north,PV,20,253,#253,12,6.9,1536,22257
LLNT,swansea-north,PV,20,1785,#1785,17,6.9,1536,22257
LLNT,swansea-north,PV,20,9999,Last,18,6.9,1536,22257
LLNT,swansea-north,Wind,20,1,#1,0,0.19,94,50570
LLNT,swansea-north,Wind,20,35,#35,3,0.19,94,50570
LLNT,swansea-north,Wind,20,197,#197,8,0.19,94,50570
LLNT,swansea-north,Wind,20,253,#253,12,0.19,94,50570
LLNT,swansea-north,Wind,20,1785,#1785,17,0.19,94,50570
LLNT,swansea-north,Wind,20,9999,Last,18,0.19,94,50570
LLNT,swansea-north,BESS,20,1,#1,0,1.43,1159,80812
LLNT,swansea-north,BESS,20,35,#35,3,1.43,1159,80812
LLNT,swansea-north,BESS,20,197,#197,8,1.43,1159,80812
LLNT,swansea-north,BESS,20,253,#253,12,1.43,1159,80812
LLNT,swansea-north,BESS,20,1785,#1785,17,1.43,1159,80812
LLNT,swansea-north,BESS,20,9999,Last,18,1.43,1159,80812
LRHI,swansea-north,PV,20,1,#1,0,2.83,630,22257
LRHI,swansea-north,PV,20,35,#35,3,2.83,630,22257
LRHI,swansea-north,PV,20,197,#197,8,2.83,630,22257
LRHI,swansea-north,PV,20,253,#253,12,2.83,631,22257
LRHI,swansea-north,PV,20,1785,#1785,17,25.38,5650,22257
LRHI,swansea-north,PV,20,9999,Last,18,25.38,5650,22257
LRHI,swansea-north,Wind,20,1,#1,0,0.96,486,50570
LRHI,swansea-north,Wind,20,35,#35,3,0.96,486,50570
LRHI,swansea-north,Wind,20,197,#197,8,0.96,486,50570
LRHI,swansea-north,Wind,20,253,#253,12,0.96,486,50570
LRHI,swansea-north,Wind,20,1785,#1785,17,18.04,9121,50570
LRHI,swansea-north,Wind,20,9999,Last,18,18.04,9121,50570
LRHI,swansea-north,BESS,20,1,#1,0,12.09,9770,80812
LRHI,swansea-north,BESS,20,35,#35,3,12.09,9770,80812
LRHI,swansea-north,BESS,20,197,#197,8,12.09,9770,80812
LRHI,swansea-north,BESS,20,253,#253,12,12.09,9771,80812
LRHI,swansea-north,BESS,20,1785,#1785,17,33.21,26835,80812
LRHI,swansea-north,BESS,20,9999,Last,18,33.21,26835,80812
LWNI,swansea-north,PV,20,1,#1,0,0.0,0,22257
LWNI,swansea-north,PV,20,35,#35,3,0.0,0,22257
LWNI,swansea-north,PV,20,197,#197,8,0.0,0,22257
LWNI,swansea-north,PV,20,253,#253,12,0.17,37,22257
LWNI,swansea-north,PV,20,1785,#1785,17,0.17,37,22257
LWNI,swansea-north,PV,20,9999,Last,18,0.17,37,22257
LWNI,swansea-north,Wind,20,1,#1,0,0.0,2,50570
LWNI,swansea-north,Wind,20,35,#35,3,0.07,33,50570
LWNI,swansea-north,Wind,20,197,#197,8,0.07,33,50570
LWNI,swansea-north,Wind,20,253,#253,12,5.57,2818,50570
LWNI,swansea-north,Wind,20,1785,#1785,17,5.57,2818,50570
LWNI,swansea-north,Wind,20,9999,Last,18,5.57,2818,50570
LWNI,swansea-north,BESS,20,1,#1,0,3.5,2830,80812
LWNI,swansea-north,BESS,20,35,#35,3,4.7,3797,80812
LWNI,swansea-north,BESS,20,197,#197,8,4.7,3797,80812
LWNI,swansea-north,BESS,20,253,#253,12,11.07,8944,80812
LWNI,swansea-north,BESS,20,1785,#1785,17,11.07,8944,80812
LWNI,swansea-north,BESS,20,9999,Last,18,11.07,8944,80812
Lampeter,swansea-north,PV,20,1,#1,0,0.0,0,22257
Lampeter,swansea-north,PV,20,35,#35,3,0.0,0,22257
Lampeter,swansea-north,PV,20,197,#197,8,0.0,0,22257
Lampeter,swansea-north,PV,20,253,#253,12,0.42,94,22257
Lampeter,swansea-north,PV,20,1785,#1785,17,0.42,94,22257
Lampeter,swansea-north,PV,20,9999,Last,18,0.42,94,22257
Lampeter,swansea-north,Wind,20,1,#1,0,0.0,0,50570
Lampeter,swansea-north,Wind,20,35,#35,3,0.0,1,50570
Lampeter,swansea-north,Wind,20,197,#197,8,0.0,1,50570
Lampeter,swansea-north,Wind,20,253,#253,12,0.96,484,50570
Lampeter,swansea-north,Wind,20,1785,#1785,17,0.96,484,50570
Lampeter,swansea-north,Wind,20,9999,Last,18,0.96,484,50570
Lampeter,swansea-north,BESS,20,1,#1,0,0.02,19,80812
Lampeter,swansea-north,BESS,20,35,#35,3,0.04,34,80812
Lampeter,swansea-north,BESS,20,197,#197,8,0.04,34,80812
Lampeter,swansea-north,BESS,20,253,#253,12,0.37,300,80812
Lampeter,swansea-north,BESS,20,1785,#1785,17,0.37,300,80812
Lampeter,swansea-north,BESS,20,9999,Last,18,0.37,300,80812
Llanarth,swansea-north,PV,20,1,#1,0,0.0,0,22257
Llanarth,swansea-north,PV,20,35,#35,3,0.0,0,22257
Llanarth,swansea-north,PV,20,197,#197,8,0.0,0,22257
Llanarth,swansea-north,PV,20,253,#253,12,0.0,0,22257
Llanarth,swansea-north,PV,20,1785,#1785,17,0.0,0,22257
Llanarth,swansea-north,PV,20,9999,Last,18,0.0,0,22257
Llanarth,swansea-north,Wind,20,1,#1,0,0.0,0,50570
Llanarth,swansea-north,Wind,20,35,#35,3,0.0,0,50570
Llanarth,swansea-north,Wind,20,197,#197,8,0.0,0,50570
Llanarth,swansea-north,Wind,20,253,#253,12,0.0,0,50570
Llanarth,swansea-north,Wind,20,1785,#1785,17,0.0,0,50570
Llanarth,swansea-north,Wind,20,9999,Last,18,0.0,0,50570
Llanarth,swansea-north,BESS,20,1,#1,0,0.0,0,80812
Llanarth,swansea-north,BESS,20,35,#35,3,0.0,0,80812
Llanarth,swansea-north,BESS,20,197,#197,8,0.0,0,80812
Llanarth,swansea-north,BESS,20,253,#253,12,0.0,0,80812
Llanarth,swansea-north,BESS,20,1785,#1785,17,0.0,0,80812
Llanarth,swansea-north,BESS,20,9999,Last,18,0.0,0,80812
MACH,swansea-north,PV,20,1,#1,0,4.54,1011,22257
MACH,swansea-north,PV,20,35,#35,3,4.54,1011,22257
MACH,swansea-north,PV,20,197,#197,8,4.54,1011,22257
MACH,swansea-north,PV,20,253,#253,12,4.54,1011,22257
MACH,swansea-north,PV,20,1785,#1785,17,4.54,1011,22257
MACH,swansea-north,PV,20,9999,Last,18,4.54,1011,22257
MACH,swansea-north,Wind,20,1,#1,0,14.91,7541,50570
MACH,swansea-north,Wind,20,35,#35,3,14.91,7541,50570
MACH,swansea-north,Wind,20,197,#197,8,14.91,7541,50570
MACH,swansea-north,Wind,20,253,#253,12,14.91,7541,50570
MACH,swansea-north,Wind,20,1785,#1785,17,14.91,7541,50570
MACH,swansea-north,Wind,20,9999,Last,18,14.91,7541,50570
MACH,swansea-north,BESS,20,1,#1,0,15.04,12155,80812
MACH,swansea-north,BESS,20,35,#35,3,15.04,12155,80812
MACH,swansea-north,BESS,20,197,#197,8,15.04,12155,80812
MACH,swansea-north,BESS,20,253,#253,12,15.04,12155,80812
MACH,swansea-north,BESS,20,1785,#1785,17,15.04,12155,80812
MACH,swansea-north,BESS,20,9999,Last,18,15.04,12155,80812
MAER,swansea-north,PV,20,1,#1,0,2.62,584,22257
MAER,swansea-north,PV,20,35,#35,3,2.62,584,22257
MAER,swansea-north,PV,20,197,#197,8,2.62,584,22257
MAER,swansea-north,PV,20,253,#253,12,2.62,584,22257
MAER,swansea-north,PV,20,1785,#1785,17,2.62,584,22257
MAER,swansea-north,PV,20,9999,Last,18,2.62,584,22257
MAER,swansea-north,Wind,20,1,#1,0,22.61,11432,50570
MAER,swansea-north,Wind,20,35,#35,3,22.61,11432,50570
MAER,swansea-north,Wind,20,197,#197,8,22.61,11432,50570
MAER,swansea-north,Wind,20,253,#253,12,22.61,11432,50570
MAER,swansea-north,Wind,20,1785,#1785,17,22.61,11432,50570
MAER,swansea-north,Wind,20,9999,Last,18,22.61,11432,50570
MAER,swansea-north,BESS,20,1,#1,0,14.82,11976,80812
MAER,swansea-north,BESS,20,35,#35,3,14.82,11976,80812
MAER,swansea-north,BESS,20,197,#197,8,14.82,11976,80812
MAER,swansea-north,BESS,20,253,#253,12,14.82,11976,80812
MAER,swansea-north,BESS,20,1785,#1785,17,14.82,11976,80812
MAER,swansea-north,BESS,20,9999,Last,18,14.82,11976,80812
MAES,swansea-north,PV,20,1,#1,0,0.0,0,22257
MAES,swansea-north,PV,20,35,#35,3,0.0,0,22257
MAES,swansea-north,PV,20,197,#197,8,0.0,0,22257
MAES,swansea-north,PV,20,253,#253,12,0.0,0,22257
MAES,swansea-north,PV,20,1785,#1785,17,0.0,0,22257
MAES,swansea-north,PV,20,9999,Last,18,0.0,0,22257
MAES,swansea-north,Wind,20,1,#1,0,0.0,0,50570
MAES,swansea-north,Wind,20,35,#35,3,0.0,0,50570
MAES,swansea-north,Wind,20,197,#197,8,0.0,0,50570
MAES,swansea-north,Wind,20,253,#253,12,0.0,0,50570
MAES,swansea-north,Wind,20,1785,#1785,17,0.0,0,50570
MAES,swansea-north,Wind,20,9999,Last,18,0.0,0,50570
MAES,swansea-north,BESS,20,1,#1,0,0.0,0,80812
MAES,swansea-north,BESS,20,35,#35,3,0.0,0,80812
MAES,swansea-north,BESS,20,197,#197,8,0.0,0,80812
MAES,swansea-north,BESS,20,253,#253,12,0.0,0,80812
MAES,swansea-north,BESS,20,1785,#1785,17,0.0,0,80812
MAES,swansea-north,BESS,20,9999,Last,18,0.0,0,80812
MYND,swansea-north,PV,20,1,#1,0,4.52,1006,22257
MYND,swansea-north,PV,20,35,#35,3,4.52,1006,22257
MYND,swansea-north,PV,20,197,#197,8,4.52,1006,22257
MYND,swansea-north,PV,20,253,#253,12,4.52,1006,22257
MYND,swansea-north,PV,20,1785,#1785,17,4.52,1006,22257
MYND,swansea-north,PV,20,9999,Last,18,4.52,1006,22257
MYND,swansea-north,Wind,20,1,#1,0,14.7,7434,50570
MYND,swansea-north,Wind,20,35,#35,3,14.7,7434,50570
MYND,swansea-north,Wind,20,197,#197,8,14.7,7434,50570
MYND,swansea-north,Wind,20,253,#253,12,14.7,7434,50570
MYND,swansea-north,Wind,20,1785,#1785,17,14.7,7434,50570
MYND,swansea-north,Wind,20,9999,Last,18,14.7,7434,50570
MYND,swansea-north,BESS,20,1,#1,0,14.89,12033,80812
MYND,swansea-north,BESS,20,35,#35,3,14.89,12033,80812
MYND,swansea-north,BESS,20,197,#197,8,14.89,12033,80812
MYND,swansea-north,BESS,20,253,#253,12,14.89,12033,80812
MYND,swansea-north,BESS,20,1785,#1785,17,14.89,12033,80812
MYND,swansea-north,BESS,20,9999,Last,18,14.89,12033,80812
NANG,swansea-north,PV,20,1,#1,0,27.69,6162,22257
NANG,swansea-north,PV,20,35,#35,3,27.69,6162,22257
NANG,swansea-north,PV,20,197,#197,8,27.69,6162,22257
NANG,swansea-north,PV,20,253,#253,12,27.69,6162,22257
NANG,swansea-north,PV,20,1785,#1785,17,27.69,6162,22257
NANG,swansea-north,PV,20,9999,Last,18,27.69,6162,22257
NANG,swansea-north,Wind,20,1,#1,0,17.08,8640,50570
NANG,swansea-north,Wind,20,35,#35,3,17.08,8640,50570
NANG,swansea-north,Wind,20,197,#197,8,17.08,8640,50570
NANG,swansea-north,Wind,20,253,#253,12,17.08,8640,50570
NANG,swansea-north,Wind,20,1785,#1785,17,17.08,8640,50570
NANG,swansea-north,Wind,20,9999,Last,18,17.08,8640,50570
NANG,swansea-north,BESS,20,1,#1,0,33.66,27204,80812
NANG,swansea-north,BESS,20,35,#35,3,33.66,27204,80812
NANG,swansea-north,BESS,20,197,#197,8,33.66,27204,80812
NANG,swansea-north,BESS,20,253,#253,12,33.66,27204,80812
NANG,swansea-north,BESS,20,1785,#1785,17,33.66,27204,80812
NANG,swansea-north,BESS,20,9999,Last,18,33.66,27204,80812
NEVE,swansea-north,PV,20,1,#1,0,15.19,3381,22257
NEVE,swansea-north,PV,20,35,#35,3,15.19,3381,22257
NEVE,swansea-north,PV,20,197,#197,8,15.19,3381,22257
NEVE,swansea-north,PV,20,253,#253,12,15.19,3381,22257
NEVE,swansea-north,PV,20,1785,#1785,17,15.19,3381,22257
NEVE,swansea-north,PV,20,9999,Last,18,15.19,3381,22257
NEVE,swansea-north,Wind,20,1,#1,0,2.2,1113,50570
NEVE,swansea-north,Wind,20,35,#35,3,2.2,1113,50570
NEVE,swansea-north,Wind,20,197,#197,8,2.2,1113,50570
NEVE,swansea-north,Wind,20,253,#253,12,2.2,1113,50570
NEVE,swansea-north,Wind,20,1785,#1785,17,2.2,1113,50570
NEVE,swansea-north,Wind,20,9999,Last,18,2.2,1113,50570
NEVE,swansea-north,BESS,20,1,#1,0,12.72,10277,80812
NEVE,swansea-north,BESS,20,35,#35,3,12.72,10277,80812
NEVE,swansea-north,BESS,20,197,#197,8,12.72,10277,80812
NEVE,swansea-north,BESS,20,253,#253,12,12.72,10277,80812
NEVE,swansea-north,BESS,20,1785,#1785,17,12.72,10277,80812
NEVE,swansea-north,BESS,20,9999,Last,18,12.72,10277,80812
NEWL,swansea-north,PV,20,1,#1,0,24.91,5544,22257
NEWL,swansea-north,PV,20,35,#35,3,24.91,5544,22257
NEWL,swansea-north,PV,20,197,#197,8,24.91,5544,22257
NEWL,swansea-north,PV,20,253,#253,12,24.91,5544,22257
NEWL,swansea-north,PV,20,1785,#1785,17,24.91,5544,22257
NEWL,swansea-north,PV,20,9999,Last,18,24.91,5544,22257
