substation,zone,technology,capacity_mw,my_position,position_label,n_projects_ahead,curtailment_pct,curtailed_mwh,total_mwh
ABEC,swansea-north,Wind,20,35,#35,3,0.18,91,50570
ABEC,swansea-north,Wind,20,197,#197,8,0.18,91,50570
ABEC,swansea-north,Wind,20,253,#253,12,0.2,103,50570
ABEC,swansea-north,Wind,20,1785,#1785,17,0.2,103,50570
ABEC,swansea-north,Wind,20,9999,Last,18,0.2,103,50570
ABEC,swansea-north,BESS,20,1,#1,0,0.14,111,80812
ABEC,swansea-north,BESS,20,35,#35,3,0.57,460,80812
ABEC,swansea-north,BESS,20,197,#197,8,0.57,460,80812
ABEC,swansea-north,BESS,20,253,#253,12,1.04,839,80812
ABEC,swansea-north,BESS,20,1785,#1785,17,1.04,839,80812
ABEC,swansea-north,BESS,20,9999,Last,18,1.04,839,80812
ABYS,swansea-north,PV,20,1,#1,0,4.57,1016,22257
ABYS,swansea-north,PV,20,35,#35,3,4.57,1016,22257
ABYS,swansea-north,PV,20,197,#197,8,4.57,1016,22257
ABYS,swansea-north,PV,20,253,#253,12,4.57,1016,22257
ABYS,swansea-north,PV,20,1785,#1785,17,4.57,1016,22257
ABYS,swansea-north,PV,20,9999,Last,18,4.57,1016,22257
ABYS,swansea-north,Wind,20,1,#1,0,15.21,7694,50570
ABYS,swansea-north,Wind,20,35,#35,3,15.21,7694,50570
ABYS,swansea-north,Wind,20,197,#197,8,15.21,7694,50570
ABYS,swansea-north,Wind,20,253,#253,12,15.21,7694,50570
ABYS,swansea-north,Wind,20,1785,#1785,17,15.21,7694,50570
ABYS,swansea-north,Wind,20,9999,Last,18,15.21,7694,50570
ABYS,swansea-north,BESS,20,1,#1,0,15.24,12318,80812
ABYS,swansea-north,BESS,20,35,#35,3,15.24,12318,80812
ABYS,swansea-north,BESS,20,197,#197,8,15.24,12318,80812
ABYS,swansea-north,BESS,20,253,#253,12,15.24,12318,80812
ABYS,swansea-north,BESS,20,1785,#1785,17,15.24,12318,80812
ABYS,swansea-north,BESS,20,9999,Last,18,15.24,12318,80812
ADVY,swansea-north,PV,20,1,#1,0,4.56,1014,22257
ADVY,swansea-north,PV,20,35,#35,3,4.56,1014,22257
ADVY,swansea-north,PV,20,197,#197,8,4.56,1014,22257
ADVY,swansea-north,PV,20,253,#253,12,4.56,1014,22257
ADVY,swansea-north,PV,20,1785,#1785,17,4.56,1014,22257
ADVY,swansea-north,PV,20,9999,Last,18,4.56,1014,22257
ADVY,swansea-north,Wind,20,1,#1,0,15.08,7625,50570
ADVY,swansea-north,Wind,20,35,#35,3,15.08,7625,50570
ADVY,swansea-north,Wind,20,197,#197,8,15.08,7625,50570
ADVY,swansea-north,Wind,20,253,#253,12,15.08,7625,50570
ADVY,swansea-north,Wind,20,1785,#1785,17,15.08,7625,50570
ADVY,swansea-north,Wind,20,9999,Last,18,15.08,7625,50570
ADVY,swansea-north,BESS,20,1,#1,0,15.15,12241,80812
ADVY,swansea-north,BESS,20,35,#35,3,15.15,12241,80812
ADVY,swansea-north,BESS,20,197,#197,8,15.15,12241,80812
ADVY,swansea-north,BESS,20,253,#253,12,15.15,12241,80812
ADVY,swansea-north,BESS,20,1785,#1785,17,15.15,12241,80812
ADVY,swansea-north,BESS,20,9999,Last,18,15.15,12241,80812
ALCO,swansea-north,PV,20,1,#1,0,0.0,0,22257
ALCO,swansea-north,PV,20,35,#35,3,0.0,0,22257
ALCO,swansea-north,PV,20,197,#197,8,0.0,0,22257
ALCO,swansea-north,PV,20,253,#253,12,0.0,0,22257
ALCO,swansea-north,PV,20,1785,#1785,17,0.0,0,22257
ALCO,swansea-north,PV,20,9999,Last,18,0.0,0,22257
ALCO,swansea-north,Wind,20,1,#1,0,0.0,0,50570
ALCO,swansea-north,Wind,20,35,#35,3,0.0,0,50570
ALCO,swansea-north,Wind,20,197,#197,8,0.0,0,50570
ALCO,swansea-north,Wind,20,253,#253,12,0.0,0,50570
ALCO,swansea-north,Wind,20,1785,#1785,17,0.0,0,50570
ALCO,swansea-north,Wind,20,9999,Last,18,0.0,0,50570
ALCO,swansea-north,BESS,20,1,#1,0,0.0,0,80812
ALCO,swansea-north,BESS,20,35,#35,3,0.0,0,80812
ALCO,swansea-north,BESS,20,197,#197,8,0.0,0,80812
ALCO,swansea-north,BESS,20,253,#253,12,0.0,0,80812
ALCO,swansea-north,BESS,20,1785,#1785,17,0.0,0,80812
ALCO,swansea-north,BESS,20,9999,Last,18,0.0,0,80812
Ammanford,swansea-north,PV,20,1,#1,0,0.0,0,22257
Ammanford,swansea-north,PV,20,35,#35,3,0.0,0,22257
Ammanford,swansea-north,PV,20,197,#197,8,0.0,0,22257
Ammanford,swansea-north,PV,20,253,#253,12,0.0,0,22257
Ammanford,swansea-north,PV,20,1785,#1785,17,0.0,0,22257
Ammanford,swansea-north,PV,20,9999,Last,18,0.0,0,22257
Ammanford,swansea-north,Wind,20,1,#1,0,0.0,0,50570
Ammanford,swansea-north,Wind,20,35,#35,3,0.0,0,50570
Ammanford,swansea-north,Wind,20,197,#197,8,0.0,0,50570
Ammanford,swansea-north,Wind,20,253,#253,12,0.0,0,50570
Ammanford,swansea-north,Wind,20,1785,#1785,17,0.0,0,50570
Ammanford,swansea-north,Wind,20,9999,Last,18,0.0,0,50570
Ammanford,swansea-north,BESS,20,1,#1,0,0.0,0,80812
Ammanford,swansea-north,BESS,20,35,#35,3,0.0,0,80812
Ammanford,swansea-north,BESS,20,197,#197,8,0.0,0,80812
Ammanford,swansea-north,BESS,20,253,#253,12,0.0,0,80812
Ammanford,swansea-north,BESS,20,1785,#1785,17,0.0,0,80812
Ammanford,swansea-north,BESS,20,9999,Last,18,0.0,0,80812
BISH,swansea-north,PV,20,1,#1,0,26.87,5981,22257
BISH,swansea-north,PV,20,35,#35,3,26.87,5981,22257
BISH,swansea-north,PV,20,197,#197,8,26.87,5981,22257
BISH,swansea-north,PV,20,253,#253,12,26.87,5981,22257
BISH,swansea-north,PV,20,1785,#1785,17,26.98,6006,22257
BISH,swansea-north,PV,20,9999,Last,18,26.98,6006,22257
BISH,swansea-north,Wind,20,1,#1,0,18.04,9124,50570
BISH,swansea-north,Wind,20,35,#35,3,18.04,9124,50570
BISH,swansea-north,Wind,20,197,#197,8,18.04,9124,50570
BISH,swansea-north,Wind,20,253,#253,12,18.04,9124,50570
BISH,swansea-north,Wind,20,1785,#1785,17,18.06,9134,50570
BISH,swansea-north,Wind,20,9999,Last,18,18.06,9134,50570
BISH,swansea-north,BESS,20,1,#1,0,32.92,26603,80812
BISH,swansea-north,BESS,20,35,#35,3,32.92,26603,80812
BISH,swansea-north,BESS,20,197,#197,8,32.92,26603,80812
BISH,swansea-north,BESS,20,253,#253,12,32.92,26603,80812
BISH,swansea-north,BESS,20,1785,#1785,17,32.95,26627,80812
BISH,swansea-north,BESS,20,9999,Last,18,32.95,26627,80812
BLAP,swansea-north,PV,20,1,#1,0,12.06,2683,22257
BLAP,swansea-north,PV,20,35,#35,3,12.06,2683,22257
BLAP,swansea-north,PV,20,197,#197,8,12.06,2683,22257
BLAP,swansea-north,PV,20,253,#253,12,12.06,2683,22257
BLAP,swansea-north,PV,20,1785,#1785,17,12.25,2726,22257
BLAP,swansea-north,PV,20,9999,Last,18,12.25,2726,22257
BLAP,swansea-north,Wind,20,1,#1,0,0.78,393,50570
BLAP,swansea-north,Wind,20,35,#35,3,0.78,393,50570
BLAP,swansea-north,Wind,20,197,#197,8,0.78,393,50570
BLAP,swansea-north,Wind,20,253,#253,12,0.78,393,50570
BLAP,swansea-north,Wind,20,1785,#1785,17,0.85,430,50570
BLAP,swansea-north,Wind,20,9999,Last,18,0.85,430,50570
BLAP,swansea-north,BESS,20,1,#1,0,3.57,2887,80812
BLAP,swansea-north,BESS,20,35,#35,3,3.57,2887,80812
BLAP,swansea-north,BESS,20,197,#197,8,3.57,2887,80812
BLAP,swansea-north,BESS,20,253,#253,12,3.57,2887,80812
BLAP,swansea-north,BESS,20,1785,#1785,17,3.68,2974,80812
BLAP,swansea-north,BESS,20,9999,Last,18,3.68,2974,80812
BRID,swansea-north,PV,20,1,#1,0,15.19,3381,22257
BRID,swansea-north,PV,20,35,#35,3,15.19,3381,22257
BRID,swansea-north,PV,20,197,#197,8,15.19,3381,22257
BRID,swansea-north,PV,20,253,#253,12,15.19,3381,22257
BRID,swansea-north,PV,20,1785,#1785,17,15.19,3381,22257
BRID,swansea-north,PV,20,9999,Last,18,15.19,3381,22257
BRID,swansea-north,Wind,20,1,#1,0,2.2,1113,50570
BRID,swansea-north,Wind,20,35,#35,3,2.2,1113,50570
BRID,swansea-north,Wind,20,197,#197,8,2.2,1113,50570
BRID,swansea-north,Wind,20,253,#253,12,2.2,1113,50570
BRID,swansea-north,Wind,20,1785,#1785,17,2.2,1113,50570
BRID,swansea-north,Wind,20,9999,Last,18,2.2,1113,50570
BRID,swansea-north,BESS,20,1,#1,0,12.72,10277,80812
BRID,swansea-north,BESS,20,35,#35,3,12.72,10277,80812
BRID,swansea-north,BESS,20,197,#197,8,12.72,10277,80812
BRID,swansea-north,BESS,20,253,#253,12,12.72,10277,80812
BRID,swansea-north,BESS,20,1785,#1785,17,12.72,10277,80812
BRID,swansea-north,BESS,20,9999,Last,18,12.72,10277,80812
BWST,swansea-north,PV,20,1,#1,0,4.62,1028,22257
BWST,swansea-north,PV,20,35,#35,3,4.62,1028,22257
BWST,swansea-north,PV,20,197,#197,8,4.62,1028,22257
BWST,swansea-north,PV,20,253,#253,12,4.62,1028,22257
BWST,swansea-north,PV,20,1785,#1785,17,4.62,1028,22257
BWST,swansea-north,PV,20,9999,Last,18,4.62,1028,22257
BWST,swansea-north,Wind,20,1,#1,0,14.86,7515,50570
BWST,swansea-north,Wind,20,35,#35,3,14.86,7515,50570
BWST,swansea-north,Wind,20,197,#197,8,14.86,7515,50570
BWST,swansea-north,Wind,20,253,#253,12,14.86,7515,50570
BWST,swansea-north,Wind,20,1785,#1785,17,14.86,7515,50570
BWST,swansea-north,Wind,20,9999,Last,18,14.86,7515,50570
BWST,swansea-north,BESS,20,1,#1,0,15.35,12402,80812
BWST,swansea-north,BESS,20,35,#35,3,15.35,12402,80812
BWST,swansea-north,BESS,20,197,#197,8,15.35,12402,80812
BWST,swansea-north,BESS,20,253,#253,12,15.35,12402,80812
BWST,swansea-north,BESS,20,1785,#1785,17,15.35,12402,80812
BWST,swansea-north,BESS,20,9999,Last,18,15.35,12402,80812
Briton Ferry,swansea-north,PV,20,1,#1,0,0.0,0,22257
Briton Ferry,swansea-north,PV,20,35,#35,3,0.0,0,22257
Briton Ferry,swansea-north,PV,20,197,#197,8,0.0,0,22257
Briton Ferry,swansea-north,PV,20,253,#253,12,0.0,0,22257
Briton Ferry,swansea-north,PV,20,1785,#1785,17,0.0,0,22257
Briton Ferry,swansea-north,PV,20,9999,Last,18,0.0,0,22257
Briton Ferry,swansea-north,Wind,20,1,#1,0,0.0,0,50570
Briton Ferry,swansea-north,Wind,20,35,#35,3,0.0,0,50570
Briton Ferry,swansea-north,Wind,20,197,#197,8,0.0,0,50570
Briton Ferry,swansea-north,Wind,20,253,#253,12,0.0,0,50570
Briton Ferry,swansea-north,Wind,20,1785,#1785,17,0.0,0,50570
Briton Ferry,swansea-north,Wind,20,9999,Last,18,0.0,0,50570
Briton Ferry,swansea-north,BESS,20,1,#1,0,0.0,0,80812
Briton Ferry,swansea-north,BESS,20,35,#35,3,0.0,0,80812
Briton Ferry,swansea-north,BESS,20,197,#197,8,0.0,0,80812
Briton Ferry,swansea-north,BESS,20,253,#253,12,0.0,0,80812
Briton Ferry,swansea-north,BESS,20,1785,#1785,17,0.0,0,80812
Briton Ferry,swansea-north,BESS,20,9999,Last,18,0.0,0,80812
CARG,swansea-north,PV,20,1,#1,0,15.92,3542,22257
CARG,swansea-north,PV,20,35,#35,3,15.92,3542,22257
CARG,swansea-north,PV,20,197,#197,8,15.92,3542,22257
CARG,swansea-north,PV,20,253,#253,12,15.92,3542,22257
CARG,swansea-north,PV,20,1785,#1785,17,15.92,3544,22257
CARG,swansea-north,PV,20,9999,Last,18,15.92,3544,22257
CARG,swansea-north,Wind,20,1,#1,0,5.37,2716,50570
CARG,swansea-north,Wind,20,35,#35,3,5.37,2716,50570
CARG,swansea-north,Wind,20,197,#197,8,5.37,2716,50570
CARG,swansea-north,Wind,20,253,#253,12,5.37,2716,50570
CARG,swansea-north,Wind,20,1785,#1785,17,5.37,2717,50570
CARG,swansea-north,Wind,20,9999,Last,18,5.37,2717,50570
CARG,swansea-north,BESS,20,1,#1,0,21.5,17377,80812
CARG,swansea-north,BESS,20,35,#35,3,21.5,17377,80812
CARG,swansea-north,BESS,20,197,#197,8,21.5,17377,80812
CARG,swansea-north,BESS,20,253,#253,12,21.5,17377,80812
CARG,swansea-north,BESS,20,1785,#1785,17,21.5,17378,80812
CARG,swansea-north,BESS,20,9999,Last,18,21.5,17378,80812
CLAS,swansea-north,PV,20,1,#1,0,23.38,5205,22257
CLAS,swansea-north,PV,20,35,#35,3,23.38,5205,22257
CLAS,swansea-north,PV,20,197,#197,8,29.34,6531,22257
CLAS,swansea-north,PV,20,253,#253,12,29.34,6531,22257
CLAS,swansea-north,PV,20,1785,#1785,17,29.34,6531,22257
CLAS,swansea-north,PV,20,9999,Last,18,29.34,6531,22257
CLAS,swansea-north,Wind,20,1,#1,0,44.82,22668,50570
CLAS,swansea-north,Wind,20,35,#35,3,44.82,22668,50570
CLAS,swansea-north,Wind,20,197,#197,8,45.85,23188,50570
CLAS,swansea-north,Wind,20,253,#253,12,45.85,23188,50570
CLAS,swansea-north,Wind,20,1785,#1785,17,45.85,23188,50570
CLAS,swansea-north,Wind,20,9999,Last,18,45.85,23188,50570
CLAS,swansea-north,BESS,20,1,#1,0,46.51,37584,80812
CLAS,swansea-north,BESS,20,35,#35,3,46.51,37584,80812
CLAS,swansea-north,BESS,20,197,#197,8,48.23,38980,80812
CLAS,swansea-north,BESS,20,253,#253,12,48.23,38980,80812
CLAS,swansea-north,BESS,20,1785,#1785,17,48.23,38980,80812
CLAS,swansea-north,BESS,20,9999,Last,18,48.23,38980,80812
COMS,swansea-north,PV,20,1,#1,0,0.0,0,22257
COMS,swansea-north,PV,20,35,#35,3,0.0,0,22257
COMS,swansea-north,PV,20,197,#197,8,0.0,0,22257
COMS,swansea-north,PV,20,253,#253,12,0.0,0,22257
COMS,swansea-north,PV,20,1785,#1785,17,0.0,0,22257
COMS,swansea-north,PV,20,9999,Last,18,0.0,0,22257
COMS,swansea-north,Wind,20,1,#1,0,0.0,0,50570
COMS,swansea-north,Wind,20,35,#35,3,0.0,0,50570
COMS,swansea-north,Wind,20,197,#197,8,0.0,0,50570
COMS,swansea-north,Wind,20,253,#253,12,0.0,0,50570
COMS,swansea-north,Wind,20,1785,#1785,17,0.0,0,50570
COMS,swansea-north,Wind,20,9999,Last,18,0.0,0,50570
COMS,swansea-north,BESS,20,1,#1,0,0.0,0,80812
COMS,swansea-north,BESS,20,35,#35,3,0.0,0,80812
COMS,swansea-north,BESS,20,197,#197,8,0.0,0,80812
COMS,swansea-north,BESS,20,253,#253,12,0.0,0,80812
COMS,swansea-north,BESS,20,1785,#1785,17,0.0,0,80812
COMS,swansea-north,BESS,20,9999,Last,18,0.0,0,80812
CRHA,swansea-north,PV,20,1,#1,0,1.61,359,22257
CRHA,swansea-north,PV,20,35,#35,3,1.61,359,22257
CRHA,swansea-north,PV,20,197,#197,8,1.61,359,22257
CRHA,swansea-north,PV,20,253,#253,12,1.61,359,22257
CRHA,swansea-north,PV,20,1785,#1785,17,1.61,359,22257
CRHA,swansea-north,PV,20,9999,Last,18,1.61,359,22257
CRHA,swansea-north,Wind,20,1,#1,0,0.61,307,50570
CRHA,swansea-north,Wind,20,35,#35,3,0.61,307,50570
CRHA,swansea-north,Wind,20,197,#197,8,0.61,307,50570
CRHA,swansea-north,Wind,20,253,#253,12,0.61,307,50570
CRHA,swansea-north,Wind,20,1785,#1785,17,0.61,307,50570
CRHA,swansea-north,Wind,20,9999,Last,18,0.61,307,50570
CRHA,swansea-north,BESS,20,1,#1,0,8.47,6846,80812
CRHA,swansea-north,BESS,20,35,#35,3,8.47,6846,80812
CRHA,swansea-north,BESS,20,197,#197,8,8.47,6846,80812
CRHA,swansea-north,BESS,20,253,#253,12,8.47,6846,80812
CRHA,swansea-north,BESS,20,1785,#1785,17,8.47,6846,80812
CRHA,swansea-north,BESS,20,9999,Last,18,8.47,6846,80812
CWFR,swansea-north,PV,20,1,#1,0,4.42,983,22257
CWFR,swansea-north,PV,20,35,#35,3,4.42,983,22257
CWFR,swansea-north,PV,20,197,#197,8,4.42,983,22257
CWFR,swansea-north,PV,20,253,#253,12,4.42,983,22257
CWFR,swansea-north,PV,20,1785,#1785,17,4.42,983,22257
CWFR,swansea-north,PV,20,9999,Last,18,4.42,983,22257
CWFR,swansea-north,Wind,20,1,#1,0,20.0,10116,50570
CWFR,swansea-north,Wind,20,35,#35,3,20.0,10116,50570
CWFR,swansea-north,Wind,20,197,#197,8,20.0,10116,50570
CWFR,swansea-north,Wind,20,253,#253,12,20.0,10116,50570
CWFR,swansea-north,Wind,20,1785,#1785,17,20.0,10116,50570
CWFR,swansea-north,Wind,20,9999,Last,18,20.0,10116,50570
CWFR,swansea-north,BESS,20,1,#1,0,28.77,23251,80812
CWFR,swansea-north,BESS,20,35,#35,3,28.77,23251,80812
CWFR,swansea-north,BESS,20,197,#197,8,28.77,23251,80812
CWFR,swansea-north,BESS,20,253,#253,12,28.77,23251,80812
CWFR,swansea-north,BESS,20,1785,#1785,17,28.77,23251,80812
CWFR,swansea-north,BESS,20,9999,Last,18,28.77,23251,80812
Carmarthen,swansea-north,PV,20,1,#1,0,0.26,57,22257
Carmarthen,swansea-north,PV,20,35,#35,3,0.26,57,22257
Carmarthen,swansea-north,PV,20,197,#197,8,0.26,57,22257
Carmarthen,swansea-north,PV,20,253,#253,12,0.26,57,22257
Carmarthen,swansea-north,PV,20,1785,#1785,17,0.26,57,22257
Carmarthen,swansea-north,PV,20,9999,Last,18,0.26,57,22257
Carmarthen,swansea-north,Wind,20,1,#1,0,9.36,4734,50570
Carmarthen,swansea-north,Wind,20,35,#35,3,9.36,4734,50570
Carmarthen,swansea-north,Wind,20,197,#197,8,9.36,4734,50570
Carmarthen,swansea-north,Wind,20,253,#253,12,9.36,4734,50570
Carmarthen,swansea-north,Wind,20,1785,#1785,17,9.36,4734,50570
Carmarthen,swansea-north,Wind,20,9999,Last,18,9.36,4734,50570
Carmarthen,swansea-north,BESS,20,1,#1,0,12.25,9901,80812
Carmarthen,swansea-north,BESS,20,35,#35,3,12.25,9901,80812
Carmarthen,swansea-north,BESS,20,197,#197,8,12.25,9901,80812
Carmarthen,swansea-north,BESS,20,253,#253,12,12.25,9901,80812
Carmarthen,swansea-north,BESS,20,1785,#1785,17,12.25,9901,80812
Carmarthen,swansea-north,BESS,20,9999,Last,18,12.25,9901,80812
FOSL,swansea-north,PV,20,1,#1,0,21.59,4805,22257
FOSL,swansea-north,PV,20,35,#35,3,21.59,4805,22257
FOSL,swansea-north,PV,20,197,#197,8,21.59,4805,22257
FOSL,swansea-north,PV,20,253,#253,12,21.59,4805,22257
FOSL,swansea-north,PV,20,1785,#1785,17,21.59,4805,22257
FOSL,swansea-north,PV,20,9999,Last,18,21.59,4805,22257
FOSL,swansea-north,Wind,20,1,#1,0,4.62,2335,50570
FOSL,swansea-north,Wind,20,35,#35,3,4.62,2335,50570
FOSL,swansea-north,Wind,20,197,#197,8,4.62,2335,50570
FOSL,swansea-north,Wind,20,253,#253,12,4.62,2335,50570
FOSL,swansea-north,Wind,20,1785,#1785,17,4.62,2335,50570
FOSL,swansea-north,Wind,20,9999,Last,18,4.62,2335,50570
FOSL,swansea-north,BESS,20,1,#1,0,19.64,15870,80812
FOSL,swansea-north,BESS,20,35,#35,3,19.64,15870,80812
FOSL,swansea-north,BESS,20,197,#197,8,19.64,15870,80812
FOSL,swansea-north,BESS,20,253,#253,12,19.64,15870,80812
FOSL,swansea-north,BESS,20,1785,#1785,17,19.64,15870,80812
FOSL,swansea-north,BESS,20,9999,Last,18,19.64,15870,80812
FRBN,swansea-north,PV,20,1,#1,0,4.56,1015,22257
FRBN,swansea-north,PV,20,35,#35,3,4.56,1015,22257
FRBN,swansea-north,PV,20,197,#197,8,4.56,1015,22257
FRBN,swansea-north,PV,20,253,#253,12,4.56,1015,22257
FRBN,swansea-north,PV,20,1785,#1785,17,4.56,1015,22257
FRBN,swansea-north,PV,20,9999,Last,18,4.56,1015,22257
FRBN,swansea-north,Wind,20,1,#1,0,15.1,7634,50570
FRBN,swansea-north,Wind,20,35,#35,3,15.1,7634,50570
FRBN,swansea-north,Wind,20,197,#197,8,15.1,7634,50570
FRBN,swansea-north,Wind,20,253,#253,12,15.1,7634,50570
FRBN,swansea-north,Wind,20,1785,#1785,17,15.1,7634,50570
FRBN,swansea-north,Wind,20,9999,Last,18,15.1,7634,50570
FRBN,swansea-north,BESS,20,1,#1,0,15.17,12262,80812
FRBN,swansea-north,BESS,20,35,#35,3,15.17,12262,80812
FRBN,swansea-north,BESS,20,197,#197,8,15.17,12262,80812
FRBN,swansea-north,BESS,20,253,#253,12,15.17,12262,80812
FRBN,swansea-north,BESS,20,1785,#1785,17,15.17,12262,80812
FRBN,swansea-north,BESS,20,9999,Last,18,15.17,12262,80812
GARN,swansea-north,PV,20,1,#1,0,19.79,4405,22257
GARN,swansea-north,PV,20,35,#35,3,19.79,4405,22257
GARN,swansea-north,PV,20,197,#197,8,21.14,4705,22257
GARN,swansea-north,PV,20,253,#253,12,21.14,4705,22257
GARN,swansea-north,PV,20,1785,#1785,17,21.14,4705,22257
GARN,swansea-north,PV,20,9999,Last,18,21.14,4705,22257
GARN,swansea-north,Wind,20,1,#1,0,33.36,16868,50570
GARN,swansea-north,Wind,20,35,#35,3,33.36,16868,50570
GARN,swansea-north,Wind,20,197,#197,8,33.93,17156,50570
GARN,swansea-north,Wind,20,253,#253,12,33.93,17156,50570
GARN,swansea-north,Wind,20,1785,#1785,17,33.93,17156,50570
GARN,swansea-north,Wind,20,9999,Last,18,33.93,17156,50570
GARN,swansea-north,BESS,20,1,#1,0,26.16,21142,80812
GARN,swansea-north,BESS,20,35,#35,3,26.16,21142,80812
GARN,swansea-north,BESS,20,197,#197,8,26.57,21475,80812
GARN,swansea-north,BESS,20,253,#253,12,26.57,21475,80812
GARN,swansea-north,BESS,20,1785,#1785,17,26.57,21475,80812
GARN,swansea-north,BESS,20,9999,Last,18,26.57,21475,80812
GWAU,swansea-north,PV,20,1,#1,0,30.45,6778,22257
GWAU,swansea-north,PV,20,35,#35,3,45.57,10142,22257
GWAU,swansea-north,PV,20,197,#197,8,45.57,10142,22257
GWAU,swansea-north,PV,20,253,#253,12,45.57,10142,22257
GWAU,swansea-north,PV,20,1785,#1785,17,45.57,10142,22257
GWAU,swansea-north,PV,20,9999,Last,18,45.57,10142,22257
GWAU,swansea-north,Wind,20,1,#1,0,51.38,25981,50570
GWAU,swansea-north,Wind,20,35,#35,3,53.85,27230,50570
GWAU,swansea-north,Wind,20,197,#197,8,53.85,27230,50570
GWAU,swansea-north,Wind,20,253,#253,12,53.85,27230,50570
GWAU,swansea-north,Wind,20,1785,#1785,17,53.85,27230,50570
GWAU,swansea-north,Wind,20,9999,Last,18,53.85,27230,50570
GWAU,swansea-north,BESS,20,1,#1,0,56.96,46032,80812
GWAU,swansea-north,BESS,20,35,#35,3,59.23,47866,80812
GWAU,swansea-north,BESS,20,197,#197,8,59.23,47866,80812
GWAU,swansea-north,BESS,20,253,#253,12,59.23,47866,80812
GWAU,swansea-north,BESS,20,1785,#1785,17,59.23,47866,80812
GWAU,swansea-north,BESS,20,9999,Last,18,59.23,47866,80812
Gowerton East,swansea-north,PV,20,1,#1,0,0.0,0,22257
Gowerton East,swansea-north,PV,20,35,#35,3,0.0,0,22257
Gowerton East,swansea-north,PV,20,197,#197,8,0.0,0,22257
Gowerton East,swansea-north,PV,20,253,#253,12,0.0,0,22257
Gowerton East,swansea-north,PV,20,1785,#1785,17,0.0,0,22257
Gowerton East,swansea-north,PV,20,9999,Last,18,0.0,0,22257
Gowerton East,swansea-north,Wind,20,1,#1,0,0.0,0,50570
Gowerton East,swansea-north,Wind,20,35,#35,3,0.0,0,50570
Gowerton East,swansea-north,Wind,20,197,#197,8,0.0,0,50570
Gowerton East,swansea-north,Wind,20,253,#253,12,0.0,0,50570
Gowerton East,swansea-north,Wind,20,1785,#1785,17,0.0,0,50570
Gowerton East,swansea-north,Wind,20,9999,Last,18,0.0,0,50570
Gowerton East,swansea-north,BESS,20,1,#1,0,0.0,0,80812
Gowerton East,swansea-north,BESS,20,35,#35,3,0.0,0,80812
Gowerton East,swansea-north,BESS,20,197,#197,8,0.0,0,80812
Gowerton East,swansea-north,BESS,20,253,#253,12,0.0,0,80812
Gowerton East,swansea-north,BESS,20,1785,#1785,17,0.0,0,80812
Gowerton East,swansea-north,BESS,20,9999,Last,18,0.0,0,80812
HEND,swansea-north,PV,20,1,#1,0,0.0,0,22257
HEND,swansea-north,PV,20,35,#35,3,0.0,0,22257
HEND,swansea-north,PV,20,197,#197,8,0.0,0,22257
HEND,swansea-north,PV,20,253,#253,12,0.0,0,22257
HEND,swansea-north,PV,20,1785,#1785,17,0.0,0,22257
HEND,swansea-north,PV,20,9999,Last,18,0.0,0,22257
HEND,swansea-north,Wind,20,1,#1,0,0.0,0,50570
HEND,swansea-north,Wind,20,35,#35,3,0.0,0,50570
HEND,swansea-north,Wind,20,197,#197,8,0.0,0,50570
HEND,swansea-north,Wind,20,253,#253,12,0.0,0,50570
HEND,swansea-north,Wind,20,1785,#1785,17,0.0,0,50570
HEND,swansea-north,Wind,20,9999,Last,18,0.0,0,50570
HEND,swansea-north,BESS,20,1,#1,0,0.01,6,80812
HEND,swansea-north,BESS,20,35,#35,3,0.01,6,80812
HEND,swansea-north,BESS,20,197,#197,8,0.01,6,80812
HEND,swansea-north,BESS,20,253,#253,12,0.01,6,80812
HEND,swansea-north,BESS,20,1785,#1785,17,0.01,6,80812
HEND,swansea-north,BESS,20,9999,Last,18,0.01,6,80812
HOPK,swansea-north,PV,20,1,#1,0,0.0,0,22257
HOPK,swansea-north,PV,20,35,#35,3,0.0,0,22257
HOPK,swansea-north,PV,20,197,#197,8,0.0,0,22257
HOPK,swansea-north,PV,20,253,#253,12,0.0,0,22257
HOPK,swansea-north,PV,20,1785,#1785,17,0.0,0,22257
HOPK,swansea-north,PV,20,9999,Last,18,0.0,0,22257
HOPK,swansea-north,Wind,20,1,#1,0,0.0,0,50570
HOPK,swansea-north,Wind,20,35,#35,3,0.0,0,50570
HOPK,swansea-north,Wind,20,197,#197,8,0.0,0,50570
HOPK,swansea-north,Wind,20,253,#253,12,0.0,0,50570
HOPK,swansea-north,Wind,20,1785,#1785,17,0.0,0,50570
HOPK,swansea-north,Wind,20,9999,Last,18,0.0,0,50570
HOPK,swansea-north,BESS,20,1,#1,0,0.0,0,80812
HOPK,swansea-north,BESS,20,35,#35,3,0.0,0,80812
HOPK,swansea-north,BESS,20,197,#197,8,0.0,0,80812
HOPK,swansea-north,BESS,20,253,#253,12,0.0,0,80812
HOPK,swansea-north,BESS,20,1785,#1785,17,0.0,0,80812
HOPK,swansea-north,BESS,20,9999,Last,18,0.0,0,80812
Hirwaun,swansea-north,PV,20,1,#1,0,0.0,0,22257
Hirwaun,swansea-north,PV,20,35,#35,3,0.0,0,22257
Hirwaun,swansea-north,PV,20,197,#197,8,0.0,0,22257
Hirwaun,swansea-north,PV,20,253,#253,12,0.0,0,22257
Hirwaun,swansea-north,PV,20,1785,#1785,17,0.0,0,22257
