substation,technology,capacity_mw,curtailment_pct,binding_branch,confidence,confidence_reason,model_residual_mw,pel_mw,residual_pct_of_pel,model_residual_std,model_max_residual
CREI,Wind,30,0.26,MORL3_2L3->IRON3_2L5,Moderate,Branch active (mean 0.8 MW) but no generation residual available,,21.377,,,
CREI,Wind,50,12.36,CREI3_2L5->MORL3_1L3,Moderate,Branch active (mean 0.3 MW) but no generation residual available,,10.57907735221434,,,
CREI,BESS,5,0.0,WATT3_#1L5->WATT3_4L9,High,Residual 0.8 MW on 6 MW PEL — operationally negligible.,-0.7889463991580805,6.276000000000001,12.570847660262595,1.2290359055049678,8.088131576189815
CREI,BESS,10,0.0,WATT3_#1L5->WATT3_4L9,High,Residual 0.8 MW on 6 MW PEL — operationally negligible.,-0.7889463991580805,6.276000000000001,12.570847660262595,1.2290359055049678,8.088131576189815
CREI,BESS,20,0.0,WATT3_#1L5->WATT3_4L9,High,Residual 0.8 MW on 6 MW PEL — operationally negligible.,-0.7889463991580805,6.276000000000001,12.570847660262595,1.2290359055049678,8.088131576189815
CREI,BESS,30,8.58,CREI3_2L5->MORL3_1L3,Moderate,Branch active (mean 0.3 MW) but no generation residual available,,10.57907735221434,,,
CREI,BESS,50,29.5,CREI3_1L5->UPPB3_#3L5,Moderate,Branch active (mean 4.9 MW) but no generation residual available,,25.207,,,
Dowlais,PV,5,0.0,,N/A,No curtailment — no binding constraint,,,,,
Dowlais,PV,10,0.0,,N/A,No curtailment — no binding constraint,,,,,
Dowlais,PV,20,0.01,DOWL1_#210->DOWL3_#2T0,Moderate,Branch active (mean 3.4 MW) but no generation residual available,,45.0,,,
Dowlais,PV,30,0.09,DOWL1_#210->DOWL3_#2T0,Moderate,Branch active (mean 3.4 MW) but no generation residual available,,45.0,,,
Dowlais,PV,50,0.52,DOWL1_#210->DOWL3_#2T0,Moderate,Branch active (mean 3.4 MW) but no generation residual available,,45.0,,,
Dowlais,Wind,5,0.0,,N/A,No curtailment — no binding constraint,,,,,
Dowlais,Wind,10,0.02,DOWL1_#210->DOWL3_#2T0,Moderate,Branch active (mean 3.4 MW) but no generation residual available,,45.0,,,
Dowlais,Wind,20,0.14,DOWL1_#210->DOWL3_#2T0,Moderate,Branch active (mean 3.4 MW) but no generation residual available,,45.0,,,
Dowlais,Wind,30,0.81,DOWL1_#210->DOWL3_#2T0,Moderate,Branch active (mean 3.4 MW) but no generation residual available,,45.0,,,
Dowlais,Wind,50,5.0,DOWL1_#210->DOWL3_#2T0,Moderate,Branch active (mean 3.4 MW) but no generation residual available,,45.0,,,
Dowlais,BESS,5,0.0,,N/A,No curtailment — no binding constraint,,,,,
Dowlais,BESS,10,0.02,DOWL1_#210->DOWL3_#2T0,Moderate,Branch active (mean 3.4 MW) but no generation residual available,,45.0,,,
Dowlais,BESS,20,0.21,DOWL1_#210->DOWL3_#2T0,Moderate,Branch active (mean 3.4 MW) but no generation residual available,,45.0,,,
Dowlais,BESS,30,1.1,DOWL1_#210->DOWL3_#2T0,Moderate,Branch active (mean 3.4 MW) but no generation residual available,,45.0,,,
Dowlais,BESS,50,5.04,DOWL1_#210->DOWL3_#2T0,Moderate,Branch active (mean 3.4 MW) but no generation residual available,,45.0,,,
ENER,PV,5,0.0,,N/A,No curtailment — no binding constraint,,,,,
ENER,PV,10,0.0,,N/A,No curtailment — no binding constraint,,,,,
ENER,PV,20,0.0,,N/A,No curtailment — no binding constraint,,,,,
ENER,PV,30,1.1,ENER3_MAIN1->UPPB3_#14L5,Moderate,Branch active (mean 3.9 MW) but no generation residual available,,18.519,,,
ENER,PV,50,14.66,ENER3_MAIN1->UPPB3_#14L5,Moderate,Branch active (mean 3.9 MW) but no generation residual available,,18.519,,,
ENER,Wind,5,0.02,WATT3_#1L5->WATT3_4L9,High,Residual 0.8 MW on 6 MW PEL — operationally negligible.,-0.7889463991580805,6.276000000000001,12.570847660262595,1.2290359055049678,8.088131576189815
ENER,Wind,10,0.03,WATT3_#1L5->WATT3_4L9,High,Residual 0.8 MW on 6 MW PEL — operationally negligible.,-0.7889463991580805,6.276000000000001,12.570847660262595,1.2290359055049678,8.088131576189815
ENER,Wind,20,0.06,WATT3_#1L5->WATT3_4L9,High,Residual 0.8 MW on 6 MW PEL — operationally negligible.,-0.7889463991580805,6.276000000000001,12.570847660262595,1.2290359055049678,8.088131576189815
ENER,Wind,30,1.45,ENER3_MAIN1->UPPB3_#14L5,Moderate,Branch active (mean 3.9 MW) but no generation residual available,,18.519,,,
ENER,Wind,50,16.87,ENER3_MAIN1->UPPB3_#14L5,Moderate,Branch active (mean 3.9 MW) but no generation residual available,,18.519,,,
ENER,BESS,5,0.0,WATT3_#1L5->WATT3_4L9,High,Residual 0.8 MW on 6 MW PEL — operationally negligible.,-0.7889463991580805,6.276000000000001,12.570847660262595,1.2290359055049678,8.088131576189815
ENER,BESS,10,0.0,WATT3_#1L5->WATT3_4L9,High,Residual 0.8 MW on 6 MW PEL — operationally negligible.,-0.7889463991580805,6.276000000000001,12.570847660262595,1.2290359055049678,8.088131576189815
ENER,BESS,20,0.01,WATT3_#1L5->WATT3_4L9,High,Residual 0.8 MW on 6 MW PEL — operationally negligible.,-0.7889463991580805,6.276000000000001,12.570847660262595,1.2290359055049678,8.088131576189815
ENER,BESS,30,13.51,ENER3_MAIN1->UPPB3_#14L5,Moderate,Branch active (mean 3.9 MW) but no generation residual available,,18.519,,,
ENER,BESS,50,32.46,ENER3_MAIN1->UPPB3_#14L5,Moderate,Branch active (mean 3.9 MW) but no generation residual available,,18.519,,,
GASY,PV,5,0.0,,N/A,No curtailment — no binding constraint,,,,,
GASY,PV,10,0.0,,N/A,No curtailment — no binding constraint,,,,,
GASY,PV,20,0.01,GAST31->UPPB3_#11L5,High,Residual 0.8 MW on 19 MW PEL — operationally negligible.,-0.7590150916737533,18.519,4.098574932090034,1.2288467913842578,6.422600111136203
GASY,PV,30,4.14,GAST31->UPPB3_#11L5,High,Residual 0.8 MW on 19 MW PEL — operationally negligible.,-0.7590150916737533,18.519,4.098574932090034,1.2288467913842578,6.422600111136203
GASY,PV,50,22.12,GAST31->UPPB3_#11L5,High,Residual 0.8 MW on 19 MW PEL — operationally negligible.,-0.7590150916737533,18.519,4.098574932090034,1.2288467913842578,6.422600111136203
GASY,Wind,5,0.0,,N/A,No curtailment — no binding constraint,,,,,
GASY,Wind,10,0.0,,N/A,No curtailment — no binding constraint,,,,,
GASY,Wind,20,0.29,GAST31->UPPB3_#11L5,High,Residual 0.8 MW on 19 MW PEL — operationally negligible.,-0.7590150916737533,18.519,4.098574932090034,1.2288467913842578,6.422600111136203
GASY,Wind,30,7.21,GAST31->UPPB3_#11L5,High,Residual 0.8 MW on 19 MW PEL — operationally negligible.,-0.7590150916737533,18.519,4.098574932090034,1.2288467913842578,6.422600111136203
GASY,Wind,50,27.3,GAST31->UPPB3_#11L5,High,Residual 0.8 MW on 19 MW PEL — operationally negligible.,-0.7590150916737533,18.519,4.098574932090034,1.2288467913842578,6.422600111136203
GASY,BESS,5,0.0,,N/A,No curtailment — no binding constraint,,,,,
GASY,BESS,10,0.06,GAST31->UPPB3_#11L5,High,Residual 0.8 MW on 19 MW PEL — operationally negligible.,-0.7590150916737533,18.519,4.098574932090034,1.2288467913842578,6.422600111136203
GASY,BESS,20,10.86,GAST31->UPPB3_#11L5,High,Residual 0.8 MW on 19 MW PEL — operationally negligible.,-0.7590150916737533,18.519,4.098574932090034,1.2288467913842578,6.422600111136203
GASY,BESS,30,27.53,GAST31->UPPB3_#11L5,High,Residual 0.8 MW on 19 MW PEL — operationally negligible.,-0.7590150916737533,18.519,4.098574932090034,1.2288467913842578,6.422600111136203
GASY,BESS,50,40.89,GAST31->UPPB3_#11L5,High,Residual 0.8 MW on 19 MW PEL — operationally negligible.,-0.7590150916737533,18.519,4.098574932090034,1.2288467913842578,6.422600111136203
IRON,PV,5,0.0,,N/A,No curtailment — no binding constraint,,,,,
IRON,PV,10,0.0,,N/A,No curtailment — no binding constraint,,,,,
IRON,PV,20,0.02,UPPB3_#12L5->IRON3_1L5,Moderate,Branch active (mean 4.7 MW) but no generation residual available,,12.08809013366984,,,
IRON,PV,30,3.78,UPPB3_#12L5->IRON3_1L5,Moderate,Branch active (mean 4.7 MW) but no generation residual available,,12.08809013366984,,,
IRON,PV,50,20.58,UPPB3_#12L5->IRON3_1L5,Moderate,Branch active (mean 4.7 MW) but no generation residual available,,12.08809013366984,,,
IRON,Wind,5,0.02,WATT3_#1L5->WATT3_4L9,High,Residual 0.8 MW on 6 MW PEL — operationally negligible.,-0.7889463991580805,6.276000000000001,12.570847660262595,1.2290359055049678,8.088131576189815
IRON,Wind,10,0.03,WATT3_#1L5->WATT3_4L9,High,Residual 0.8 MW on 6 MW PEL — operationally negligible.,-0.7889463991580805,6.276000000000001,12.570847660262595,1.2290359055049678,8.088131576189815
IRON,Wind,20,0.08,UPPB3_#12L5->IRON3_1L5,Moderate,Branch active (mean 4.7 MW) but no generation residual available,,12.08809013366984,,,
IRON,Wind,30,4.48,UPPB3_#12L5->IRON3_1L5,Moderate,Branch active (mean 4.7 MW) but no generation residual available,,12.08809013366984,,,
IRON,Wind,50,23.0,UPPB3_#12L5->IRON3_1L5,Moderate,Branch active (mean 4.7 MW) but no generation residual available,,12.08809013366984,,,
IRON,BESS,5,0.0,WATT3_#1L5->WATT3_4L9,High,Residual 0.8 MW on 6 MW PEL — operationally negligible.,-0.7889463991580805,6.276000000000001,12.570847660262595,1.2290359055049678,8.088131576189815
IRON,BESS,10,0.0,WATT3_#1L5->WATT3_4L9,High,Residual 0.8 MW on 6 MW PEL — operationally negligible.,-0.7889463991580805,6.276000000000001,12.570847660262595,1.2290359055049678,8.088131576189815
IRON,BESS,20,1.17,UPPB3_#12L5->IRON3_1L5,Moderate,Branch active (mean 4.7 MW) but no generation residual available,,12.08809013366984,,,
IRON,BESS,30,19.59,UPPB3_#12L5->IRON3_1L5,Moderate,Branch active (mean 4.7 MW) but no generation residual available,,12.08809013366984,,,
IRON,BESS,50,36.11,UPPB3_#12L5->IRON3_1L5,Moderate,Branch active (mean 4.7 MW) but no generation residual available,,12.08809013366984,,,
LADY,PV,5,4.47,55L7506P38->55L7506P7,Low,Residual 1.3 MW = 20% of PEL (6 MW). Significant model-reality gap.,-1.2701830742112497,6.276000000000001,20.238736045430997,1.371110337595307,9.420198091210851
LADY,PV,10,5.21,55L7506P38->55L7506P7,Low,Residual 1.3 MW = 20% of PEL (6 MW). Significant model-reality gap.,-1.2701830742112497,6.276000000000001,20.238736045430997,1.371110337595307,9.420198091210851
LADY,PV,20,7.57,55L7506P38->55L7506P7,Low,Residual 1.3 MW = 20% of PEL (6 MW). Significant model-reality gap.,-1.2701830742112497,6.276000000000001,20.238736045430997,1.371110337595307,9.420198091210851
LADY,PV,30,11.99,55L7506P38->55L7506P7,Low,Residual 1.3 MW = 20% of PEL (6 MW). Significant model-reality gap.,-1.2701830742112497,6.276000000000001,20.238736045430997,1.371110337595307,9.420198091210851
LADY,PV,50,26.85,55L7506P38->55L7506P7,Low,Residual 1.3 MW = 20% of PEL (6 MW). Significant model-reality gap.,-1.2701830742112497,6.276000000000001,20.238736045430997,1.371110337595307,9.420198091210851
LADY,Wind,5,3.58,55L7506P38->55L7506P7,Low,Residual 1.3 MW = 20% of PEL (6 MW). Significant model-reality gap.,-1.2701830742112497,6.276000000000001,20.238736045430997,1.371110337595307,9.420198091210851
LADY,Wind,10,4.11,55L7506P38->55L7506P7,Low,Residual 1.3 MW = 20% of PEL (6 MW). Significant model-reality gap.,-1.2701830742112497,6.276000000000001,20.238736045430997,1.371110337595307,9.420198091210851
LADY,Wind,20,5.37,55L7506P38->55L7506P7,Low,Residual 1.3 MW = 20% of PEL (6 MW). Significant model-reality gap.,-1.2701830742112497,6.276000000000001,20.238736045430997,1.371110337595307,9.420198091210851
LADY,Wind,30,7.21,55L7506P38->55L7506P7,Low,Residual 1.3 MW = 20% of PEL (6 MW). Significant model-reality gap.,-1.2701830742112497,6.276000000000001,20.238736045430997,1.371110337595307,9.420198091210851
LADY,Wind,50,17.02,55L7506P38->55L7506P7,Low,Residual 1.3 MW = 20% of PEL (6 MW). Significant model-reality gap.,-1.2701830742112497,6.276000000000001,20.238736045430997,1.371110337595307,9.420198091210851
LADY,BESS,5,19.05,55L7506P38->55L7506P7,Low,Residual 1.3 MW = 20% of PEL (6 MW). Significant model-reality gap.,-1.2701830742112497,6.276000000000001,20.238736045430997,1.371110337595307,9.420198091210851
LADY,BESS,10,23.67,55L7506P38->55L7506P7,Low,Residual 1.3 MW = 20% of PEL (6 MW). Significant model-reality gap.,-1.2701830742112497,6.276000000000001,20.238736045430997,1.371110337595307,9.420198091210851
LADY,BESS,20,32.81,55L7506P38->55L7506P7,Low,Residual 1.3 MW = 20% of PEL (6 MW). Significant model-reality gap.,-1.2701830742112497,6.276000000000001,20.238736045430997,1.371110337595307,9.420198091210851
LADY,BESS,30,39.87,55L7506P38->55L7506P7,Low,Residual 1.3 MW = 20% of PEL (6 MW). Significant model-reality gap.,-1.2701830742112497,6.276000000000001,20.238736045430997,1.371110337595307,9.420198091210851
LADY,BESS,50,49.92,55L7506P38->55L7506P7,Low,Residual 1.3 MW = 20% of PEL (6 MW). Significant model-reality gap.,-1.2701830742112497,6.276000000000001,20.238736045430997,1.371110337595307,9.420198091210851
MASH,PV,5,4.83,55L7506P38->55L7506P7,Low,Residual 1.3 MW = 20% of PEL (6 MW). Significant model-reality gap.,-1.2701830742112497,6.276000000000001,20.238736045430997,1.371110337595307,9.420198091210851
MASH,PV,10,6.36,55L7506P38->55L7506P7,Low,Residual 1.3 MW = 20% of PEL (6 MW). Significant model-reality gap.,-1.2701830742112497,6.276000000000001,20.238736045430997,1.371110337595307,9.420198091210851
MASH,PV,20,12.48,55L7506P38->55L7506P7,Low,Residual 1.3 MW = 20% of PEL (6 MW). Significant model-reality gap.,-1.2701830742112497,6.276000000000001,20.238736045430997,1.371110337595307,9.420198091210851
MASH,PV,30,24.65,55L7506P38->55L7506P7,Low,Residual 1.3 MW = 20% of PEL (6 MW). Significant model-reality gap.,-1.2701830742112497,6.276000000000001,20.238736045430997,1.371110337595307,9.420198091210851
MASH,PV,50,44.64,55L7506P38->55L7506P7,Low,Residual 1.3 MW = 20% of PEL (6 MW). Significant model-reality gap.,-1.2701830742112497,6.276000000000001,20.238736045430997,1.371110337595307,9.420198091210851
MASH,Wind,5,3.85,55L7506P38->55L7506P7,Low,Residual 1.3 MW = 20% of PEL (6 MW). Significant model-reality gap.,-1.2701830742112497,6.276000000000001,20.238736045430997,1.371110337595307,9.420198091210851
MASH,Wind,10,4.71,55L7506P38->55L7506P7,Low,Residual 1.3 MW = 20% of PEL (6 MW). Significant model-reality gap.,-1.2701830742112497,6.276000000000001,20.238736045430997,1.371110337595307,9.420198091210851
MASH,Wind,20,7.38,55L7506P38->55L7506P7,Low,Residual 1.3 MW = 20% of PEL (6 MW). Significant model-reality gap.,-1.2701830742112497,6.276000000000001,20.238736045430997,1.371110337595307,9.420198091210851
MASH,Wind,30,15.43,55L7506P38->55L7506P7,Low,Residual 1.3 MW = 20% of PEL (6 MW). Significant model-reality gap.,-1.2701830742112497,6.276000000000001,20.238736045430997,1.371110337595307,9.420198091210851
MASH,Wind,50,36.88,55L7506P38->55L7506P7,Low,Residual 1.3 MW = 20% of PEL (6 MW). Significant model-reality gap.,-1.2701830742112497,6.276000000000001,20.238736045430997,1.371110337595307,9.420198091210851
MASH,BESS,5,21.49,55L7506P38->55L7506P7,Low,Residual 1.3 MW = 20% of PEL (6 MW). Significant model-reality gap.,-1.2701830742112497,6.276000000000001,20.238736045430997,1.371110337595307,9.420198091210851
MASH,BESS,10,28.86,55L7506P38->55L7506P7,Low,Residual 1.3 MW = 20% of PEL (6 MW). Significant model-reality gap.,-1.2701830742112497,6.276000000000001,20.238736045430997,1.371110337595307,9.420198091210851
MASH,BESS,20,40.23,55L7506P38->55L7506P7,Low,Residual 1.3 MW = 20% of PEL (6 MW). Significant model-reality gap.,-1.2701830742112497,6.276000000000001,20.238736045430997,1.371110337595307,9.420198091210851
MASH,BESS,30,48.43,55L7506P38->55L7506P7,Low,Residual 1.3 MW = 20% of PEL (6 MW). Significant model-reality gap.,-1.2701830742112497,6.276000000000001,20.238736045430997,1.371110337595307,9.420198091210851
MASH,BESS,50,56.99,55L7506P38->55L7506P7,Low,Residual 1.3 MW = 20% of PEL (6 MW). Significant model-reality gap.,-1.2701830742112497,6.276000000000001,20.238736045430997,1.371110337595307,9.420198091210851
MILL,PV,5,0.0,,N/A,No curtailment — no binding constraint,,,,,
MILL,PV,10,0.63,TONY3_#4L5->MILL3_2L5,High,Residual 0.7 MW on 8 MW PEL — operationally negligible.,-0.7406543377928382,7.579199999999999,9.772196772651972,1.158910000366695,5.057161983435945
MILL,PV,20,16.79,TONY3_#4L5->MILL3_2L5,High,Residual 0.7 MW on 8 MW PEL — operationally negligible.,-0.7406543377928382,7.579199999999999,9.772196772651972,1.158910000366695,5.057161983435945
MILL,PV,30,33.5,TONY3_#4L5->MILL3_2L5,High,Residual 0.7 MW on 8 MW PEL — operationally negligible.,-0.7406543377928382,7.579199999999999,9.772196772651972,1.158910000366695,5.057161983435945
MILL,PV,50,53.06,TONY3_#4L5->MILL3_2L5,High,Residual 0.7 MW on 8 MW PEL — operationally negligible.,-0.7406543377928382,7.579199999999999,9.772196772651972,1.158910000366695,5.057161983435945
MILL,Wind,5,0.16,TONY3_#4L5->MILL3_2L5,High,Residual 0.7 MW on 8 MW PEL — operationally negligible.,-0.7406543377928382,7.579199999999999,9.772196772651972,1.158910000366695,5.057161983435945
MILL,Wind,10,3.41,TONY3_#4L5->MILL3_2L5,High,Residual 0.7 MW on 8 MW PEL — operationally negligible.,-0.7406543377928382,7.579199999999999,9.772196772651972,1.158910000366695,5.057161983435945
MILL,Wind,20,20.54,TONY3_#4L5->MILL3_2L5,High,Residual 0.7 MW on 8 MW PEL — operationally negligible.,-0.7406543377928382,7.579199999999999,9.772196772651972,1.158910000366695,5.057161983435945
MILL,Wind,30,36.2,TONY3_#4L5->MILL3_2L5,High,Residual 0.7 MW on 8 MW PEL — operationally negligible.,-0.7406543377928382,7.579199999999999,9.772196772651972,1.158910000366695,5.057161983435945
MILL,Wind,50,54.77,TONY3_#4L5->MILL3_2L5,High,Residual 0.7 MW on 8 MW PEL — operationally negligible.,-0.7406543377928382,7.579199999999999,9.772196772651972,1.158910000366695,5.057161983435945
MILL,BESS,5,0.31,TONY3_#4L5->MILL3_2L5,High,Residual 0.7 MW on 8 MW PEL — operationally negligible.,-0.7406543377928382,7.579199999999999,9.772196772651972,1.158910000366695,5.057161983435945
MILL,BESS,10,7.08,TONY3_#4L5->MILL3_2L5,High,Residual 0.7 MW on 8 MW PEL — operationally negligible.,-0.7406543377928382,7.579199999999999,9.772196772651972,1.158910000366695,5.057161983435945
MILL,BESS,20,32.62,TONY3_#4L5->MILL3_2L5,High,Residual 0.7 MW on 8 MW PEL — operationally negligible.,-0.7406543377928382,7.579199999999999,9.772196772651972,1.158910000366695,5.057161983435945
MILL,BESS,30,42.91,TONY3_#4L5->MILL3_2L5,High,Residual 0.7 MW on 8 MW PEL — operationally negligible.,-0.7406543377928382,7.579199999999999,9.772196772651972,1.158910000366695,5.057161983435945
MILL,BESS,50,58.81,TONY3_#4L5->MILL3_2L5,High,Residual 0.7 MW on 8 MW PEL — operationally negligible.,-0.7406543377928382,7.579199999999999,9.772196772651972,1.158910000366695,5.057161983435945
MORL,PV,5,0.0,,N/A,No curtailment — no binding constraint,,,,,
MORL,PV,10,0.0,,N/A,No curtailment — no binding constraint,,,,,
MORL,PV,20,4.11,MORL3_2L3->IRON3_2L5,Moderate,Branch active (mean 0.8 MW) but no generation residual available,,21.377,,,
MORL,PV,30,16.91,MORL3_2L3->IRON3_2L5,Moderate,Branch active (mean 0.8 MW) but no generation residual available,,21.377,,,
MORL,PV,50,37.14,MORL3_2L3->IRON3_2L5,Moderate,Branch active (mean 0.8 MW) but no generation residual available,,21.377,,,
MORL,Wind,5,0.02,WATT3_#1L5->WATT3_4L9,High,Residual 0.8 MW on 6 MW PEL — operationally negligible.,-0.7889463991580805,6.276000000000001,12.570847660262595,1.2290359055049678,8.088131576189815
MORL,Wind,10,0.03,WATT3_#1L5->WATT3_4L9,High,Residual 0.8 MW on 6 MW PEL — operationally negligible.,-0.7889463991580805,6.276000000000001,12.570847660262595,1.2290359055049678,8.088131576189815
MORL,Wind,20,2.65,MORL3_2L3->IRON3_2L5,Moderate,Branch active (mean 0.8 MW) but no generation residual available,,21.377,,,
MORL,Wind,30,15.78,MORL3_2L3->IRON3_2L5,Moderate,Branch active (mean 0.8 MW) but no generation residual available,,21.377,,,
MORL,Wind,50,37.41,MORL3_2L3->IRON3_2L5,Moderate,Branch active (mean 0.8 MW) but no generation residual available,,21.377,,,
MORL,BESS,5,0.0,WATT3_#1L5->WATT3_4L9,High,Residual 0.8 MW on 6 MW PEL — operationally negligible.,-0.7889463991580805,6.276000000000001,12.570847660262595,1.2290359055049678,8.088131576189815
MORL,BESS,10,0.0,WATT3_#1L5->WATT3_4L9,High,Residual 0.8 MW on 6 MW PEL — operationally negligible.,-0.7889463991580805,6.276000000000001,12.570847660262595,1.2290359055049678,8.088131576189815
MORL,BESS,20,17.53,MORL3_2L3->IRON3_2L5,Moderate,Branch active (mean 0.8 MW) but no generation residual available,,21.377,,,
MORL,BESS,30,31.98,CREI3_2L5->MORL3_1L3,Moderate,Branch active (mean 0.3 MW) but no generation residual available,,10.57907735221434,,,
MORL,BESS,50,43.6,MORL3_2L3->IRON3_2L5,Moderate,Branch active (mean 0.8 MW) but no generation residual available,,21.377,,,
Mountain Ash,PV,5,4.83,55L7506P38->55L7506P7,Low,Residual 1.3 MW = 20% of PEL (6 MW). Significant model-reality gap.,-1.2701830742112497,6.276000000000001,20.238736045430997,1.371110337595307,9.420198091210851
Mountain Ash,PV,10,6.38,55L7506P38->55L7506P7,Low,Residual 1.3 MW = 20% of PEL (6 MW). Significant model-reality gap.,-1.2701830742112497,6.276000000000001,20.238736045430997,1.371110337595307,9.420198091210851
Mountain Ash,PV,20,12.57,55L7506P38->55L7506P7,Low,Residual 1.3 MW = 20% of PEL (6 MW). Significant model-reality gap.,-1.2701830742112497,6.276000000000001,20.238736045430997,1.371110337595307,9.420198091210851
Mountain Ash,PV,30,23.97,55L7506P38->55L7506P7,Low,Residual 1.3 MW = 20% of PEL (6 MW). Significant model-reality gap.,-1.2701830742112497,6.276000000000001,20.238736045430997,1.371110337595307,9.420198091210851
Mountain Ash,PV,50,42.43,55L7506P38->55L7506P7,Low,Residual 1.3 MW = 20% of PEL (6 MW). Significant model-reality gap.,-1.2701830742112497,6.276000000000001,20.238736045430997,1.371110337595307,9.420198091210851
Mountain Ash,Wind,5,3.86,55L7506P38->55L7506P7,Low,Residual 1.3 MW = 20% of PEL (6 MW). Significant model-reality gap.,-1.2701830742112497,6.276000000000001,20.238736045430997,1.371110337595307,9.420198091210851
Mountain Ash,Wind,10,4.72,55L7506P38->55L7506P7,Low,Residual 1.3 MW = 20% of PEL (6 MW). Significant model-reality gap.,-1.2701830742112497,6.276000000000001,20.238736045430997,1.371110337595307,9.420198091210851
Mountain Ash,Wind,20,7.41,55L7506P38->55L7506P7,Low,Residual 1.3 MW = 20% of PEL (6 MW). Significant model-reality gap.,-1.2701830742112497,6.276000000000001,20.238736045430997,1.371110337595307,9.420198091210851
Mountain Ash,Wind,30,12.13,55L7506P38->55L7506P7,Low,Residual 1.3 MW = 20% of PEL (6 MW). Significant model-reality gap.,-1.2701830742112497,6.276000000000001,20.238736045430997,1.371110337595307,9.420198091210851
Mountain Ash,Wind,50,27.87,55L7506P38->55L7506P7,Low,Residual 1.3 MW = 20% of PEL (6 MW). Significant model-reality gap.,-1.2701830742112497,6.276000000000001,20.238736045430997,1.371110337595307,9.420198091210851
Mountain Ash,BESS,5,21.53,55L7506P38->55L7506P7,Low,Residual 1.3 MW = 20% of PEL (6 MW). Significant model-reality gap.,-1.2701830742112497,6.276000000000001,20.238736045430997,1.371110337595307,9.420198091210851
Mountain Ash,BESS,10,28.93,55L7506P38->55L7506P7,Low,Residual 1.3 MW = 20% of PEL (6 MW). Significant model-reality gap.,-1.2701830742112497,6.276000000000001,20.238736045430997,1.371110337595307,9.420198091210851
Mountain Ash,BESS,20,40.19,55L7506P38->55L7506P7,Low,Residual 1.3 MW = 20% of PEL (6 MW). Significant model-reality gap.,-1.2701830742112497,6.276000000000001,20.238736045430997,1.371110337595307,9.420198091210851
Mountain Ash,BESS,30,47.59,55L7506P38->55L7506P7,Low,Residual 1.3 MW = 20% of PEL (6 MW). Significant model-reality gap.,-1.2701830742112497,6.276000000000001,20.238736045430997,1.371110337595307,9.420198091210851
Mountain Ash,BESS,50,56.47,55L7506P38->55L7506P7,Low,Residual 1.3 MW = 20% of PEL (6 MW). Significant model-reality gap.,-1.2701830742112497,6.276000000000001,20.238736045430997,1.371110337595307,9.420198091210851
NANW,PV,5,10.13,55L7017P54->ABTY3_2L5,Moderate,Branch active (mean 3.8 MW) but no generation residual available,,6.276000000000001,,,
NANW,PV,10,12.99,55L7017P54->ABTY3_2L5,Moderate,Branch active (mean 3.8 MW) but no generation residual available,,6.276000000000001,,,
NANW,PV,20,21.68,55L7017P54->ABTY3_2L5,Moderate,Branch active (mean 3.8 MW) but no generation residual available,,6.276000000000001,,,
NANW,PV,30,31.16,55L7017P54->ABTY3_2L5,Moderate,Branch active (mean 3.8 MW) but no generation residual available,,6.276000000000001,,,
NANW,PV,50,45.65,55L7017P54->ABTY3_2L5,Moderate,Branch active (mean 3.8 MW) but no generation residual available,,6.276000000000001,,,
NANW,Wind,5,6.71,55L7017P54->ABTY3_2L5,Moderate,Branch active (mean 3.8 MW) but no generation residual available,,6.276000000000001,,,
NANW,Wind,10,12.12,55L7017P54->ABTY3_2L5,Moderate,Branch active (mean 3.8 MW) but no generation residual available,,6.276000000000001,,,
NANW,Wind,20,24.87,55L7017P54->ABTY3_2L5,Moderate,Branch active (mean 3.8 MW) but no generation residual available,,6.276000000000001,,,
NANW,Wind,30,35.05,55L7017P54->ABTY3_2L5,Moderate,Branch active (mean 3.8 MW) but no generation residual available,,6.276000000000001,,,
NANW,Wind,50,48.91,55L7017P54->ABTY3_2L5,Moderate,Branch active (mean 3.8 MW) but no generation residual available,,6.276000000000001,,,
NANW,BESS,5,2.23,55L7017P54->ABTY3_2L5,Moderate,Branch active (mean 3.8 MW) but no generation residual available,,6.276000000000001,,,
NANW,BESS,10,4.79,55L7017P54->ABTY3_2L5,Moderate,Branch active (mean 3.8 MW) but no generation residual available,,6.276000000000001,,,
NANW,BESS,20,15.43,PENT3_1L3->NANW3_#4L5,Moderate,Branch active (mean 1.8 MW) but no generation residual available,,16.176,,,
NANW,BESS,30,29.95,PENT3_1L3->NANW3_#4L5,Moderate,Branch active (mean 1.8 MW) but no generation residual available,,16.176,,,
NANW,BESS,50,45.62,55L7017P54->ABTY3_2L5,Moderate,Branch active (mean 3.8 MW) but no generation residual available,,6.276000000000001,,,
NELS,PV,5,4.33,55L7506P38->55L7506P7,Low,Residual 1.3 MW = 20% of PEL (6 MW). Significant model-reality gap.,-1.2701830742112497,6.276000000000001,20.238736045430997,1.371110337595307,9.420198091210851
NELS,PV,10,4.73,55L7506P38->55L7506P7,Low,Residual 1.3 MW = 20% of PEL (6 MW). Significant model-reality gap.,-1.2701830742112497,6.276000000000001,20.238736045430997,1.371110337595307,9.420198091210851
