Power Units_Bus Number,MW_2255,MVAr_2255,MW_3732,MVAr_3732,MW_3762,MVAr_3762,MW_3771,MVAr_3771,MW_3772,MVAr_3772,MW_3780,MVAr_3780,MW_3789,MVAr_3789,MW_3792,MVAr_3792,MW_517100,MVAr_517100,MW_517102,MVAr_517102,MW_547400,MVAr_547400,MW_549000,MVAr_549000,MW_583313,MVAr_583313,MW_583314,MVAr_583314
2024-12-24 09:00:00,6.43,0.00,6.84,-0.58,11.83,0.00,2.26,-0.55,2.26,-0.55,6.69,0.00,5.90,0.00,3.09,0.00,-40.16,-14.03,-40.16,-14.03,12.54,0.68,24.03,-3.43,10.25,0.53,10.25,0.53
2024-12-24 09:30:00,6.53,0.00,7.29,-0.53,12.48,0.00,2.54,-0.56,2.54,-0.56,7.17,0.00,6.30,0.00,3.22,0.00,-38.74,-13.44,-38.74,-13.44,9.73,1.41,26.37,-2.30,9.71,0.61,9.71,0.61
2024-12-24 10:00:00,6.60,0.00,7.49,-0.50,12.91,0.00,2.73,-0.54,2.73,-0.54,7.57,0.00,6.31,0.00,3.32,0.00,-40.25,-11.96,-40.25,-11.96,8.25,1.41,27.90,-2.14,5.59,1.04,5.59,1.04
2024-12-24 10:30:00,6.74,0.00,7.60,-0.50,13.17,0.00,2.88,-0.54,2.88,-0.54,7.75,0.00,6.38,0.00,3.44,0.00,-39.37,-13.18,-39.37,-13.18,8.10,1.69,28.75,-2.06,5.46,0.96,5.46,0.96
2024-12-24 11:00:00,6.74,0.00,7.71,-0.48,13.64,0.00,2.90,-0.54,2.90,-0.54,7.90,0.00,6.84,0.00,3.03,0.00,-36.12,-12.23,-36.12,-12.23,4.54,1.97,29.52,-2.18,5.39,0.94,5.39,0.94
2024-12-24 11:30:00,6.55,0.00,7.71,-0.43,13.54,0.00,2.99,-0.54,2.99,-0.54,8.02,0.00,7.03,0.00,3.52,0.00,-38.92,-10.12,-38.92,-10.12,4.25,-1.34,30.00,0.00,5.40,0.97,5.40,0.97
2024-12-24 12:00:00,6.49,0.00,7.63,-0.45,13.42,0.00,3.03,-0.53,3.03,-0.53,7.86,0.00,6.78,0.00,3.59,0.00,-38.90,-11.48,-38.90,-11.48,5.08,1.50,30.00,-1.14,5.72,1.16,5.72,1.16
2024-12-24 12:30:00,6.28,0.00,7.63,-0.47,13.46,0.00,3.19,-0.53,3.19,-0.53,7.87,0.00,6.79,0.00,3.69,0.00,-36.74,-11.90,-36.74,-11.90,4.97,1.41,29.78,-0.77,5.76,1.20,5.76,1.20
2024-12-24 13:00:00,6.12,0.00,7.41,-0.47,13.25,0.00,3.19,-0.50,3.19,-0.50,7.88,0.00,6.73,0.00,3.64,0.00,-37.80,-11.83,-37.80,-11.83,3.79,1.58,30.08,-2.14,5.75,1.16,5.75,1.16
2024-12-24 13:30:00,6.13,0.00,7.41,-0.47,12.99,0.00,3.19,-0.51,3.19,-0.51,7.82,0.00,6.71,0.00,3.75,0.00,-37.04,-11.66,-37.04,-11.66,4.01,1.46,29.61,0.00,5.73,1.17,5.73,1.17
2024-12-24 14:00:00,6.00,0.00,7.36,-0.47,13.03,0.00,3.13,-0.52,3.13,-0.52,7.89,0.00,6.74,0.00,3.78,0.00,-36.29,-11.96,-36.29,-11.96,4.60,1.40,29.61,0.00,5.73,1.21,5.73,1.21
2024-12-24 14:30:00,6.00,0.00,7.15,-0.51,12.92,0.00,3.06,-0.51,3.06,-0.51,7.90,0.00,6.75,0.00,3.71,0.00,-34.37,-12.94,-34.37,-12.94,5.65,1.40,29.43,0.00,6.81,1.65,6.81,1.65
2024-12-24 15:00:00,6.09,0.00,7.00,-0.52,12.94,0.00,2.99,-0.51,2.99,-0.51,7.79,0.00,6.73,0.00,3.75,0.00,-33.55,-15.08,-33.55,-15.08,6.99,1.74,28.99,0.00,9.45,1.52,9.45,1.52
2024-12-24 15:30:00,6.08,0.00,6.96,-0.56,12.53,0.00,3.07,-0.50,3.07,-0.50,7.71,0.00,6.77,0.00,3.78,0.00,-31.12,-16.14,-31.12,-16.14,6.05,1.96,29.12,0.00,10.22,1.40,10.22,1.40
2024-12-24 16:00:00,6.12,0.00,7.04,-0.55,12.74,0.00,3.11,-0.46,3.11,-0.46,8.02,0.00,7.00,0.00,3.74,0.00,-28.30,-16.20,-28.30,-16.20,4.64,2.33,28.23,0.00,10.32,1.40,10.32,1.40
2024-12-24 16:30:00,6.04,0.00,6.98,-0.60,13.17,0.00,3.26,-0.48,3.26,-0.48,8.10,0.00,7.24,0.00,3.88,0.00,-28.88,-15.57,-28.88,-15.57,3.07,2.07,29.66,0.00,10.26,1.36,10.26,1.36
2024-12-24 17:00:00,6.24,0.00,7.09,-0.60,13.39,0.00,3.38,-0.50,3.38,-0.50,8.47,0.00,7.38,0.00,3.97,0.00,-40.98,-14.64,-40.98,-14.64,13.03,1.51,30.46,-2.51,10.16,1.32,10.16,1.32
2024-12-24 17:30:00,6.19,0.00,7.02,-0.60,12.88,0.00,3.44,-0.48,3.44,-0.48,8.74,0.00,7.57,0.00,4.18,0.00,-38.88,-15.04,-38.88,-15.04,11.51,1.51,31.03,0.00,10.03,1.32,10.03,1.32
2024-12-24 18:00:00,6.20,0.00,6.90,-0.58,12.48,0.00,3.49,-0.50,3.49,-0.50,8.69,0.00,7.70,0.00,4.20,0.00,-38.20,-15.95,-38.20,-15.95,12.72,1.39,30.60,0.00,10.00,1.32,10.00,1.32
2024-12-24 18:30:00,6.14,0.00,6.74,-0.60,12.05,0.00,3.37,-0.50,3.37,-0.50,8.45,0.00,7.60,0.00,4.06,0.00,-38.43,-15.66,-38.43,-15.66,12.32,1.39,30.11,-2.97,9.99,1.31,9.99,1.31
2024-12-24 19:00:00,5.95,0.00,6.56,-0.65,11.70,0.00,3.32,-0.52,3.32,-0.52,8.29,0.00,7.46,0.00,4.03,0.00,-40.98,-15.14,-40.98,-15.14,13.23,1.39,29.33,0.00,10.00,1.32,10.00,1.32
2024-12-24 19:30:00,5.76,0.00,6.42,-0.66,11.51,0.00,3.16,-0.51,3.16,-0.51,7.89,0.00,7.11,0.00,3.96,0.00,-42.20,-13.86,-42.20,-13.86,12.21,0.18,28.60,-1.58,9.99,0.78,9.99,0.78
2024-12-24 20:00:00,5.67,0.00,6.26,-0.63,11.16,0.00,3.03,-0.55,3.03,-0.55,7.61,0.00,6.86,0.00,3.79,0.00,-39.21,-14.02,-39.21,-14.02,8.83,0.70,27.86,-1.93,9.98,0.47,9.98,0.47
2024-12-24 20:30:00,5.70,0.00,6.12,-0.72,10.80,0.00,2.91,-0.58,2.91,-0.58,7.28,0.00,6.62,0.00,3.66,0.00,-43.10,-15.40,-43.10,-15.40,13.84,1.53,26.82,-3.78,9.97,0.50,9.97,0.50
2024-12-24 21:00:00,5.48,0.00,5.83,-0.75,10.30,0.00,2.77,-0.58,2.77,-0.58,7.03,0.00,6.47,0.00,3.51,0.00,-37.80,-16.17,-37.80,-16.17,7.79,1.87,25.90,-3.74,10.00,0.44,10.00,0.44
2024-12-24 21:30:00,5.37,0.00,5.67,-0.78,9.94,0.00,2.65,-0.56,2.65,-0.56,6.73,0.00,6.27,0.00,3.40,0.00,-35.63,-16.03,-35.63,-16.03,6.75,1.74,24.78,-4.09,9.94,0.49,9.94,0.49
2024-12-24 22:00:00,5.35,0.00,5.43,-0.72,9.51,0.00,2.44,-0.58,2.44,-0.58,6.46,0.00,6.05,0.00,3.31,0.00,-38.67,-15.41,-38.67,-15.41,9.06,1.44,23.88,-4.74,9.97,0.52,9.97,0.52
2024-12-24 22:30:00,4.97,0.00,5.24,-0.72,8.97,0.00,2.27,-0.62,2.27,-0.62,6.12,0.00,5.62,0.00,3.21,0.00,-40.60,-15.13,-40.60,-15.13,9.99,1.39,22.61,-4.13,9.97,0.53,9.97,0.53
2024-12-24 23:00:00,4.60,0.00,5.03,-0.73,8.44,0.00,2.10,-0.60,2.10,-0.60,5.65,0.00,5.33,0.00,3.06,0.00,-41.54,-16.51,-41.54,-16.51,10.54,1.97,21.53,0.00,9.97,0.56,9.97,0.56
2024-12-24 23:30:00,4.31,0.00,4.80,-0.73,7.93,0.00,1.93,-0.60,1.93,-0.60,5.23,0.00,5.05,0.00,2.85,0.00,-40.56,-16.31,-40.56,-16.31,8.08,1.95,20.36,-4.76,10.00,0.52,10.00,0.52
2024-12-25 00:00:00,4.32,0.00,4.53,-0.75,7.50,0.00,1.83,-0.58,1.83,-0.58,4.88,0.00,4.81,0.00,2.80,0.00,-41.59,-17.23,-41.59,-17.23,10.77,2.14,19.07,-4.69,9.98,0.73,9.98,0.73
2024-12-25 00:30:00,4.22,0.00,4.47,-0.81,7.22,0.00,1.80,-0.60,1.80,-0.60,4.67,0.00,4.63,0.00,2.81,0.00,-40.85,-18.07,-40.85,-18.07,10.36,2.42,18.05,-4.92,9.98,0.49,9.98,0.49
2024-12-25 01:00:00,4.28,0.00,4.47,-0.77,7.08,0.00,1.72,-0.60,1.72,-0.60,4.89,0.00,4.25,0.00,2.94,0.00,-48.73,-15.32,-48.73,-15.32,13.35,1.67,17.58,-4.88,9.96,0.52,9.96,0.52
2024-12-25 01:30:00,4.54,0.00,4.30,-0.77,6.81,0.00,1.65,-0.62,1.65,-0.62,4.77,0.00,4.10,0.00,2.83,0.00,-49.33,-14.55,-49.33,-14.55,13.35,1.40,17.44,-5.58,9.97,0.52,9.97,0.52
2024-12-25 02:00:00,4.55,0.00,4.19,-0.73,6.59,0.00,1.59,-0.58,1.59,-0.58,4.47,0.00,4.05,0.00,2.73,0.00,-49.57,-14.75,-49.57,-14.75,13.52,1.50,16.59,-5.68,9.94,0.54,9.94,0.54
2024-12-25 02:30:00,4.60,0.00,4.11,-0.77,6.43,0.00,1.60,-0.58,1.60,-0.58,4.38,0.00,3.99,0.00,2.76,0.00,-45.57,-15.26,-45.57,-15.26,11.55,1.44,8.82,-4.46,9.95,0.54,9.95,0.54
2024-12-25 03:00:00,4.55,0.00,4.06,-0.77,6.29,0.00,1.51,-0.58,1.51,-0.58,4.18,0.00,3.93,0.00,2.75,0.00,-47.29,-15.48,-47.29,-15.48,12.49,1.49,15.74,-4.48,9.98,0.65,9.98,0.65
2024-12-25 03:30:00,4.45,0.00,4.01,-0.77,6.13,0.00,1.41,-0.58,1.41,-0.58,4.01,0.00,3.71,0.00,2.52,0.00,-45.68,-17.26,-45.68,-17.26,12.25,2.53,7.03,-4.54,9.97,1.39,9.97,1.39
2024-12-25 04:00:00,3.99,0.00,3.95,-0.78,6.04,0.00,1.38,-0.58,1.38,-0.58,3.87,0.00,3.66,0.00,2.43,0.00,-45.95,-17.26,-45.95,-17.26,13.14,2.26,14.99,-4.79,10.03,0.85,10.03,0.85
2024-12-25 04:30:00,3.99,0.00,3.88,-0.79,5.99,0.00,1.38,-0.58,1.38,-0.58,3.76,0.00,3.69,0.00,2.38,0.00,-41.16,-18.31,-41.16,-18.31,11.23,2.33,14.61,-5.05,9.98,0.49,9.98,0.49
2024-12-25 05:00:00,4.05,0.00,3.88,-0.79,5.92,0.00,1.28,-0.58,1.28,-0.58,3.68,0.00,3.74,0.00,2.28,0.00,-42.72,-18.19,-42.72,-18.19,12.89,2.26,14.28,-5.09,9.96,0.50,9.96,0.50
2024-12-25 05:30:00,4.02,0.00,3.93,-0.78,6.03,0.00,1.22,-0.58,1.22,-0.58,3.74,0.00,3.78,0.00,2.30,0.00,-42.58,-17.79,-42.58,-17.79,11.10,2.26,14.00,-5.06,10.00,0.50,10.00,0.50
2024-12-25 06:00:00,4.05,0.00,4.03,-0.78,6.19,0.00,1.28,-0.58,1.28,-0.58,3.80,0.00,3.91,0.00,2.26,0.00,-41.84,-18.39,-41.84,-18.39,10.53,2.79,14.44,-4.98,9.99,0.48,9.99,0.48
2024-12-25 06:30:00,4.24,0.00,4.17,-0.78,6.62,0.00,1.39,-0.58,1.39,-0.58,4.10,0.00,4.24,0.00,2.32,0.00,-38.73,-18.28,-38.73,-18.28,9.19,2.34,14.80,-5.04,9.97,0.50,9.97,0.50
2024-12-25 07:00:00,4.38,0.00,4.30,-0.77,7.00,0.00,1.52,-0.58,1.52,-0.58,4.42,0.00,4.50,0.00,2.41,0.00,-37.24,-18.47,-37.24,-18.47,8.88,2.34,15.57,-5.01,9.96,0.49,9.96,0.49
2024-12-25 07:30:00,4.65,0.00,4.60,-0.74,7.58,0.00,1.74,-0.58,1.74,-0.58,5.00,0.00,4.86,0.00,2.59,0.00,-35.15,-18.84,-35.15,-18.84,8.33,2.47,16.49,-4.88,9.97,0.48,9.97,0.48
2024-12-25 08:00:00,4.84,0.00,4.85,-0.73,8.37,0.00,1.98,-0.58,1.98,-0.58,5.50,0.00,5.18,0.00,2.80,0.00,-36.24,-18.88,-36.24,-18.88,8.39,2.80,17.93,-4.73,9.96,0.45,9.96,0.45
2024-12-25 08:30:00,5.04,0.00,5.21,-0.69,9.25,0.00,2.33,-0.55,2.33,-0.55,6.24,0.00,5.67,0.00,3.02,0.00,-36.40,-18.40,-36.40,-18.40,8.45,2.61,19.76,-4.41,9.94,0.47,9.94,0.47
2024-12-25 09:00:00,5.11,0.00,5.57,-0.67,10.43,0.00,2.68,-0.54,2.68,-0.54,6.84,0.00,6.01,0.00,2.88,0.00,-32.08,-16.84,-32.08,-16.84,5.83,1.87,21.90,-3.90,9.95,0.42,9.95,0.42
2024-12-25 09:30:00,5.21,0.00,5.90,-0.67,10.89,0.00,2.00,-0.52,2.00,-0.52,7.33,0.00,6.46,0.00,2.97,0.00,-33.72,-15.78,-33.72,-15.78,6.37,1.36,24.35,-3.24,9.94,0.41,9.94,0.41
2024-12-25 10:00:00,5.13,0.00,6.12,-0.62,11.37,0.00,2.26,-0.50,2.26,-0.50,7.55,0.00,6.59,0.00,3.00,0.00,-33.53,-16.02,-33.53,-16.02,6.00,1.36,25.74,-2.94,9.92,0.41,9.92,0.41
2024-12-25 10:30:00,4.76,0.00,6.12,-0.62,11.57,0.00,2.29,-0.48,2.29,-0.48,7.71,0.00,6.35,0.00,2.80,0.00,-35.08,-15.18,-35.08,-15.18,5.26,1.36,26.38,-2.67,9.96,0.39,9.96,0.39
2024-12-25 11:00:00,5.00,0.00,6.29,-0.62,11.70,0.00,2.48,-0.47,2.48,-0.47,7.66,0.00,6.18,0.00,2.80,0.00,-33.93,-15.38,-33.93,-15.38,5.44,1.36,25.59,-2.33,9.96,0.37,9.96,0.37
2024-12-25 11:30:00,5.41,0.00,6.61,-0.56,12.11,0.00,2.15,-0.48,2.15,-0.48,7.86,0.00,6.90,0.00,3.16,0.00,-26.19,-12.91,-26.19,-12.91,5.44,1.36,26.14,-2.28,9.91,1.12,9.91,1.12
2024-12-25 12:00:00,5.50,0.00,6.79,-0.56,12.50,0.00,2.52,-0.44,2.52,-0.44,8.23,0.00,7.38,0.00,2.54,0.00,-23.98,-12.79,-23.98,-12.79,3.44,1.44,28.12,-2.18,9.94,1.27,9.94,1.27
2024-12-25 12:30:00,5.62,0.00,7.04,-0.56,13.07,0.00,2.53,-0.31,2.53,-0.31,8.47,0.00,7.58,0.00,2.57,0.00,-30.40,-12.51,-30.40,-12.51,8.47,1.68,29.71,-0.62,9.90,0.41,9.90,0.41
2024-12-25 13:00:00,5.53,0.00,7.23,-0.53,12.92,0.00,2.82,-0.28,2.82,-0.28,6.94,0.00,7.68,0.00,2.99,0.00,-33.34,-12.07,-33.34,-12.07,11.20,-0.67,31.18,-1.46,9.91,0.39,9.91,0.39
2024-12-25 13:30:00,5.63,0.00,7.23,-0.51,12.51,0.00,2.54,-0.24,2.54,-0.24,7.38,0.00,7.81,0.00,2.71,0.00,-35.40,-12.51,-35.40,-12.51,12.16,-0.67,31.52,-3.93,9.90,0.39,9.90,0.39
2024-12-25 14:00:00,5.66,0.00,7.04,-0.52,11.90,0.00,2.43,-0.47,2.43,-0.47,6.63,0.00,6.92,0.00,2.88,0.00,-37.39,-12.44,-37.39,-12.44,13.47,-1.34,31.23,-1.53,9.92,0.45,9.92,0.45
2024-12-25 14:30:00,5.22,0.00,6.62,-0.56,11.17,0.00,2.39,-0.50,2.39,-0.50,7.99,0.00,6.40,0.00,2.95,0.00,-39.40,-13.54,-39.40,-13.54,13.72,-0.99,29.36,-1.69,9.95,0.74,9.95,0.74
2024-12-25 15:00:00,4.98,0.00,6.16,-0.60,10.31,0.00,3.09,-0.52,3.09,-0.52,7.62,0.00,6.05,0.00,3.00,0.00,-38.33,-16.10,-38.33,-16.10,13.53,1.36,27.44,-2.18,9.95,0.71,9.95,0.71
2024-12-25 15:30:00,5.04,0.00,5.86,-0.63,14.30,0.00,2.89,-0.53,2.89,-0.53,7.36,0.00,6.00,0.00,2.35,0.00,-38.50,-16.04,-38.50,-16.04,13.96,1.36,25.35,-2.76,9.96,0.47,9.96,0.47
2024-12-25 16:00:00,5.04,0.00,5.72,-0.63,13.98,0.00,2.70,-0.56,2.70,-0.56,7.00,0.00,5.86,0.00,3.79,0.00,-36.25,-16.61,-36.25,-16.61,10.14,1.92,25.07,-4.91,9.98,0.45,9.98,0.45
2024-12-25 16:30:00,5.14,0.00,5.58,-0.68,12.56,0.00,2.62,-0.56,2.62,-0.56,6.76,0.00,5.94,0.00,3.64,0.00,-30.08,-17.99,-30.08,-17.99,5.41,2.48,24.48,0.00,9.97,0.44,9.97,0.44
2024-12-25 17:00:00,5.36,0.00,5.62,-0.68,15.82,0.00,2.62,-0.61,2.62,-0.61,6.90,0.00,6.02,0.00,3.60,0.00,-29.63,-19.02,-29.63,-19.02,6.43,2.48,31.65,1.68,9.99,0.45,9.99,0.45
2024-12-25 17:30:00,5.25,0.00,5.49,-0.72,14.88,0.00,2.64,-0.62,2.64,-0.62,6.88,0.00,7.85,0.00,3.63,0.00,-38.24,-18.20,-38.24,-18.20,14.25,2.00,24.23,-5.16,9.98,0.47,9.98,0.47
2024-12-25 18:00:00,5.20,0.00,6.25,-0.73,14.67,0.00,3.57,-0.60,3.57,-0.60,8.96,0.00,9.42,0.00,3.51,0.00,-38.48,-17.96,-38.48,-17.96,13.23,1.88,23.74,0.00,9.99,0.58,9.99,0.58
2024-12-25 18:30:00,5.81,0.00,7.45,-0.73,11.09,0.00,3.23,-0.51,3.23,-0.51,8.98,0.00,10.11,0.00,3.35,0.00,-38.29,-19.58,-38.29,-19.58,14.78,2.57,23.06,-3.62,9.96,0.36,9.96,0.36
2024-12-25 19:00:00,6.34,0.00,7.66,-0.74,14.57,0.00,3.22,-0.51,3.22,-0.51,8.28,0.00,8.94,0.00,3.35,0.00,-35.87,-19.64,-35.87,-19.64,13.47,2.45,22.71,-3.79,9.96,0.37,9.96,0.37
2024-12-25 19:30:00,7.86,0.00,6.10,-0.74,13.68,0.00,2.86,-0.52,2.86,-0.52,8.54,0.00,9.65,0.00,3.31,0.00,-37.47,-19.29,-37.47,-19.29,15.03,2.00,31.64,0.00,9.96,0.40,9.96,0.40
2024-12-25 20:00:00,5.03,0.00,5.24,-0.72,13.07,0.00,2.93,-0.54,2.93,-0.54,7.46,0.00,5.66,0.00,3.25,0.00,-28.48,-19.87,-28.48,-19.87,6.61,2.51,29.32,0.00,9.96,0.43,9.96,0.43
2024-12-25 20:30:00,4.98,0.00,5.12,-0.74,10.19,0.00,3.04,-0.54,3.04,-0.54,6.34,0.00,5.61,0.00,3.15,0.00,-27.00,-19.98,-27.00,-19.98,5.52,2.66,28.47,-5.34,9.97,0.43,9.97,0.43
2024-12-25 21:00:00,4.92,0.00,5.09,-0.74,9.64,0.00,2.34,-0.56,2.34,-0.56,6.19,0.00,5.55,0.00,3.03,0.00,-27.32,-20.42,-27.32,-20.42,5.66,2.72,21.69,-3.91,9.97,0.43,9.97,0.43
2024-12-25 21:30:00,4.81,0.00,4.94,-0.79,9.16,0.00,2.20,-0.56,2.20,-0.56,5.87,0.00,5.34,0.00,3.00,0.00,-26.76,-20.22,-26.76,-20.22,4.92,2.67,28.59,0.00,9.97,0.44,9.97,0.44
2024-12-25 22:00:00,4.69,0.00,4.82,-0.84,10.43,0.00,2.06,-0.58,2.06,-0.58,5.54,0.00,5.12,0.00,2.86,0.00,-29.09,-20.51,-29.09,-20.51,6.97,2.83,20.46,0.00,9.97,0.45,9.97,0.45
2024-12-25 22:30:00,4.62,0.00,4.72,-0.84,9.19,0.00,1.92,-0.57,1.92,-0.57,5.29,0.00,5.03,0.00,2.78,0.00,-29.29,-20.56,-29.29,-20.56,7.03,3.01,19.64,0.00,9.99,0.45,9.99,0.45
2024-12-25 23:00:00,4.55,0.00,4.60,-0.82,7.61,0.00,1.90,-0.56,1.90,-0.56,5.22,0.00,4.91,0.00,2.76,0.00,-30.30,-20.90,-30.30,-20.90,7.73,2.87,18.67,-4.57,9.98,0.49,9.98,0.49
2024-12-25 23:30:00,4.43,0.00,4.54,-0.77,7.39,0.00,1.86,-0.54,1.86,-0.54,5.11,0.00,4.79,0.00,2.62,0.00,-29.15,-20.97,-29.15,-20.97,7.02,3.09,18.41,-5.63,9.97,0.48,9.97,0.48
2024-12-26 00:00:00,4.38,0.00,4.36,-0.80,7.01,0.00,1.70,-0.54,1.70,-0.54,4.78,0.00,4.61,0.00,2.54,0.00,-30.57,-21.33,-30.57,-21.33,7.75,3.60,17.86,0.00,9.96,0.42,9.96,0.42
2024-12-26 00:30:00,4.30,0.00,4.31,-0.83,6.80,0.00,1.60,-0.56,1.60,-0.56,4.66,0.00,4.46,0.00,2.54,0.00,-30.94,-20.45,-30.94,-20.45,7.97,2.98,17.05,0.63,9.99,1.09,9.99,1.09
2024-12-26 01:00:00,4.26,0.00,4.23,-0.81,6.58,0.00,1.58,-0.54,1.58,-0.54,4.68,0.00,4.37,0.00,2.69,0.00,-31.59,-20.49,-31.59,-20.49,8.20,3.04,16.59,-4.86,9.97,0.72,9.97,0.72
2024-12-26 01:30:00,4.15,0.00,4.15,-0.81,6.44,0.00,1.51,-0.55,1.51,-0.55,4.56,0.00,4.20,0.00,2.62,0.00,-32.13,-20.23,-32.13,-20.23,8.20,3.04,15.56,-5.11,9.98,0.45,9.98,0.45
2024-12-26 02:00:00,4.15,0.00,4.05,-0.79,6.22,0.00,1.45,-0.58,1.45,-0.58,4.27,0.00,4.09,0.00,2.54,0.00,-33.39,-19.15,-33.39,-19.15,9.19,2.15,15.75,0.00,10.03,0.54,10.03,0.54
2024-12-26 02:30:00,4.22,0.00,3.98,-0.78,6.10,0.00,1.38,-0.62,1.38,-0.62,4.11,0.00,3.99,0.00,2.42,0.00,-34.27,-19.82,-34.27,-19.82,9.66,2.96,15.18,-2.59,10.01,0.78,10.01,0.78
2024-12-26 03:00:00,4.49,0.00,3.88,-0.80,5.98,0.00,1.34,-0.59,1.34,-0.59,3.92,0.00,3.87,0.00,2.41,0.00,-34.81,-20.06,-34.81,-20.06,9.93,2.81,17.61,-2.86,10.01,0.50,10.01,0.50
2024-12-26 03:30:00,4.47,0.00,3.88,-0.79,5.87,0.00,1.29,-0.59,1.29,-0.59,3.83,0.00,3.77,0.00,2.29,0.00,-34.37,-19.56,-34.37,-19.56,9.29,2.47,14.42,-4.93,10.02,0.53,10.02,0.53
2024-12-26 04:00:00,4.51,0.00,3.82,-0.79,5.85,0.00,1.20,-0.63,1.20,-0.63,3.68,0.00,3.68,0.00,2.21,0.00,-35.75,-19.56,-35.75,-19.56,10.26,2.47,14.07,-4.71,10.02,0.54,10.02,0.54
2024-12-26 04:30:00,4.52,0.00,3.76,-0.80,5.89,0.00,1.16,-0.63,1.16,-0.63,3.65,0.00,3.56,0.00,2.15,0.00,-35.22,-19.01,-35.22,-19.01,9.63,2.08,13.78,0.00,10.03,0.55,10.03,0.55
2024-12-26 05:00:00,4.53,0.00,3.72,-0.80,5.82,0.00,1.16,-0.61,1.16,-0.61,3.61,0.00,3.56,0.00,2.13,0.00,-36.16,-18.99,-36.16,-18.99,11.01,1.86,0.00,0.00,10.00,0.57,10.00,0.57
2024-12-26 05:30:00,4.52,0.00,3.82,-0.79,5.79,0.00,1.12,-0.58,1.12,-0.58,3.61,0.00,3.58,0.00,2.11,0.00,-34.64,-19.30,-34.64,-19.30,10.57,2.00,0.00,0.00,10.00,0.56,10.00,0.56
2024-12-26 06:00:00,4.58,0.00,3.91,-0.79,5.99,0.00,1.14,-0.59,1.14,-0.59,3.66,0.00,3.64,0.00,2.10,0.00,-34.18,-19.09,-34.18,-19.09,10.35,2.00,14.34,0.00,10.01,0.58,10.01,0.58
2024-12-26 06:30:00,4.65,0.00,3.95,-0.80,6.31,0.00,1.22,-0.60,1.22,-0.60,3.78,0.00,3.80,0.00,2.11,0.00,-33.44,-20.76,-33.44,-20.76,9.51,2.88,14.11,0.00,9.99,0.47,9.99,0.47
2024-12-26 07:00:00,4.74,0.00,4.09,-0.80,6.48,0.00,1.25,-0.58,1.25,-0.58,3.93,0.00,3.91,0.00,2.18,0.00,-33.21,-21.36,-33.21,-21.36,9.93,3.23,14.48,-5.67,10.01,0.42,10.01,0.42
2024-12-26 07:30:00,4.54,0.00,4.32,-0.77,6.76,0.00,1.36,-0.58,1.36,-0.58,4.33,0.00,4.14,0.00,2.30,0.00,-32.69,-22.31,-32.69,-22.31,8.87,2.96,15.04,0.00,10.03,0.73,10.03,0.73
2024-12-26 08:00:00,4.69,0.00,4.53,-0.77,7.22,0.00,1.48,-0.59,1.48,-0.59,4.61,0.00,4.37,0.00,2.41,0.00,-31.80,-20.71,-31.80,-20.71,8.69,1.79,15.88,-5.49,10.02,1.26,10.02,1.26
2024-12-26 08:30:00,4.81,0.00,4.69,-0.72,7.74,0.00,1.61,-0.56,1.61,-0.56,4.97,0.00,4.52,0.00,2.55,0.00,-29.74,-20.39,-29.74,-20.39,7.24,1.87,16.94,-5.36,9.99,1.25,9.99,1.25
2024-12-26 09:00:00,4.95,0.00,4.96,-0.72,8.64,0.00,1.84,-0.56,1.84,-0.56,5.42,0.00,4.80,0.00,2.68,0.00,-30.24,-20.58,-30.24,-20.58,8.11,2.13,18.01,-4.08,10.01,1.21,10.01,1.21
2024-12-26 09:30:00,4.85,0.00,5.27,-0.66,9.16,0.00,2.08,-0.58,2.08,-0.58,5.90,0.00,5.09,0.00,2.81,0.00,-27.81,-19.56,-27.81,-19.56,5.36,1.67,19.68,0.00,10.02,1.28,10.02,1.28
2024-12-26 10:00:00,4.85,0.00,5.55,-0.66,10.44,0.00,2.30,-0.58,2.30,-0.58,6.32,0.00,5.16,0.00,2.99,0.00,-28.33,-19.22,-28.33,-19.22,6.33,1.67,20.84,1.47,10.01,1.29,10.01,1.29
2024-12-26 10:30:00,4.93,0.00,5.78,-0.61,11.36,0.00,2.49,-0.58,2.49,-0.58,6.39,0.00,5.21,0.00,3.09,0.00,-25.41,-19.09,-25.41,-19.09,4.39,1.73,22.64,-3.28,10.02,1.25,10.02,1.25
2024-12-26 11:00:00,5.07,0.00,5.78,-0.61,11.70,0.00,2.60,-0.58,2.60,-0.58,6.52,0.00,5.16,0.00,3.08,0.00,-27.33,-19.28,-27.33,-19.28,6.20,1.98,24.05,-2.96,9.98,1.24,9.98,1.24
2024-12-26 11:30:00,5.22,0.00,5.89,-0.61,11.74,0.00,2.64,-0.56,2.64,-0.56,6.90,0.00,5.52,0.00,3.18,0.00,-25.95,-19.48,-25.95,-19.48,3.79,1.98,24.38,-2.82,10.00,0.47,10.00,0.47
2024-12-26 12:00:00,5.36,0.00,5.99,-0.61,11.77,0.00,2.79,-0.54,2.79,-0.54,7.14,0.00,5.63,0.00,3.38,0.00,-27.83,-19.48,-27.83,-19.48,5.92,2.04,24.72,0.00,9.96,0.42,9.96,0.42
