Power Units_Bus Number,MW_2255,MVAr_2255,MW_3732,MVAr_3732,MW_3762,MVAr_3762,MW_3771,MVAr_3771,MW_3772,MVAr_3772,MW_3780,MVAr_3780,MW_3789,MVAr_3789,MW_3792,MVAr_3792,MW_517100,MVAr_517100,MW_517102,MVAr_517102,MW_547400,MVAr_547400,MW_549000,MVAr_549000,MW_583313,MVAr_583313,MW_583314,MVAr_583314
2024-01-01 00:30:00,4.43,0.00,4.10,-0.83,7.31,0.00,1.60,-0.58,1.60,-0.58,5.16,0.00,4.18,0.00,2.39,0.00,-55.70,11.06,-55.70,11.06,13.60,-1.97,17.26,0.00,18.22,4.12,18.22,4.12
2024-01-01 01:00:00,4.43,0.00,4.13,-0.82,7.16,0.00,1.60,-0.58,1.60,-0.58,4.60,0.00,4.10,0.00,2.47,0.00,-57.00,10.94,-57.00,10.94,14.00,-2.03,16.97,0.00,18.31,4.16,18.31,4.16
2024-01-01 01:30:00,4.27,0.00,4.09,-0.80,6.96,0.00,1.49,-0.58,1.49,-0.58,5.14,0.00,3.93,0.00,2.44,0.00,-57.75,10.77,-57.75,10.77,14.00,-2.11,16.95,0.00,18.52,4.28,18.52,4.28
2024-01-01 02:00:00,3.84,0.00,3.91,-0.82,6.71,0.00,1.39,-0.58,1.39,-0.58,4.83,0.00,3.78,0.00,2.37,0.00,-58.59,10.13,-58.59,10.13,14.58,-1.62,16.41,0.00,18.68,4.38,18.68,4.38
2024-01-01 02:30:00,3.79,0.00,3.77,-0.82,6.58,0.00,1.34,-0.56,1.34,-0.56,4.60,0.00,3.60,0.00,2.34,0.00,-66.60,10.02,-66.60,10.02,22.67,-1.96,15.73,0.00,18.73,4.48,18.73,4.48
2024-01-01 03:00:00,3.80,0.00,3.64,-0.82,6.42,0.00,1.20,-0.56,1.20,-0.56,4.37,0.00,3.47,0.00,2.30,0.00,-66.06,10.08,-66.06,10.08,21.34,-2.33,15.19,-2.38,18.89,4.65,18.89,4.65
2024-01-01 03:30:00,4.13,0.00,3.55,-0.82,6.30,0.00,1.18,-0.56,1.18,-0.56,4.16,0.00,3.34,0.00,2.23,0.00,-65.42,10.66,-65.42,10.66,20.81,-2.53,14.67,0.00,18.90,5.38,18.90,5.38
2024-01-01 04:00:00,4.14,0.00,3.50,-0.81,6.16,0.00,1.10,-0.56,1.10,-0.56,4.01,0.00,3.28,0.00,2.11,0.00,-58.14,9.77,-58.14,9.77,15.13,-1.89,14.24,0.00,18.89,5.05,18.89,5.05
2024-01-01 04:30:00,4.10,0.00,3.41,-0.84,6.07,0.00,1.05,-0.56,1.05,-0.56,3.89,0.00,3.24,0.00,2.08,0.00,-58.39,8.97,-58.39,8.97,14.81,-2.09,13.79,-4.02,18.85,4.33,18.85,4.33
2024-01-01 05:00:00,4.11,0.00,3.34,-0.81,6.00,0.00,1.04,-0.56,1.04,-0.56,3.84,0.00,3.19,0.00,2.03,0.00,-59.29,9.23,-59.29,9.23,15.27,-1.83,13.50,0.00,18.77,4.30,18.77,4.30
2024-01-01 05:30:00,4.08,0.00,3.34,-0.81,5.98,0.00,1.05,-0.56,1.05,-0.56,3.77,0.00,3.16,0.00,1.99,0.00,-58.32,8.34,-58.32,8.34,16.40,-1.74,0.00,0.00,18.75,4.25,18.75,4.25
2024-01-01 06:00:00,4.09,0.00,3.39,-0.81,6.06,0.00,1.10,-0.55,1.10,-0.55,3.80,0.00,3.30,0.00,1.96,0.00,-59.85,9.00,-59.85,9.00,16.23,-1.45,15.13,0.00,18.88,4.32,18.88,4.32
2024-01-01 06:30:00,4.26,0.00,3.54,-0.84,6.27,0.00,1.16,-0.56,1.16,-0.56,3.93,0.00,3.53,0.00,2.06,0.00,-57.42,8.37,-57.42,8.37,14.97,-1.45,16.53,0.00,18.78,4.27,18.78,4.27
2024-01-01 07:00:00,4.30,0.00,3.60,-0.82,6.49,0.00,1.18,-0.56,1.18,-0.56,4.09,0.00,3.61,0.00,2.08,0.00,-52.30,6.70,-52.30,6.70,13.75,-1.34,14.16,-5.35,18.78,4.26,18.78,4.26
2024-01-01 07:30:00,4.42,0.00,3.82,-0.78,6.94,0.00,1.23,-0.56,1.23,-0.56,4.29,0.00,3.66,0.00,2.14,0.00,-56.03,8.39,-56.03,8.39,15.16,-1.74,14.70,0.00,18.72,4.24,18.72,4.24
2024-01-01 08:00:00,4.55,0.00,3.98,-0.72,7.28,0.00,1.27,-0.56,1.27,-0.56,4.53,0.00,3.85,0.00,2.20,0.00,-55.39,8.28,-55.39,8.28,17.20,-1.90,15.40,1.51,18.68,4.28,18.68,4.28
2024-01-01 08:30:00,4.95,0.00,4.01,-0.72,7.62,0.00,1.39,-0.56,1.39,-0.56,4.83,0.00,4.04,0.00,2.26,0.00,-40.51,3.17,-40.51,3.17,13.49,-1.62,16.10,-3.49,18.71,4.28,18.71,4.28
2024-01-01 09:00:00,4.72,0.00,4.18,-0.71,8.06,0.00,1.58,-0.54,1.58,-0.54,5.17,0.00,4.20,0.00,2.38,0.00,-29.62,-1.25,-29.62,-1.25,10.46,1.12,16.80,-3.08,18.75,4.33,18.75,4.33
2024-01-01 09:30:00,4.74,0.00,4.37,-0.68,8.62,0.00,1.78,-0.53,1.78,-0.53,5.53,0.00,4.38,0.00,2.45,0.00,-22.88,-3.41,-22.88,-3.41,7.79,1.94,17.59,0.00,18.73,4.33,18.73,4.33
2024-01-01 10:00:00,4.68,0.00,4.57,-0.67,9.52,0.00,1.99,-0.53,1.99,-0.53,5.79,0.00,4.60,0.00,2.55,0.00,-28.16,-0.73,-28.16,-0.73,8.46,1.68,18.43,-4.62,18.68,4.30,18.68,4.30
2024-01-01 10:30:00,5.04,0.00,4.78,-0.68,10.18,0.00,2.18,-0.53,2.18,-0.53,6.25,0.00,4.76,0.00,2.56,0.00,-21.91,-2.25,-21.91,-2.25,6.65,1.68,19.76,-2.39,18.73,4.30,18.73,4.30
2024-01-01 11:00:00,5.08,0.00,4.86,-0.66,10.79,0.00,2.36,-0.50,2.36,-0.50,6.51,0.00,5.13,0.00,2.66,0.00,-19.06,-2.37,-19.06,-2.37,6.95,1.73,20.81,-4.48,18.69,4.29,18.69,4.29
2024-01-01 11:30:00,4.95,0.00,5.09,-0.64,11.35,0.00,2.49,-0.52,2.49,-0.52,6.81,0.00,5.48,0.00,2.74,0.00,-18.55,-1.47,-18.55,-1.47,7.10,-1.34,22.03,0.00,18.64,4.29,18.64,4.29
2024-01-01 12:00:00,4.96,0.00,5.26,-0.62,11.44,0.00,2.54,-0.52,2.54,-0.52,6.90,0.00,5.55,0.00,2.80,0.00,-14.96,-2.25,-14.96,-2.25,5.88,-1.34,23.16,2.36,18.68,4.32,18.68,4.32
2024-01-01 12:30:00,5.00,0.00,5.47,-0.61,11.68,0.00,2.67,-0.47,2.67,-0.47,7.08,0.00,5.91,0.00,2.90,0.00,-14.44,-2.40,-14.44,-2.40,5.22,-1.34,23.36,-4.22,18.62,4.32,18.62,4.32
2024-01-01 13:00:00,5.66,0.00,5.58,-0.62,11.82,0.00,2.75,-0.47,2.75,-0.47,7.46,0.00,6.03,0.00,2.91,0.00,-16.68,-1.53,-16.68,-1.53,4.77,0.68,23.92,0.00,18.51,4.29,18.51,4.29
2024-01-01 13:30:00,6.01,0.00,5.58,-0.62,11.81,0.00,2.83,-0.50,2.83,-0.50,7.68,0.00,6.27,0.00,3.03,0.00,-14.13,-2.33,-14.13,-2.33,2.71,1.36,25.20,-1.59,18.52,4.28,18.52,4.28
2024-01-01 14:00:00,6.01,0.00,5.61,-0.65,12.00,0.00,2.82,-0.49,2.82,-0.49,7.62,0.00,6.40,0.00,3.03,0.00,-13.79,-2.23,-13.79,-2.23,2.71,1.36,25.54,-4.17,18.58,4.25,18.58,4.25
2024-01-01 14:30:00,6.00,0.00,5.70,-0.66,12.02,0.00,2.74,-0.50,2.74,-0.50,7.53,0.00,6.26,0.00,3.03,0.00,-21.15,-0.33,-21.15,-0.33,4.35,0.68,25.99,0.00,18.65,4.25,18.65,4.25
2024-01-01 15:00:00,6.01,0.00,5.63,-0.66,11.77,0.00,2.76,-0.53,2.76,-0.53,7.43,0.00,6.12,0.00,3.11,0.00,-26.08,1.58,-26.08,1.58,5.07,0.01,26.04,-1.90,18.76,4.28,18.76,4.28
2024-01-01 15:30:00,5.98,0.00,5.63,-0.66,11.85,0.00,2.85,-0.50,2.85,-0.50,7.56,0.00,6.21,0.00,3.11,0.00,-26.26,2.48,-26.26,2.48,3.26,1.36,26.03,0.00,18.94,4.39,18.94,4.39
2024-01-01 16:00:00,5.77,0.00,5.74,-0.66,12.22,0.00,2.93,-0.52,2.93,-0.52,7.69,0.00,6.30,0.00,3.12,0.00,-33.19,4.77,-33.19,4.77,3.88,1.36,26.37,-1.79,19.15,4.53,19.15,4.53
2024-01-01 16:30:00,5.73,0.00,5.81,-0.66,12.48,0.00,3.10,-0.50,3.10,-0.50,7.91,0.00,6.66,0.00,3.22,0.00,-33.03,4.81,-33.03,4.81,2.76,0.97,27.03,-1.76,19.28,4.39,19.28,4.39
2024-01-01 17:00:00,5.86,0.00,6.09,-0.66,12.66,0.00,3.25,-0.49,3.25,-0.49,8.43,0.00,6.90,0.00,3.53,0.00,-36.20,6.92,-36.20,6.92,4.88,-1.75,27.84,-1.96,19.46,4.41,19.46,4.41
2024-01-01 17:30:00,6.05,0.00,6.11,-0.72,12.47,0.00,3.39,-0.52,3.39,-0.52,8.53,0.00,7.12,0.00,3.66,0.00,-37.62,7.85,-37.62,7.85,5.06,-2.30,28.82,-2.09,19.47,4.44,19.47,4.44
2024-01-01 18:00:00,6.16,0.00,6.03,-0.73,12.25,0.00,3.29,-0.51,3.29,-0.51,8.52,0.00,7.25,0.00,3.76,0.00,-39.08,7.23,-39.08,7.23,6.20,-1.64,28.86,-2.09,19.47,4.50,19.47,4.50
2024-01-01 18:30:00,6.27,0.00,5.97,-0.75,12.13,0.00,3.26,-0.49,3.26,-0.49,8.42,0.00,7.04,0.00,3.70,0.00,-37.81,7.03,-37.81,7.03,6.32,-1.86,28.75,-2.21,19.48,4.56,19.48,4.56
2024-01-01 19:00:00,6.14,0.00,5.69,-0.78,11.40,0.00,3.08,-0.52,3.08,-0.52,7.93,0.00,6.69,0.00,3.61,0.00,-40.12,7.33,-40.12,7.33,8.57,-1.92,28.31,-2.46,19.40,5.16,19.40,5.16
2024-01-01 19:30:00,5.74,0.00,5.47,-0.79,11.16,0.00,2.85,-0.54,2.85,-0.54,7.54,0.00,6.40,0.00,3.53,0.00,-48.75,8.68,-48.75,8.68,10.29,-1.39,26.72,-2.70,19.22,4.34,19.22,4.34
2024-01-01 20:00:00,5.64,0.00,5.36,-0.78,10.50,0.00,2.77,-0.54,2.77,-0.54,7.17,0.00,6.08,0.00,3.31,0.00,-51.23,9.54,-51.23,9.54,11.26,-1.60,25.80,-2.92,19.12,4.30,19.12,4.30
2024-01-01 20:30:00,5.46,0.00,5.20,-0.81,10.08,0.00,2.56,-0.54,2.56,-0.54,6.84,0.00,5.77,0.00,3.21,0.00,-52.94,9.26,-52.94,9.26,11.89,-1.60,24.56,-3.06,19.25,4.38,19.25,4.38
2024-01-01 21:00:00,5.29,0.00,5.10,-0.81,9.68,0.00,2.33,-0.52,2.33,-0.52,6.52,0.00,5.51,0.00,3.10,0.00,-54.73,9.83,-54.73,9.83,12.38,-1.34,23.54,-3.20,19.28,4.36,19.28,4.36
2024-01-01 21:30:00,5.27,0.00,4.93,-0.82,9.48,0.00,2.23,-0.51,2.23,-0.51,6.31,0.00,5.34,0.00,2.91,0.00,-54.50,10.69,-54.50,10.69,11.70,-1.53,22.43,-3.35,19.30,4.40,19.30,4.40
2024-01-01 22:00:00,5.21,0.00,4.65,-0.83,8.94,0.00,2.04,-0.52,2.04,-0.52,5.94,0.00,5.11,0.00,2.84,0.00,-57.01,10.70,-57.01,10.70,13.17,-1.59,21.65,-1.76,19.26,4.40,19.26,4.40
2024-01-01 22:30:00,5.09,0.00,4.42,-0.85,8.51,0.00,1.88,-0.56,1.88,-0.56,5.62,0.00,4.81,0.00,2.73,0.00,-57.19,10.69,-57.19,10.69,13.94,-1.59,20.42,-3.48,19.23,4.47,19.23,4.47
2024-01-01 23:00:00,4.92,0.00,4.17,-0.81,7.99,0.00,1.65,-0.55,1.65,-0.55,5.15,0.00,4.42,0.00,2.53,0.00,-55.57,8.35,-55.57,8.35,13.31,1.29,19.38,-3.90,18.98,4.31,18.98,4.31
2024-01-01 23:30:00,4.80,0.00,3.96,-0.81,7.60,0.00,1.54,-0.56,1.54,-0.56,4.79,0.00,4.14,0.00,2.44,0.00,-55.48,8.63,-55.48,8.63,13.74,0.28,17.87,-3.99,18.87,4.34,18.87,4.34
2024-01-02 00:00:00,4.77,0.00,3.77,-0.78,7.36,0.00,1.45,-0.54,1.45,-0.54,4.43,0.00,3.96,0.00,2.32,0.00,-57.16,9.23,-57.16,9.23,15.93,-1.22,17.02,-4.03,18.84,4.42,18.84,4.42
2024-01-02 00:30:00,4.67,0.00,3.77,-0.79,7.13,0.00,1.39,-0.55,1.39,-0.55,4.32,0.00,3.85,0.00,2.36,0.00,-57.69,8.77,-57.69,8.77,14.39,-1.34,16.28,-3.89,18.81,4.37,18.81,4.37
2024-01-02 01:00:00,4.60,0.00,3.75,-0.79,6.87,0.00,1.38,-0.52,1.38,-0.52,4.45,0.00,3.84,0.00,2.34,0.00,-58.46,7.74,-58.46,7.74,15.71,-0.47,15.94,-3.90,18.68,4.34,18.68,4.34
2024-01-02 01:30:00,4.58,0.00,3.68,-0.79,6.83,0.00,1.29,-0.54,1.29,-0.54,4.28,0.00,3.67,0.00,2.38,0.00,-58.00,7.75,-58.00,7.75,14.18,-1.24,15.81,-3.83,18.82,4.33,18.82,4.33
2024-01-02 02:00:00,4.51,0.00,3.56,-0.79,6.62,0.00,1.30,-0.55,1.30,-0.55,4.05,0.00,3.60,0.00,2.36,0.00,-56.50,8.83,-56.50,8.83,14.74,-1.34,15.55,-3.89,18.91,4.38,18.91,4.38
2024-01-02 02:30:00,4.46,0.00,3.47,-0.79,6.54,0.00,1.25,-0.54,1.25,-0.54,3.95,0.00,3.48,0.00,2.36,0.00,-56.39,8.88,-56.39,8.88,15.79,-1.43,15.25,-3.88,18.97,4.39,18.97,4.39
2024-01-02 03:00:00,4.47,0.00,3.41,-0.75,6.42,0.00,1.21,-0.54,1.21,-0.54,3.83,0.00,3.49,0.00,2.38,0.00,-55.42,9.38,-55.42,9.38,15.06,-1.50,14.87,-3.93,19.11,4.45,19.11,4.45
2024-01-02 03:30:00,4.58,0.00,3.36,-0.75,6.38,0.00,1.12,-0.54,1.12,-0.54,3.73,0.00,3.41,0.00,2.23,0.00,-54.81,9.60,-54.81,9.60,15.17,-1.72,14.67,-3.83,19.29,5.12,19.29,5.12
2024-01-02 04:00:00,4.44,0.00,3.33,-0.77,6.32,0.00,1.11,-0.54,1.11,-0.54,3.66,0.00,3.40,0.00,2.26,0.00,-51.76,8.34,-51.76,8.34,14.40,-1.40,14.09,-3.82,19.40,5.22,19.40,5.22
2024-01-02 04:30:00,4.39,0.00,3.33,-0.77,6.30,0.00,1.05,-0.54,1.05,-0.54,3.59,0.00,3.32,0.00,2.09,0.00,-49.48,6.57,-49.48,6.57,14.40,-1.40,13.98,-3.88,19.48,5.26,19.48,5.26
2024-01-02 05:00:00,4.87,0.00,3.31,-0.77,6.25,0.00,1.03,-0.55,1.03,-0.55,3.64,0.00,3.47,0.00,2.14,0.00,-43.37,4.70,-43.37,4.70,13.52,-1.40,13.92,-3.98,19.71,5.20,19.71,5.20
2024-01-02 05:30:00,5.19,0.00,3.44,-0.79,6.41,0.00,1.07,-0.54,1.07,-0.54,3.65,0.00,3.62,0.00,2.06,0.00,-39.28,3.44,-39.28,3.44,11.62,-0.92,13.78,-4.05,19.79,5.15,19.79,5.15
2024-01-02 06:00:00,5.56,0.00,3.52,-0.81,6.53,0.00,1.17,-0.54,1.17,-0.54,3.82,0.00,4.22,0.00,2.15,0.00,-34.75,1.59,-34.75,1.59,10.48,-0.79,14.05,-3.72,19.82,5.12,19.82,5.12
2024-01-02 06:30:00,5.86,0.00,3.87,-0.77,7.38,0.00,1.31,-0.52,1.31,-0.52,3.97,0.00,4.75,0.00,2.21,0.00,-27.92,0.41,-27.92,0.41,8.22,1.36,14.55,-3.71,19.81,5.13,19.81,5.13
2024-01-02 07:00:00,6.42,0.00,4.12,-0.75,8.11,0.00,1.44,-0.53,1.44,-0.53,4.31,0.00,5.11,0.00,2.27,0.00,-20.90,-1.45,-20.90,-1.45,5.76,0.68,16.20,-3.29,19.65,5.07,19.65,5.07
2024-01-02 07:30:00,7.10,0.00,4.60,-0.72,8.90,0.00,1.57,-0.53,1.57,-0.53,4.83,0.00,5.51,0.00,2.43,0.00,-13.64,-3.81,-13.64,-3.81,6.44,0.00,17.47,-2.97,19.69,5.05,19.69,5.05
2024-01-02 08:00:00,7.53,0.00,5.15,-0.68,10.01,0.00,1.70,-0.54,1.70,-0.54,5.20,0.00,6.10,0.00,2.56,0.00,-14.25,-3.70,-14.25,-3.70,6.44,1.36,19.09,-2.66,19.76,4.75,19.76,4.75
2024-01-02 08:30:00,8.26,0.00,5.71,-0.61,11.15,0.00,1.78,-0.51,1.78,-0.51,5.53,0.00,6.66,0.00,2.65,0.00,-16.35,-1.47,-16.35,-1.47,6.94,0.00,21.12,-2.32,20.02,4.48,20.02,4.48
2024-01-02 09:00:00,8.62,0.00,6.44,-0.54,11.91,0.00,1.87,-0.50,1.87,-0.50,6.00,0.00,6.90,0.00,2.82,0.00,-21.77,1.43,-21.77,1.43,5.91,-0.67,23.13,-1.88,20.01,4.48,20.01,4.48
2024-01-02 09:30:00,8.89,0.00,6.83,-0.50,12.69,0.00,2.08,-0.49,2.08,-0.49,6.41,0.00,7.18,0.00,2.92,0.00,-22.53,2.51,-22.53,2.51,6.43,-0.67,24.97,-1.43,19.92,4.44,19.92,4.44
2024-01-02 10:00:00,9.10,0.00,7.00,-0.49,13.26,0.00,2.23,-0.50,2.23,-0.50,6.80,0.00,7.67,0.00,3.08,0.00,-25.97,4.96,-25.97,4.96,5.37,-1.63,26.66,-0.80,19.89,4.38,19.89,4.38
2024-01-02 10:30:00,9.04,0.00,7.23,-0.49,13.79,0.00,2.32,-0.50,2.32,-0.50,7.10,0.00,7.97,0.00,3.17,0.00,-23.79,5.18,-23.79,5.18,5.22,-2.02,27.91,-0.24,19.88,4.32,19.88,4.32
2024-01-02 11:00:00,8.91,0.00,7.37,-0.41,14.12,0.00,2.17,-0.50,2.17,-0.50,7.08,0.00,7.56,0.00,3.27,0.00,-36.23,10.79,-36.23,10.79,7.90,-2.71,28.75,0.07,20.03,4.58,20.03,4.58
2024-01-02 11:30:00,8.71,0.00,7.63,-0.36,14.21,0.00,2.23,-0.50,2.23,-0.50,6.89,0.00,7.57,0.00,3.24,0.00,-39.27,12.22,-39.27,12.22,6.54,-2.44,29.04,-0.02,20.03,4.56,20.03,4.56
2024-01-02 12:00:00,8.32,0.00,7.56,-0.32,13.90,0.00,2.24,-0.50,2.24,-0.50,6.48,0.00,6.76,0.00,3.18,0.00,-43.11,12.54,-43.11,12.54,8.13,-2.44,29.21,0.00,19.97,4.54,19.97,4.54
2024-01-02 12:30:00,8.38,0.00,7.53,-0.32,14.04,0.00,2.34,-0.49,2.34,-0.49,6.64,0.00,7.44,0.00,3.20,0.00,-45.12,12.90,-45.12,12.90,10.51,-3.06,27.54,-3.16,19.80,4.46,19.80,4.46
2024-01-02 13:00:00,8.60,0.00,7.64,-0.32,14.23,0.00,2.42,-0.50,2.42,-0.50,6.99,0.00,7.77,0.00,3.25,0.00,-42.40,13.20,-42.40,13.20,9.41,-3.06,28.20,0.00,19.96,4.55,19.96,4.55
2024-01-02 13:30:00,8.86,0.00,7.66,-0.39,14.02,0.00,2.40,-0.48,2.40,-0.48,7.00,0.00,8.09,0.00,3.24,0.00,-22.88,7.02,-22.88,7.02,5.24,-2.58,29.28,0.00,20.04,4.90,20.04,4.90
2024-01-02 14:00:00,8.29,0.00,7.38,-0.39,13.92,0.00,2.27,-0.47,2.27,-0.47,6.51,0.00,7.35,0.00,3.14,0.00,-27.16,4.91,-27.16,4.91,10.58,-2.23,28.92,-0.58,19.91,4.46,19.91,4.46
2024-01-02 14:30:00,9.12,0.00,7.42,-0.43,14.24,0.00,2.33,-0.47,2.33,-0.47,6.86,0.00,8.01,0.00,3.26,0.00,-38.31,10.57,-38.31,10.57,8.38,-1.98,27.19,-0.42,19.76,4.38,19.76,4.38
2024-01-02 15:00:00,9.08,0.00,7.38,-0.43,14.13,0.00,2.35,-0.48,2.35,-0.48,6.97,0.00,8.11,0.00,3.21,0.00,-39.68,12.88,-39.68,12.88,8.55,-3.03,29.18,0.58,19.86,4.38,19.86,4.38
2024-01-02 15:30:00,8.74,0.00,7.28,-0.45,14.24,0.00,2.33,-0.50,2.33,-0.50,6.74,0.00,7.80,0.00,3.19,0.00,-40.92,14.42,-40.92,14.42,8.55,-3.34,29.32,0.58,19.88,4.51,19.88,4.51
2024-01-02 16:00:00,8.46,0.00,7.27,-0.49,14.24,0.00,2.31,-0.49,2.31,-0.49,6.91,0.00,7.81,0.00,3.17,0.00,-40.12,12.37,-40.12,12.37,8.12,-2.19,28.86,-1.97,19.97,4.75,19.97,4.75
2024-01-02 16:30:00,8.60,0.00,7.23,-0.52,14.19,0.00,2.57,-0.48,2.57,-0.48,7.24,0.00,8.25,0.00,3.24,0.00,-39.87,11.64,-39.87,11.64,7.25,-2.19,29.39,0.00,19.87,4.33,19.87,4.33
2024-01-02 17:00:00,8.73,0.00,7.40,-0.52,14.54,0.00,2.95,-0.49,2.95,-0.49,7.87,0.00,8.52,0.00,3.34,0.00,-38.04,11.83,-38.04,11.83,8.26,-1.87,30.09,-0.30,19.84,4.32,19.84,4.32
2024-01-02 17:30:00,8.53,0.00,7.12,-0.62,14.57,0.00,3.22,-0.43,3.22,-0.43,8.44,0.00,8.60,0.00,3.53,0.00,-37.97,11.35,-37.97,11.35,7.36,-1.59,31.39,-1.17,19.79,4.31,19.79,4.31
2024-01-02 18:00:00,8.28,0.00,6.91,-0.65,14.25,0.00,3.36,-0.51,3.36,-0.51,8.72,0.00,8.66,0.00,3.65,0.00,-40.03,11.38,-40.03,11.38,7.21,-1.64,31.78,0.00,19.84,4.34,19.84,4.34
2024-01-02 18:30:00,8.11,0.00,6.82,-0.65,14.04,0.00,3.38,-0.51,3.38,-0.51,8.47,0.00,8.45,0.00,3.66,0.00,-38.62,11.76,-38.62,11.76,5.90,-1.86,31.35,-0.77,20.00,4.37,20.00,4.37
2024-01-02 19:00:00,7.97,0.00,6.46,-0.67,13.83,0.00,3.23,-0.48,3.23,-0.48,8.24,0.00,8.38,0.00,3.64,0.00,-38.12,10.83,-38.12,10.83,7.58,-1.86,31.21,-1.68,19.99,4.39,19.99,4.39
2024-01-02 19:30:00,7.80,0.00,6.30,-0.69,13.58,0.00,3.07,-0.50,3.07,-0.50,7.94,0.00,8.08,0.00,3.56,0.00,-38.41,11.67,-38.41,11.67,8.40,-2.03,30.36,-1.05,20.06,4.47,20.06,4.47
2024-01-02 20:00:00,7.48,0.00,6.05,-0.71,12.81,0.00,2.91,-0.52,2.91,-0.52,7.65,0.00,7.64,0.00,3.35,0.00,-41.32,11.47,-41.32,11.47,8.98,-2.14,29.52,-2.22,20.13,4.55,20.13,4.55
2024-01-02 20:30:00,7.10,0.00,5.75,-0.73,11.82,0.00,2.73,-0.50,2.73,-0.50,7.20,0.00,7.35,0.00,3.23,0.00,-43.71,10.95,-43.71,10.95,8.73,-2.14,28.00,-2.59,19.91,4.53,19.91,4.53
2024-01-02 21:00:00,6.88,0.00,5.49,-0.72,10.85,0.00,2.59,-0.51,2.59,-0.51,6.83,0.00,6.89,0.00,3.03,0.00,-45.14,11.06,-45.14,11.06,11.17,-2.40,26.17,-2.78,19.64,4.49,19.64,4.49
2024-01-02 21:30:00,6.80,0.00,5.28,-0.75,10.33,0.00,2.39,-0.52,2.39,-0.52,6.48,0.00,6.46,0.00,2.91,0.00,-46.90,11.43,-46.90,11.43,11.80,-2.70,24.53,-2.88,19.43,4.52,19.43,4.52
2024-01-02 22:00:00,6.45,0.00,4.95,-0.78,9.86,0.00,2.15,-0.56,2.15,-0.56,6.01,0.00,6.23,0.00,2.86,0.00,-45.92,9.86,-45.92,9.86,12.26,-1.66,23.28,-3.09,19.30,4.88,19.30,4.88
2024-01-02 22:30:00,6.14,0.00,4.67,-0.78,9.37,0.00,2.08,-0.58,2.08,-0.58,5.66,0.00,6.21,0.00,2.69,0.00,-41.79,8.38,-41.79,8.38,10.74,-1.37,21.87,-3.20,19.18,4.33,19.18,4.33
2024-01-02 23:00:00,5.97,0.00,4.38,-0.78,8.69,0.00,1.89,-0.57,1.89,-0.57,5.26,0.00,6.10,0.00,2.59,0.00,-34.71,6.17,-34.71,6.17,6.13,-0.02,20.63,-3.52,18.98,4.54,18.98,4.54
2024-01-02 23:30:00,5.66,0.00,4.23,-0.75,8.05,0.00,1.73,-0.58,1.73,-0.58,4.82,0.00,5.82,0.00,2.49,0.00,-32.37,4.22,-32.37,4.22,9.40,-1.37,19.15,-3.63,19.09,5.10,19.09,5.10
2024-01-03 00:00:00,5.35,0.00,4.03,-0.74,7.70,0.00,1.54,-0.59,1.54,-0.59,4.49,0.00,5.26,0.00,2.38,0.00,-42.86,7.84,-42.86,7.84,11.24,-1.28,17.96,-3.56,18.99,4.29,18.99,4.29
2024-01-03 00:30:00,5.42,0.00,4.04,-0.74,7.54,0.00,1.46,-0.56,1.46,-0.56,4.40,0.00,4.85,0.00,2.32,0.00,-45.76,8.76,-45.76,8.76,13.47,-1.80,16.95,-3.60,18.78,4.50,18.78,4.50
2024-01-03 01:00:00,5.43,0.00,4.00,-0.74,7.35,0.00,1.45,-0.54,1.45,-0.54,4.58,0.00,5.06,0.00,2.47,0.00,-48.63,9.93,-48.63,9.93,11.31,-1.56,16.75,-3.60,18.67,4.39,18.67,4.39
2024-01-03 01:30:00,5.38,0.00,3.89,-0.76,7.11,0.00,1.44,-0.55,1.44,-0.55,4.44,0.00,4.84,0.00,2.49,0.00,-46.89,9.09,-46.89,9.09,11.89,-1.50,16.48,-3.60,18.53,4.29,18.53,4.29
2024-01-03 02:00:00,5.32,0.00,3.76,-0.76,6.92,0.00,1.28,-0.55,1.28,-0.55,4.22,0.00,4.63,0.00,2.42,0.00,-46.93,8.35,-46.93,8.35,12.42,-1.92,16.14,-3.79,18.53,4.31,18.53,4.31
2024-01-03 02:30:00,5.17,0.00,3.67,-0.76,6.84,0.00,1.24,-0.55,1.24,-0.55,4.06,0.00,4.45,0.00,2.39,0.00,-54.36,11.03,-54.36,11.03,15.14,-1.92,15.60,-3.82,18.62,5.25,18.62,5.25
2024-01-03 03:00:00,5.17,0.00,3.57,-0.76,6.78,0.00,1.20,-0.55,1.20,-0.55,3.97,0.00,4.43,0.00,2.47,0.00,-52.93,10.98,-52.93,10.98,13.95,-2.05,15.36,-3.73,18.34,5.03,18.34,5.03
2024-01-03 03:30:00,5.20,0.00,3.53,-0.75,6.78,0.00,1.14,-0.54,1.14,-0.54,3.87,0.00,4.43,0.00,2.29,0.00,-55.03,11.56,-55.03,11.56,14.51,-2.12,15.10,-3.78,18.59,5.05,18.59,5.05
2024-01-03 04:00:00,5.39,0.00,3.44,-0.75,6.55,0.00,1.12,-0.54,1.12,-0.54,3.82,0.00,4.48,0.00,2.32,0.00,-56.32,11.22,-56.32,11.22,15.50,-2.23,14.82,-3.83,18.35,4.18,18.35,4.18
