Licence,GSP Group,Node 1,Operating Voltage 1,Node 2,Operating Voltage 2,Status,Vector Group,R1,X1,X0,Min Tap,Max Tap,Nominal Rating,Emergency Rating,Reverse Power Capability,Method of Earthing
EMIDS,Grendon 132kV,BLAT3_1H3,33,BLAT5_#3T0,11,New,Dy11,5.038,81.271,0.000,-12,4,12,19,-,Resistor
EMIDS,Grendon 132kV,BLAT3_1H3,33,BLAT5_1T0,11,Removed,Dy11,5.038,81.271,0.000,-14,5,12,19,-,Resistor
EMIDS,Grendon 132kV,BLAT3_2H3,33,BLAT5_#4T0,11,New,Dy11,5.123,80.827,0.000,-12,4,12,19,-,Resistor
EMIDS,Grendon 132kV,BLAT3_2H3,33,BLAT5_2T0,11,Removed,Dy11,5.123,80.827,0.000,-14,5,12,19,-,Resistor
EMIDS,Grendon 132kV,BOOV3_MAIN1,33,BOOV5_1T0,11,Updated,Dyn11,3.647,83.011,83.011,-12,4,20,40,-,Resistor
EMIDS,Grendon 132kV,BOOV3_MAIN2,33,BOOV5_2T0,11,Updated,Dyn11,3.690,82.848,82.848,-12,4,20,40,-,Resistor
EMIDS,Grendon 132kV,BRKM3_1H3,33,BRKM5_1T0,11,Updated,Dyn11,6.214,112.576,112.576,-12,4,12,17.5,-,Resistor
EMIDS,Grendon 132kV,BRKM3_2H3,33,BRKM5_2T0,11,Updated,Dyn11,6.122,112.850,112.850,-12,4,12,17.5,-,Resistor
EMIDS,Grendon 132kV,BRUN3_1H3,33,BRUN5_1T0,11,Updated,Dyn11,18.622,180.476,108.476,-13,3,4,6,-,Resistor
EMIDS,Grendon 132kV,BUGB3_2H3,33,BUGB5_2T0,11,Updated,Dyn11,9.533,109.759,109.759,-10,4,6,9.5,-,Resistor
EMIDS,Grendon 132kV,CAMS3_MAIN1,33,CAMS5_1T0,11,Updated,Dy11,2.799,76.457,0.000,-11,4,20,32,-,Resistor
EMIDS,Grendon 132kV,CAMS3_MAIN2,33,CAMS5_2T0,11,Updated,Dy11,2.808,77.004,0.000,-11,4,20,32,-,Resistor
EMIDS,Grendon 132kV,CHAB3_MAIN1,33,CHAB5_1T0,11,Updated,Dyn11,4.147,73.440,73.440,-10,4,15,15,-,Resistor
EMIDS,Grendon 132kV,CHAB3_MAIN2,33,CHAB5_2T0,11,Updated,Dyn11,4.042,72.242,72.242,-10,4,15,15,-,Resistor
EMIDS,Grendon 132kV,CNST3_MAIN1,33,CNST5_1T0,11,Updated,Dyn11,2.094,62.000,52.000,-12,4,20,40,20,Resistor
EMIDS,Grendon 132kV,CNST3_MAIN2,33,CNST5_2T0,11,Updated,Dy11,3.279,94.485,0.000,-12,4,20,28,-,Resistor
EMIDS,Grendon 132kV,CORB1_#110,132,CORB3_GT1,33,New,YNd1,0.418,22.185,19.966,-12,6,45,90,-,Earthing Transformer + Resistor
EMIDS,Grendon 132kV,CORB1_#110,132,CORB3_#1T0,33,Removed,YNd1,0.418,22.185,19.966,-20,10,45,90,-,Earthing Transformer + Resistor
EMIDS,Grendon 132kV,CORB1_#210,132,CORB3_GT2,33,New,YNd1,0.419,22.185,19.966,-12,6,45,90,-,Earthing Transformer + Resistor
EMIDS,Grendon 132kV,CORB1_#210,132,CORB3_#2T0,33,Removed,YNd1,0.419,22.185,19.966,-20,10,45,90,-,Earthing Transformer + Resistor
EMIDS,Grendon 132kV,CORB1_#310,132,CORB3_GT3,33,New,YNd1,0.420,22.390,19.030,-12,6,45,90,-,Earthing Transformer + Resistor
EMIDS,Grendon 132kV,CORB1_#310,132,CORB3_#3T0,33,Removed,YNd1,0.420,22.390,19.030,-20,10,45,90,-,Earthing Transformer + Resistor
EMIDS,Grendon 132kV,CORB3_T1,33,CORB5_1T0,11,Updated,Dyn11,3.870,80.716,72.645,-12,4,20,40,-,Resistor
EMIDS,Grendon 132kV,CORB3_T2,33,CORB5_2T0,11,Updated,Dyn11,3.841,81.536,73.382,-12,4,20,40,-,Resistor
EMIDS,Grendon 132kV,CORC3_MAIN1,33,CORC5_1T0,11,Removed,Dyn11,3.197,68.236,68.236,-14,5,20,20,-,Resistor
EMIDS,Grendon 132kV,CORC3_MAIN2,33,CORC5_2T0,11,Removed,Dyn11,3.224,68.235,68.235,-14,5,20,20,-,Resistor
EMIDS,Grendon 132kV,CORC3_T1,33,CORC5_1T0,11,New,Dyn11,3.197,68.236,68.236,-10,4,20,20,-,Resistor
EMIDS,Grendon 132kV,CORC3_T2,33,CORC5_2T0,11,New,Dyn11,3.224,68.235,68.235,-10,4,20,20,-,Resistor
EMIDS,Grendon 132kV,DENT3_1H3,33,DENT5_2T0,11,Updated,Dyn11,8.941,110.357,110.357,-9,3,6,9.5,-,Resistor
EMIDS,Grendon 132kV,DESB3_1H0,33,DESB5_1T0,11,Updated,Dyn11,4.700,88.000,74.800,-12,4,12,19,-,Resistor
EMIDS,Grendon 132kV,DESB3_2H0,33,DESB5_2T0,11,Updated,Dyn11,4.680,88.320,75.070,-12,4,12,19,-,Resistor
EMIDS,Grendon 132kV,EARB3_MAIN1,33,EARB5_1T0,11,Updated,Dyn11,8.780,123.390,104.880,-12,4,7.5,15,-,Resistor
EMIDS,Grendon 132kV,EARB3_MAIN2,33,EARB5_2T0,11,Updated,Dyn11,8.640,122.410,104.050,-12,4,7.5,15,-,Resistor
EMIDS,Grendon 132kV,ELAV3_MAIN1,33,ELAV5_1T0,11,Updated,Dy11,4.934,91.896,0.000,-12,4,12,19,-,Resistor
EMIDS,Grendon 132kV,ELAV3_MAIN2,33,ELAV5_2T0,11,Updated,Dy11,4.949,92.552,0.000,-12,4,12,19,-,Resistor
EMIDS,Grendon 132kV,ELTR3_MAIN1,33,ELTR5_1T0,11,Removed,Dyn11,4.365,104.178,104.178,-14,5,12,19,-,Resistor
EMIDS,Grendon 132kV,ELTR3_MAIN2,33,ELTR5_2T0,11,Removed,Dyn11,4.392,104.615,104.615,-14,5,12,19,-,Resistor
EMIDS,Grendon 132kV,ELTR3_T1,33,ELTR5_1T0,11,New,Dyn11,4.365,104.178,104.178,-10,4,12,19,-,Resistor
EMIDS,Grendon 132kV,ELTR3_T2,33,ELTR5_2T0,11,New,Dyn11,4.392,104.615,104.615,-10,4,12,19,-,Resistor
EMIDS,Grendon 132kV,EMPI3_MAIN1,33,EMPI5_1T0,11,Updated,Dyn11,5.802,111.757,106.169,-12,4,12,24,-,Resistor
EMIDS,Grendon 132kV,EMPI3_MAIN2,33,EMPI5_2T0,11,Updated,Dyn11,5.812,111.210,105.650,-12,4,12,24,-,Resistor
EMIDS,Grendon 132kV,EXTO3_1H3,33,EXTO5_1T0,11,Updated,Dyn11,7.441,105.263,114.034,-13,3,6,9.5,-,Resistor
EMIDS,Grendon 132kV,EXTO3_2H3,33,EXTO5_2T0,11,Updated,Dyn11,7.441,107.368,114.034,-9,7,6,9.5,-,Resistor
EMIDS,Grendon 132kV,FARR3_T1,33,FARR5_1T0,11,Updated,Dyn11,5.154,108.957,108.957,-12,4,12,19,-,Resistor
EMIDS,Grendon 132kV,FARR3_T2,33,FARR5_2T0,11,Updated,Dyn11,5.465,108.066,108.066,-12,4,12,19,-,Resistor
EMIDS,Grendon 132kV,FIES3_MAIN1,33,FIES5_1T0,11,Updated,Dyn11,3.705,95.564,95.564,-10,4,20,28,-,Resistor
EMIDS,Grendon 132kV,FIES3_MAIN2,33,FIES5_2T0,11,Updated,Dyn11,3.607,95.567,95.567,-10,4,20,28,-,Resistor
EMIDS,Grendon 132kV,FIES3_MAIN3,33,FIES5_19T0,11,New,Dyn11,4.657,113.574,113.574,-10,4,12,19,-,Resistor
EMIDS,Grendon 132kV,FIES3_MAIN3,33,FIES5_3T0,11,Removed,Dyn11,4.657,113.574,113.574,-14,5,12,19,-,Resistor
EMIDS,Grendon 132kV,HAPK3_MAIN2,33,HAPK5_2T0,11,Updated,Dyn11,11.342,108.569,108.569,-12,4,6,9.5,-,Resistor
EMIDS,Grendon 132kV,HAYF3_MAIN1,33,HAYF5_3T0,11,Updated,Dyn11,2.280,66.050,56.140,-11,4,20,32,40,Solid
EMIDS,Grendon 132kV,HAYF3_MAIN2,33,HAYF5_4T0,11,Updated,Dyn11,2.260,66.150,66.150,-11,4,20,32,40,Solid
EMIDS,Grendon 132kV,HAZE3_MAIN1,33,HAZE5_1T0,11,Removed,Dy11,3.279,92.845,0.000,-14,5,20,28,-,Resistor
EMIDS,Grendon 132kV,HAZE3_MAIN2,33,HAZE5_2T0,11,Removed,Dy11,3.279,92.845,0.000,-14,5,20,28,-,Resistor
EMIDS,Grendon 132kV,HAZE3_T1,33,HAZE5_1T0,11,New,Dy11,3.279,92.845,0.000,-12,4,20,28,-,Resistor
EMIDS,Grendon 132kV,HAZE3_T2,33,HAZE5_2T0,11,New,Dy11,3.279,92.845,0.000,-12,4,20,28,-,Resistor
EMIDS,Grendon 132kV,HOLW3_1H3,33,HOLW5_1T0,11,Updated,Dy11,4.571,77.795,0.000,-10,4,12,19,-,Resistor
EMIDS,Grendon 132kV,HOLW3_2H3,33,HOLW5_2T0,11,Updated,Dy11,4.668,78.556,0.000,-10,4,12,19,-,Resistor
EMIDS,Grendon 132kV,HRRL3_1H3,33,HRRL5_1T0,11,Updated,Dyn11,5.500,84.710,72.000,-12,4,12,24,-,Resistor
EMIDS,Grendon 132kV,IRTH1_113,132,IRTH3_#1T0,33,Updated,YNd1,0.350,22.253,40.551,-12,6,45,90,-,Earthing Transformer + Resistor
EMIDS,Grendon 132kV,IRTH1_213,132,IRTH3_#2T0,33,Updated,YNd1,0.352,22.219,40.550,-12,6,45,90,-,Earthing Transformer + Resistor
EMIDS,Grendon 132kV,IRTH3_#1H0,33,IRTH5_1T0,11,Updated,Dyn11,4.473,90.935,90.935,-12,4,15,21,-,Resistor
EMIDS,Grendon 132kV,IRTH3_#2H0,33,IRTH5_2T0,11,Updated,Dyn11,4.498,90.934,90.934,-12,4,15,21,-,Resistor
EMIDS,Grendon 132kV,KETN3_MAIN1,33,KETN5_1T0,11,Updated,Dyn11,5.840,115.160,97.890,-12,4,12,24,-,Resistor
EMIDS,Grendon 132kV,KETN3_MAIN2,33,KETN5_2T0,11,Updated,Dyn11,5.850,114.490,97.320,-12,4,12,24,-,Resistor
EMIDS,Grendon 132kV,KETT1_110,132,KETT3_#3T0,33,Updated,YNd1,0.595,26.104,22.189,-12,6,45,90,-,Earthing Transformer + Resistor
EMIDS,Grendon 132kV,KETT1_210,132,KETT3_#14T0,33,Updated,YNd1,0.597,25.993,22.094,-12,6,45,90,-,Earthing Transformer + Resistor
EMIDS,Grendon 132kV,KIBW1_113,132,KIBW3_#1T0,33,Updated,YNd1,0.390,15.370,14.530,-12,6,45,90,-,Earthing Transformer + Resistor
EMIDS,Grendon 132kV,KIBW1_213,132,KIBW3_#2T0,33,Updated,YNd1,0.390,15.370,14.540,-12,6,45,90,-,Earthing Transformer + Resistor
EMIDS,Grendon 132kV,KIBW3_#5H0,33,KIBW5_1T0,11,Updated,Dyn11,6.348,111.119,100.007,-12,4,12,24,-,Resistor
EMIDS,Grendon 132kV,KIBW3_#6H0,33,KIBW5_2T0,11,Updated,Dyn11,6.359,111.119,100.007,-12,4,12,24,-,Resistor
EMIDS,Grendon 132kV,KINP3_T1,33,KINP5_1T0,11,Updated,Dyn11,3.441,72.427,61.563,-5,11,12,24,-,Resistor
EMIDS,Grendon 132kV,KINP3_T2,33,KINP5_2T0,11,Updated,Dyn11,3.459,72.579,61.692,-5,11,12,24,-,Resistor
EMIDS,Grendon 132kV,LITI3_1H3,33,LITI5_1T0,11,Updated,Dyn11,4.737,112.039,112.039,-10,4,12,24,-,Resistor
EMIDS,Grendon 132kV,LITI3_2H3,33,LITI5_2T0,11,Updated,Dyn11,4.889,112.908,112.908,-10,4,12,24,-,Resistor
EMIDS,Grendon 132kV,MELT1_313,132,MELT3_#3T0,33,Updated,YNd1,1.323,27.777,23.630,-12,6,22.5,45,-,Earthing Transformer + Resistor
EMIDS,Grendon 132kV,MELT1_413,132,MELT3_#4T0,33,Updated,YNd1,1.323,27.777,23.630,-12,6,22.5,45,-,Earthing Transformer + Resistor
EMIDS,Grendon 132kV,MELT3_#3H0,33,MELT5_3T0,11,Updated,Dyn11,5.313,104.572,88.890,-12,4,12,19,-,Resistor
EMIDS,Grendon 132kV,MELT3_#4H0,33,MELT5_4T0,11,Updated,Dyn11,5.313,109.168,92.790,-12,4,12,19,-,Resistor
EMIDS,Grendon 132kV,MKTH3_2H3,33,MKTH5_2T0,11,Updated,Dyn11,4.163,66.322,66.322,-10,4,15,15,-,Resistor
EMIDS,Grendon 132kV,MKTH3_T1E,33,MKTH5_1T0,11,Updated,Dyn11,4.168,66.213,66.213,-10,4,15,15,-,Resistor
EMIDS,Grendon 132kV,MOVE3_1H3,33,MOVE5_1T0,11,Updated,Dyn11,8.720,122.690,104.280,-12,4,7.5,15,-,Resistor
EMIDS,Grendon 132kV,NAMP1_113,132,NAMP3_#1T0,33,Updated,YNd1,2.000,27.956,23.760,-12,6,45,90,-,Earthing Transformer + Resistor
EMIDS,Grendon 132kV,NAMP1_213,132,NAMP3_#2T0,33,Updated,YNd1,2.300,32.084,27.370,-12,6,45,90,-,Earthing Transformer + Resistor
EMIDS,Grendon 132kV,NAMP3_#1H0,33,NAMP5_1T0,11,Updated,Dyn11,2.877,75.360,65.450,-12,4,20,32,-,Resistor
EMIDS,Grendon 132kV,NAMP3_#2H0,33,NAMP5_2T0,11,Updated,Dyn11,2.877,77.001,65.450,-12,4,20,32,-,Resistor
EMIDS,Grendon 132kV,NAMW1_113,132,NAMW3_GT1,33,New,YNd1,0.862,24.362,20.720,-12,6,45,90,-,Earthing Transformer + Resistor
EMIDS,Grendon 132kV,NAMW1_113,132,NAMW3_#1T0,33,Removed,YNd1,0.862,24.362,20.720,-20,10,45,90,-,Earthing Transformer + Resistor
EMIDS,Grendon 132kV,NAMW1_213,132,NAMW3_GT2,33,New,YNd1,0.872,24.384,20.740,-12,6,45,90,-,Earthing Transformer + Resistor
EMIDS,Grendon 132kV,NAMW1_213,132,NAMW3_#2T0,33,Removed,YNd1,0.872,24.384,20.740,-20,10,45,90,-,Earthing Transformer + Resistor
EMIDS,Grendon 132kV,NAMW3_#1H0,33,NAMW5_1T0,11,Removed,Dy11,3.527,80.334,0.000,-14,5,20,40,-,Resistor
EMIDS,Grendon 132kV,NAMW3_#2H0,33,NAMW5_2T0,11,Removed,Dy11,3.925,72.796,0.000,-14,5,15,21,-,Resistor
EMIDS,Grendon 132kV,NAMW3_T1,33,NAMW5_1T0,11,New,Dy11,3.527,80.334,0.000,-12,4,20,40,-,Resistor
EMIDS,Grendon 132kV,NAMW3_T2,33,NAMW5_2T0,11,New,Dy11,3.925,72.796,0.000,-10,4,15,21,-,Resistor
EMIDS,Grendon 132kV,NORE1_113,132,NORE3_#1T0,33,Updated,YNd1,0.766,27.767,23.610,-12,6,45,90,-,Earthing Transformer + Resistor
EMIDS,Grendon 132kV,NORE1_213,132,NORE3_#2T0,33,Updated,YNd1,0.760,27.878,23.710,-12,6,45,90,-,Earthing Transformer + Resistor
EMIDS,Grendon 132kV,NORE3_T1,33,NORE5_1T0,11,Updated,Dyn11,6.032,115.036,115.036,-12,4,12,24,-,Resistor
EMIDS,Grendon 132kV,NORE3_T2,33,NORE5_2T0,11,Updated,Dyn11,5.912,114.307,114.307,-12,4,12,24,-,Resistor
EMIDS,Grendon 132kV,OAKH1_110,132,OAKH3_#1T0,33,Updated,YNd1,0.795,20.000,17.000,-12,6,30,60,-,Earthing Transformer + Resistor
EMIDS,Grendon 132kV,OAKH1_210,132,OAKH3_#2T0,33,Updated,YNd1,0.795,20.000,17.000,-12,6,30,60,-,Earthing Transformer + Resistor
EMIDS,Grendon 132kV,OAKH3_#1H0,33,OAKH5_1T0,11,Removed,Dyn11,4.398,105.709,105.709,-14,5,12,19,-,Resistor
EMIDS,Grendon 132kV,OAKH3_#2H0,33,OAKH5_2T0,11,Removed,Dyn11,4.592,98.698,98.698,-14,5,12,19,-,Resistor
EMIDS,Grendon 132kV,OAKH3_#5H0,33,OAKH5_1T0,11,New,Dyn11,4.398,105.709,105.709,-10,4,12,19,-,Resistor
EMIDS,Grendon 132kV,OAKH3_#6H0,33,OAKH5_2T0,11,New,Dyn11,4.592,98.698,98.698,-10,4,12,19,-,Resistor
EMIDS,Grendon 132kV,OAKL3_1H3,33,OAKL5_1T0,11,Updated,Dyn11,4.317,107.243,107.243,-10,4,12,19,-,Resistor
EMIDS,Grendon 132kV,OAKL3_2L3,33,OAKL5_2T0,11,Updated,Dyn11,4.357,107.679,107.679,-10,4,12,19,-,Resistor
EMIDS,Grendon 132kV,ODAL3_1H3,33,ODAL5_1T0,11,Updated,Dyn11,10.959,106.747,101.410,-12,4,6,9.5,-,Resistor
EMIDS,Grendon 132kV,OLNE3_1H3,33,OLNE5_1T0,11,Updated,Dyn11,7.082,118.157,118.157,-10,4,10,10,-,Resistor
EMIDS,Grendon 132kV,OLNE3_2H3,33,OLNE5_2T0,11,Updated,Dyn11,7.279,118.693,118.693,-10,4,10,10,-,Resistor
EMIDS,Grendon 132kV,OUND3_1H3,33,OUND5_1T0,11,Updated,Dyn11,6.864,107.001,90.950,-10,4,10,10,-,Resistor
EMIDS,Grendon 132kV,OUND3_2H3,33,OUND5_2T0,11,Updated,Dyn11,6.692,109.735,93.270,-10,4,10,10,-,Resistor
EMIDS,Grendon 132kV,PARF3_T1,33,PARF5_1T0,11,Updated,Dyn11,5.465,109.161,109.161,-12,4,12,17.5,-,Resistor
EMIDS,Grendon 132kV,PARF3_T2,33,PARF5_2T0,11,Updated,Dyn11,5.465,109.161,109.161,-12,4,12,17.5,-,Resistor
EMIDS,Grendon 132kV,PINM3_MAIN1,33,PINM5_1T0,11,Updated,Dyn11,5.844,111.757,111.757,-12,4,12,17.5,-,Resistor
EMIDS,Grendon 132kV,PINM3_MAIN2,33,PINM5_2T0,11,Updated,Dyn11,5.864,112.303,112.303,-12,4,12,17.5,-,Resistor
EMIDS,Grendon 132kV,PYRD3_T1,33,PYRD5_1T0,11,Updated,Dyn11,5.441,114.633,114.633,-12,4,12,24,-,Resistor
EMIDS,Grendon 132kV,PYRD3_T2,33,PYRD5_2T0,11,Updated,Dyn11,5.450,114.086,114.086,-12,4,12,24,-,Resistor
EMIDS,Grendon 132kV,RAUN3_MAIN2,33,RAUN5_2T0,11,Updated,Dyn11,6.390,112.300,95.460,-12,4,12,24,-,Resistor
EMIDS,Grendon 132kV,RAUN3_T1,33,RAUN5_1T0,11,Updated,Dyn11,6.250,112.310,95.460,-12,4,12,24,-,Resistor
EMIDS,Grendon 132kV,REGS3_MAIN1,33,REGS5_1T0,11,Updated,Dyn11,5.366,99.253,99.253,-10,4,12,19,-,Resistor
EMIDS,Grendon 132kV,REGS3_MAIN2,33,REGS5_2T0,11,Updated,Dyn11,5.419,98.814,98.814,-10,4,12,19,-,Resistor
EMIDS,Grendon 132kV,ROAD3_1H3,33,ROAD5_1T0,11,Updated,Dy11,6.558,96.615,0.000,-10,4,10,10,-,Resistor
EMIDS,Grendon 132kV,ROAD3_2H3,33,ROAD5_2T0,11,Updated,Dy11,6.558,96.615,0.000,-10,4,10,10,-,Resistor
EMIDS,Grendon 132kV,ROCK3_MAIN1,33,ROCK5_1T0,11,Removed,Dyn11,3.794,80.498,72.448,-14,5,20,40,-,Resistor
EMIDS,Grendon 132kV,ROCK3_MAIN2,33,ROCK5_2T0,11,Removed,Dyn11,3.797,80.334,72.300,-14,5,20,40,-,Resistor
EMIDS,Grendon 132kV,ROCK3_T1,33,ROCK5_1T0,11,New,Dyn11,3.794,80.498,72.448,-12,4,20,40,-,Resistor
EMIDS,Grendon 132kV,ROCK3_T2,33,ROCK5_2T0,11,New,Dyn11,3.797,80.334,72.300,-12,4,20,40,-,Resistor
EMIDS,Grendon 132kV,RUSH3_MAIN1,33,RUSH5_1T0,11,Updated,Dyn11,2.816,87.274,87.219,-11,4,20,40,-,Resistor
EMIDS,Grendon 132kV,RUSH3_T2,33,RUSH5_2T0,11,Updated,Dyn11,2.825,87.329,87.274,-11,4,20,40,-,Resistor
EMIDS,Grendon 132kV,SHAK3_1H3,33,SHAK5_1T0,11,Updated,Dyn11,5.480,84.590,71.900,-12,4,12,24,-,Resistor
EMIDS,Grendon 132kV,THRA3_1H3,33,THRA5_1T0,11,Updated,Dyn11,5.407,109.492,109.492,-12,4,12,19,-,Resistor
EMIDS,Grendon 132kV,THRA3_2H3,33,THRA5_2T0,11,Updated,Dyn11,5.305,107.637,107.637,-12,4,12,19,-,Resistor
EMIDS,Grendon 132kV,UPPI3_1H3,33,UPPI5_1T0,11,Updated,Dyn11,8.686,111.912,111.912,-10,4,6,9.5,-,Resistor
EMIDS,Grendon 132kV,UPPI3_2H3,33,UPPI5_2T0,11,Updated,Dyn11,8.619,112.465,112.465,-10,4,6,9.5,-,Resistor
EMIDS,Grendon 132kV,WELL1_113A,132,WELL3_#1T0A,33,Updated,YNd1,0.481,26.462,22.493,-12,6,45,90,-,Earthing Transformer + Resistor
EMIDS,Grendon 132kV,WELL1_113B,132,WELL5_1T0B,11,Updated,YNyn0,2.214,92.273,553.640,-12,6,15,30,-,Resistor
EMIDS,Grendon 132kV,WELL1_213A,132,WELL3_#2T0A,33,Updated,YNd1,0.485,26.129,22.210,-12,6,45,90,-,Earthing Transformer + Resistor
EMIDS,Grendon 132kV,WELL1_213B,132,WELL5_2T0B,11,Updated,YNyn0,2.191,91.540,549.240,-12,6,15,30,-,Resistor
EMIDS,Grendon 132kV,WELR3_MAIN1,33,WELR5_1T0,11,Updated,Dy11,3.823,65.467,0.000,-10,4,15,21,-,Resistor
EMIDS,Grendon 132kV,WELR3_MAIN2,33,WELR5_2T0,11,Updated,Dy11,3.920,65.461,0.000,-10,4,15,21,-,Resistor
EMIDS,Grendon 132kV,WOOT3_MAIN1,33,WOOT5_1T0,11,Updated,Dyn11,5.418,109.491,105.664,-12,4,12,19,-,Resistor
EMIDS,Grendon 132kV,WOOT3_MAIN2,33,WOOT5_2T0,11,Updated,Dyn11,5.367,105.664,105.664,-12,4,12,19,-,Resistor
EMIDS,Ratcliffe 132kV,ASTR3_T1,33,ASTR5_1T0,11,Updated,Dyn11,6.044,113.760,100.000,-12,4,12,19,-,Resistor
EMIDS,Ratcliffe 132kV,ASTR3_T2,33,ASTR5_2T0,11,Updated,Dyn11,6.056,114.760,100.000,-12,4,12,19,-,Resistor
EMIDS,Ratcliffe 132kV,BEES3_1H3,33,BEES5_1T0,11,Updated,Dy11,3.279,95.579,0.000,-12,4,20,20,-,Resistor
EMIDS,Ratcliffe 132kV,BEES3_2H3,33,BEES5_2T0,11,Updated,Dy11,3.279,95.579,0.000,-12,4,20,20,-,Resistor
EMIDS,Ratcliffe 132kV,BGYP3_T1,33,BGYP5_1T0,11,Updated,Dyn11,10.930,108.750,108.750,-12,4,6,9.5,-,Resistor
EMIDS,Ratcliffe 132kV,BGYP3_T2,33,BGYP5_2T0,11,Updated,Dyn11,10.930,108.750,108.750,-12,4,6,9.5,-,Resistor
EMIDS,Ratcliffe 132kV,BIHM3_T1,33,BIHM5_2T0,11,Updated,Dyn11,5.275,109.827,109.827,-13,3,12,19,-,Resistor
EMIDS,Ratcliffe 132kV,BOOS3_T1,33,BOOS5_1T0,11,Updated,Dyn11,4.846,77.450,77.450,-12,4,12,19,-,Resistor
EMIDS,Ratcliffe 132kV,BOOS3_T2,33,BOOS5_2T0,11,Updated,Dyn11,4.887,77.447,77.447,-12,4,12,19,-,Resistor
EMIDS,Ratcliffe 132kV,BRUS3_T1,33,BRUS5_1T0,11,Updated,Dyn11,2.674,109.374,109.374,-10,4,20,32,-,Resistor
EMIDS,Ratcliffe 132kV,BRUS3_T2,33,BRUS5_2T0,11,Updated,Dyn11,2.685,109.921,109.921,-10,4,20,32,-,Resistor
EMIDS,Ratcliffe 132kV,CASR3_T1,33,CASR5_1T0,11,Updated,Dy11,3.600,95.600,0.000,-12,4,20,28,-,Resistor
EMIDS,Ratcliffe 132kV,CASR3_T2,33,CASR5_2T0,11,Updated,Dy11,3.600,95.600,0.000,-12,4,20,28,-,Resistor
EMIDS,Ratcliffe 132kV,CHLW3_#1H0,33,CHLW5_1T0,11,Updated,Dyn11,5.500,83.740,71.180,-12,4,12,24,-,Resistor
EMIDS,Ratcliffe 132kV,CHLW3_#2H0,33,CHLW5_2T0,11,Updated,Dyn11,5.470,83.680,71.130,-12,4,12,24,-,Resistor
EMIDS,Ratcliffe 132kV,CLFN3_T1,33,CLFN5_1T0,11,Updated,Dyn11,3.060,89.430,76.020,-12,4,20,40,-,Resistor
EMIDS,Ratcliffe 132kV,CLFN3_T2,33,CLFN5_2T0,11,Updated,Dyn11,3.050,88.720,75.420,-12,4,20,40,-,Resistor
EMIDS,Ratcliffe 132kV,COTG3_T1,33,COTG5_3T0,11,Updated,Dyn11,4.310,86.420,73.460,-12,4,12,19,-,Earthing Transformer + Resistor
EMIDS,Ratcliffe 132kV,COTG3_T2,33,COTG5_4T0,11,Updated,Dyn11,4.090,86.160,73.230,-12,4,12,19,-,Earthing Transformer + Resistor
EMIDS,Ratcliffe 132kV,COVI1_113,132,COVI3_#1T0,33,Removed,YNd1,0.330,25.010,21.260,-20,10,45,90,-,Earthing Transformer + Resistor
EMIDS,Ratcliffe 132kV,ELEA3_MAIN1,33,ELEA5_1T0,11,Updated,Dyn11,4.643,75.929,75.929,-12,4,12,19,-,Resistor
EMIDS,Ratcliffe 132kV,ELEA3_MAIN2,33,ELEA5_2T0,11,Updated,Dyn11,4.656,74.943,74.943,-12,4,12,19,-,Resistor
EMIDS,Ratcliffe 132kV,KEYW3_T1,33,KEYW5_1T0,11,Updated,Dyn11,4.884,109.188,109.188,-12,4,12,24,-,Resistor
EMIDS,Ratcliffe 132kV,KEYW3_T2,33,KEYW5_2T0,11,Updated,Dyn11,4.884,109.188,109.188,-12,4,6,9.5,-,Resistor
EMIDS,Ratcliffe 132kV,LENT3_T1,33,LENT5_1T0,11,Updated,Dyn11,5.191,107.533,107.533,-12,4,12,19,-,Resistor
EMIDS,Ratcliffe 132kV,LENT3_T2,33,LENT5_2T0,11,Updated,Dyn11,5.870,119.316,119.316,-12,4,12,19,-,Resistor
EMIDS,Ratcliffe 132kV,LONE3_TA,33,LONE5_1T0,11,Updated,Dyn11,2.910,87.990,74.790,-12,4,20,40,-,Resistor
EMIDS,Ratcliffe 132kV,LONE3_TB,33,LONE5_2T0,11,Updated,Dyn11,2.900,87.990,74.790,-12,4,20,40,-,Resistor
EMIDS,Ratcliffe 132kV,LOUG1_#110A,132,LOUG3_GT1A,33,Updated,YNd1,0.400,15.450,13.130,-12,6,60,90,-,Earthing Transformer
EMIDS,Ratcliffe 132kV,LOUG1_#110B,132,LOUG5_1T0B,11,Updated,YNyn0,1.810,75.350,64.040,-12,6,15,30,-,Resistor
EMIDS,Ratcliffe 132kV,LOUG1_#210A,132,LOUG3_GT2A,33,Updated,YNd1,0.400,15.530,13.200,-12,6,60,90,-,Earthing Transformer
EMIDS,Ratcliffe 132kV,LOUG1_#210B,132,LOUG5_2T0B,11,Updated,YNyn0,1.820,74.580,63.390,-12,6,15,30,-,Resistor
EMIDS,Ratcliffe 132kV,MOUN3_T1,33,MOUN5_3T0,11,Updated,Dyn11,4.754,106.131,106.131,-12,4,12,19,-,Resistor
EMIDS,Ratcliffe 132kV,MOUN3_T2,33,MOUN5_4T0,11,Updated,Dyn11,5.000,104.259,104.259,-12,4,12,19,-,Resistor
EMIDS,Ratcliffe 132kV,NOTN1_313,132,NOTN5_GT3,11,Updated,YNyn0,2.789,70.278,59.121,-12,6,15,30,-,Resistor
