Licence,GSP Group,Node 1,Operating Voltage 1,Node 2,Operating Voltage 2,Status,Vector Group,R1,X1,X0,Min Tap,Max Tap,Nominal Rating,Emergency Rating,Reverse Power Capability,Method of Earthing
EMIDS,Berkswell 132kV,BANR3_1H3,33,BANR5_1T0,11,Updated,Dyn11,6.422,110.846,99.761,-12,4,12,19,-,Resistor
EMIDS,Berkswell 132kV,BANR3_2H3,33,BANR5_2T0,11,Updated,Dyn11,5.803,111.939,100.745,-12,4,12,19,-,Resistor
EMIDS,Berkswell 132kV,CAMH3_1H3,33,CAMH5_1T0,11,Updated,Dyn11,3.279,93.939,93.939,-10,3,20,20,-,Resistor
EMIDS,Berkswell 132kV,CAMH3_T2,33,CAMH5_2T0,11,Updated,Dyn11,3.279,94.485,94.485,-10,3,20,20,-,Resistor
EMIDS,Berkswell 132kV,CLAV3_1H3,33,CLAV5_1T0,11,Updated,Dyn11,4.663,90.269,90.269,-10,3,15,15,-,Resistor
EMIDS,Berkswell 132kV,CLAV3_2H3,33,CLAV5_2T0,11,Updated,Dyn11,4.391,88.531,88.531,-10,3,15,15,-,Resistor
EMIDS,Berkswell 132kV,COUG3_#1H5,33,COUG5_1T0,11,Updated,Dyn11,5.680,121.310,103.110,-12,4,12,24,-,Resistor
EMIDS,Berkswell 132kV,COUG3_#2H5,33,COUG5_2T0,11,Updated,Dyn11,5.550,121.560,103.320,-12,4,12,24,-,Resistor
EMIDS,Berkswell 132kV,COUG3_#3H5,33,COUG7_3T0,6.6,Updated,Dyn11,4.396,66.387,66.387,-10,3,15,21.75,-,Resistor
EMIDS,Berkswell 132kV,COUR3_MAIN1,33,COUR7_1T0,6.6,Removed,Dyn11,5.376,125.076,125.076,-16,3,19,24,-,Resistor
EMIDS,Berkswell 132kV,COUR3_MAIN2,33,COUR7_2T0,6.6,Removed,Dyn11,6.270,128.090,108.880,-14,5,12,24,-,Resistor
EMIDS,Berkswell 132kV,COUR3_T1,33,COUR7_1T0,6.6,New,Dyn11,5.376,125.076,125.076,-13,3,19,24,-,Resistor
EMIDS,Berkswell 132kV,COUR3_T2,33,COUR7_2T0,6.6,New,Dyn11,6.270,128.090,108.880,-9,4,12,24,-,Resistor
EMIDS,Berkswell 132kV,COVC1_113,132,COVC3_GT1,33,New,YNd1,0.503,18.666,15.870,-12,6,60,120,-,Earthing Transformer + Resistor
EMIDS,Berkswell 132kV,COVC1_113,132,COVC3_#1T0,33,Removed,YNd1,0.503,18.666,15.870,-20,10,60,120,-,Earthing Transformer + Resistor
EMIDS,Berkswell 132kV,COVC1_213,132,COVC3_GT2,33,New,YNd1,0.502,18.583,15.799,-12,6,60,120,-,Earthing Transformer + Resistor
EMIDS,Berkswell 132kV,COVC1_213,132,COVC3_#2T0,33,Removed,YNd1,0.502,18.583,15.799,-20,10,60,120,-,Earthing Transformer + Resistor
EMIDS,Berkswell 132kV,COVS1_113,132,COVS3_#1T0,33,Updated,YNd1,0.394,15.133,17.000,-12,6,45,90,-,Earthing Transformer + Resistor
EMIDS,Berkswell 132kV,COVS1_213,132,COVS3_#2T0,33,Updated,YNd1,0.394,15.133,17.000,-12,6,45,90,-,Earthing Transformer + Resistor
EMIDS,Berkswell 132kV,COVW1_313,132,COVW3_GT3,33,Updated,YNd1,0.420,25.090,21.320,-12,6,60,90,-,Earthing Transformer + Resistor
EMIDS,Berkswell 132kV,COVW1_413,132,COVW3_GT4,33,Updated,YNd1,0.410,25.100,21.330,-12,6,60,90,-,Earthing Transformer + Resistor
EMIDS,Berkswell 132kV,COVW3_T1,33,COVW7_1T0,6.6,Updated,Dyn11,5.860,128.110,108.890,-12,1,18,24,-,Resistor
EMIDS,Berkswell 132kV,COVW3_T2,33,COVW7_2T0,6.6,Updated,Dyn11,5.820,127.020,107.960,-12,4,18,24,-,Resistor
EMIDS,Berkswell 132kV,COXS3_1H3,33,COXS7_1T0,6.6,Updated,Dyn11,4.904,96.236,96.236,-12,3,15,21.75,-,Resistor
EMIDS,Berkswell 132kV,COXS3_2H3,33,COXS7_2T0,6.6,Updated,Dyn11,4.904,96.791,96.791,-12,3,15,21.75,-,Resistor
EMIDS,Berkswell 132kV,DILA3_MAIN2,33,DILA5_2T0,11,Updated,Dyn11,5.150,86.650,73.650,-13,4,12,19,-,Resistor
EMIDS,Berkswell 132kV,DUNP3_MAIN1,33,DUNP7_1T0,6.6,Removed,Dyn11,5.728,90.558,90.558,-16,5,19,24,-,Resistor
EMIDS,Berkswell 132kV,DUNP3_MAIN2,33,DUNP7_2T0,6.6,Removed,Dyn11,5.529,96.102,96.102,-16,5,19,24,-,Resistor
EMIDS,Berkswell 132kV,DUNP3_T1,33,DUNP7_1T0,6.6,New,Dyn11,5.728,90.558,90.558,-13,4,19,24,-,Resistor
EMIDS,Berkswell 132kV,DUNP3_T2,33,DUNP7_2T0,6.6,New,Dyn11,5.529,96.102,96.102,-13,4,19,24,-,Resistor
EMIDS,Berkswell 132kV,GAYD3_1H3,33,GAYD5_1T0,11,Updated,Dyn11,5.337,75.591,75.591,-10,4,12,19,-,Resistor
EMIDS,Berkswell 132kV,GAYD3_2H3,33,GAYD5_2T0,11,Updated,Dyn11,5.337,75.591,75.591,-10,4,12,19,-,Resistor
EMIDS,Berkswell 132kV,HARB1_113,132,HARB3_#1T0,33,Updated,YNd1,0.410,24.920,23.260,-12,6,45,90,-,Earthing Transformer + Resistor
EMIDS,Berkswell 132kV,HARB1_213,132,HARB3_#2T0,33,Updated,YNd1,0.420,24.790,23.180,-12,6,45,90,-,Earthing Transformer + Resistor
EMIDS,Berkswell 132kV,HARB3_T1,33,HARB5_1T0,11,Updated,Dyn11,5.210,119.772,116.160,-12,4,12,19,-,Resistor
EMIDS,Berkswell 132kV,HARB3_T2,33,HARB5_2T0,11,Updated,Dyn11,5.240,119.225,116.158,-12,4,12,19,-,Resistor
EMIDS,Berkswell 132kV,HAWL3_MAIN1,33,HAWL7_1T0,6.6,Existing,Dyn11,6.700,89.750,89.750,-7,7,10,14.5,-,Resistor
EMIDS,Berkswell 132kV,HAWL3_MAIN2,33,HAWL7_2T0,6.6,Existing,Dyn11,6.700,89.750,89.750,-7,7,10,14.5,-,Resistor
EMIDS,Berkswell 132kV,HLRD3_MAIN1,33,HLRD5_1T0,11,Updated,Dy11,5.313,109.168,0.000,-13,3,12,19,-,Resistor
EMIDS,Berkswell 132kV,HLRD3_MAIN2,33,HLRD5_2T0,11,Updated,Dy11,5.313,109.168,0.000,-13,3,12,19,-,Resistor
EMIDS,Berkswell 132kV,HOLN3_MAIN1,33,HOLN7_1T0,6.6,Removed,Dyn11,3.200,91.700,91.700,-14,5,20,24,-,Resistor
EMIDS,Berkswell 132kV,HOLN3_MAIN2,33,HOLN7_2T0,6.6,Removed,Dyn11,3.218,91.919,91.919,-14,5,20,24,-,Resistor
EMIDS,Berkswell 132kV,HOLN3_T1,33,HOLN7_1T0,6.6,New,Dyn11,3.200,91.700,91.700,-12,5,20,24,-,Resistor
EMIDS,Berkswell 132kV,HOLN3_T2,33,HOLN7_2T0,6.6,New,Dyn11,3.218,91.919,91.919,-12,5,20,24,-,Resistor
EMIDS,Berkswell 132kV,JABL3_MAIN1,33,JABL5_1T0,11,Updated,Dyn11,4.640,116.309,116.309,-10,4,12,19,-,Resistor
EMIDS,Berkswell 132kV,JABL3_MAIN2,33,JABL5_2T0,11,Updated,Dyn11,4.898,115.752,115.752,-10,4,12,19,-,Resistor
EMIDS,Berkswell 132kV,JLRG3_MAIN1,33,JLRG5_1T0,11,Updated,Dyn11,2.650,67.450,57.340,-12,4,20,32,-,Resistor
EMIDS,Berkswell 132kV,JLRG3_MAIN2,33,JLRG5_2T0,11,Updated,Dyn11,2.670,66.530,56.550,-12,4,20,32,-,Resistor
EMIDS,Berkswell 132kV,JLRW3_MAIN1,33,JLRW5_1T0,11,Updated,Dyn11,2.650,66.840,56.810,-12,4,20,32,-,Earthing Transformer + Resistor
EMIDS,Berkswell 132kV,JLRW3_MAIN2,33,JLRW5_2T0,11,Updated,Dyn11,2.670,66.630,56.640,-12,4,20,32,-,Earthing Transformer + Resistor
EMIDS,Berkswell 132kV,KENI3_1H3,33,KENI5_#1T0,11,New,Dy11,2.578,66.257,0.000,-10,4,15,21,-,Resistor
EMIDS,Berkswell 132kV,KENI3_1H3,33,KENI5_1T0,11,Removed,Dyn11,4.707,65.409,65.409,-15,5,15,21,-,Resistor
EMIDS,Berkswell 132kV,KENI3_2H3,33,KENI5_#2T0,11,New,Dy11,2.606,66.985,0.000,-10,4,15,21,-,Resistor
EMIDS,Berkswell 132kV,KENI3_2H3,33,KENI5_2T0,11,Removed,Dyn11,4.707,65.409,65.409,-15,5,15,21,-,Resistor
EMIDS,Berkswell 132kV,LKHD3_#1H0,33,LKHD5_1T0,11,Updated,Dy11,4.479,71.660,0.000,-8,7,12,19,-,Resistor
EMIDS,Berkswell 132kV,LKHD3_#3H0,33,LKHD5_2T0,11,Updated,Dy11,4.497,71.659,0.000,-8,7,12,19,-,Resistor
EMIDS,Berkswell 132kV,SANL3_1H3,33,SANL7_1T0,6.6,Updated,Dy11,4.533,76.065,0.000,-12,3,19,24,-,Resistor
EMIDS,Berkswell 132kV,SANL3_MAIN2,33,SANL7_2T0,6.6,Removed,Dy11,4.639,71.951,0.000,-17,4,19,24,-,Resistor
EMIDS,Berkswell 132kV,SANL3_T2,33,SANL7_2T0,6.6,New,Dy11,4.639,71.951,0.000,-12,3,19,24,-,Resistor
EMIDS,Berkswell 132kV,SOTH3_MAIN1,33,SOTH5_1T0,11,Removed,Dyn11,5.660,121.680,103.430,-14,5,12,24,-,Resistor
EMIDS,Berkswell 132kV,SOTH3_MAIN2,33,SOTH5_2T0,11,Removed,Dyn11,5.660,122.280,103.940,-14,5,12,24,-,Resistor
EMIDS,Berkswell 132kV,SOTH3_T1,33,SOTH5_1T0,11,New,Dyn11,5.660,121.680,103.430,-12,4,12,24,-,Resistor
EMIDS,Berkswell 132kV,SOTH3_T2,33,SOTH5_2T0,11,New,Dyn11,5.660,122.280,103.940,-12,4,12,24,-,Resistor
EMIDS,Berkswell 132kV,SPOS3_MAIN1,33,SPOS7_1T0,6.6,Updated,Dyn11,5.167,88.713,81.000,-12,4,19,24,-,Resistor
EMIDS,Berkswell 132kV,SPOS3_MAIN2,33,SPOS7_2T0,6.6,Updated,Dyn11,5.112,79.453,79.453,-12,4,19,24,-,Resistor
EMIDS,Berkswell 132kV,TOFD3_T1,33,TOFD5_1T0,11,Updated,Dyn11,5.220,119.110,101.010,-12,4,12,24,-,Resistor
EMIDS,Berkswell 132kV,TOFD3_T2,33,TOFD5_2T0,11,Updated,Dyn11,5.220,119.110,101.240,-12,4,12,24,-,Resistor
EMIDS,Berkswell 132kV,TRRA3_MAIN1,33,TRRA5_1T0,11,Updated,Dyn11,4.819,89.385,89.385,-12,4,15,15,-,Resistor
EMIDS,Berkswell 132kV,TRRA3_MAIN2,33,TRRA5_2T0,11,Updated,Dyn11,4.955,89.377,89.377,-12,4,15,15,-,Resistor
EMIDS,Berkswell 132kV,WARU3_MAIN1,33,WARU5_1T0,11,Updated,Dyn11,2.680,87.290,74.200,-12,4,20,32,-,Resistor
EMIDS,Berkswell 132kV,WARU3_MAIN2,33,WARU5_2T0,11,Updated,Dyn11,2.710,87.460,74.340,-12,4,20,32,-,Resistor
EMIDS,Berkswell 132kV,WARW1_113A,132,WARW3_GT1A,33,Updated,YNd1,1.110,25.233,21.450,-12,6,30,60,-,Earthing Transformer + Resistor
EMIDS,Berkswell 132kV,WARW1_213A,132,WARW3_GT2A,33,Updated,YNd1,1.100,26.000,22.100,-12,6,45,90,-,Earthing Transformer + Resistor
EMIDS,Berkswell 132kV,WARW1_313A,132,WARW3_GT3A,33,Updated,YNd1,1.101,25.333,21.490,-12,6,30,60,-,Earthing Transformer + Resistor
EMIDS,Berkswell 132kV,WARW1_GT1B,132,WARW5_GT1B,11,Updated,YNyn0,2.629,76.055,456.327,-12,6,15,30,-,Resistor
EMIDS,Berkswell 132kV,WARW1_GT2B,132,WARW5_GT2B,11,Updated,YNyn0,2.630,76.050,64.650,-12,6,15,30,-,Resistor
EMIDS,Berkswell 132kV,WARW1_GT3B,132,WARW5_GT3B,11,Updated,YNyn0,2.610,75.820,64.450,-12,6,15,30,-,Resistor
EMIDS,Berkswell 132kV,WEHR3_T1,33,WEHR5_1T0,11,Updated,Dyn11,9.460,118.320,100.570,-12,4,7.5,15,-,Earthing Transformer + Resistor
EMIDS,Berkswell 132kV,WEHR3_T2,33,WEHR5_2T0,11,Updated,Dyn11,9.460,117.590,99.950,-12,4,7.5,15,-,Earthing Transformer + Resistor
EMIDS,Berkswell 132kV,WELE3_MAIN1,33,WELE5_1T0,11,Removed,Dyn11,5.093,78.084,66.371,-10,10,12,24,24,Resistor
EMIDS,Berkswell 132kV,WELE3_MAIN2,33,WELE5_2T0,11,Removed,Dyn11,5.093,78.084,66.371,-10,10,12,24,24,Resistor
EMIDS,Berkswell 132kV,WELE3_T1,33,WELE5_#3T0,11,New,Dyn11,5.670,85.610,72.770,-12,4,12,24,-,Resistor
EMIDS,Berkswell 132kV,WELE3_T2,33,WELE5_#4T0,11,New,Dyn11,5.093,78.084,66.371,-8,8,12,24,-,Resistor
EMIDS,Berkswell 132kV,WSST3_T1,33,WSST5_1T0,11,Updated,Dy11,5.598,107.731,0.000,-11,4,12,19,-,Resistor
EMIDS,Berkswell 132kV,WSST3_T2,33,WSST5_2T0,11,Updated,Dy11,5.598,110.030,0.000,-11,4,12,19,-,Resistor
EMIDS,Bicker Fen 132kV,ALFO3_1H3,33,ALFO5_1T0,11,Updated,Dyn11,18.294,181.608,181.608,-12,4,6,6,-,Resistor
EMIDS,Bicker Fen 132kV,ALFO3_2H3,33,ALFO5_2T0,11,Updated,Dyn11,18.464,181.591,181.591,-12,4,6,6,-,Resistor
EMIDS,Bicker Fen 132kV,BILL3_1H3,33,BILL5_1T0,11,Updated,Dyn11,11.880,114.475,114.475,-12,4,6,9.5,-,Resistor
EMIDS,Bicker Fen 132kV,BILL3_2H3,33,BILL5_10T0,11,Updated,Dyn11,9.525,124.672,105.971,-11,4,7.5,15,-,Resistor
EMIDS,Bicker Fen 132kV,CHSL3_1H3,33,CHSL5_1T0,11,Updated,Dyn11,8.294,117.859,117.859,-12,4,6,9.5,-,Resistor
EMIDS,Bicker Fen 132kV,CHSL3_2H3,33,CHSL5_2T0,11,Updated,Dyn11,8.294,116.983,116.983,-10,4,6,9.5,-,Resistor
EMIDS,Bicker Fen 132kV,CRAN3_#1H0,33,CRAN5_3T0,11,Updated,Dyn11,5.410,84.230,71.590,-12,4,12,24,-,Resistor
EMIDS,Bicker Fen 132kV,CRAN3_#2H0,33,CRAN5_4T0,11,Updated,Dyn11,5.470,84.100,71.490,-12,4,12,24,-,Resistor
EMIDS,Bicker Fen 132kV,EASN3_1H3,33,EASN5_1T0,11,Updated,Dyn11,4.348,107.461,107.461,-10,4,12,19,-,Resistor
EMIDS,Bicker Fen 132kV,GHAL3_T1,33,GHAL5_#2T0,11,New,Dyn11,7.200,120.300,102.260,-12,4,7.5,15,-,Resistor
EMIDS,Bicker Fen 132kV,GHAL3_T1,33,GHAL5_1T0,11,Removed,Dyn11,11.841,117.446,117.446,-14,5,6,9.5,-,Resistor
EMIDS,Bicker Fen 132kV,GRNO1_113,132,GRNO8_1T0,25,New,Yy0,0.788,68.688,0.000,-5,0,24,24,-,Resistor
EMIDS,Bicker Fen 132kV,GRNO1_113,132,GRNO8_1L3,25,Removed,Yy0,0.788,68.688,0.000,-12,0,24,24,-,Resistor
EMIDS,Bicker Fen 132kV,GRNO1_213,132,GRNO8_2T0,25,New,Yy0,0.800,69.104,0.000,-5,0,24,24,-,Resistor
EMIDS,Bicker Fen 132kV,GRNO1_213,132,GRNO8_2L3,25,Removed,Yy0,0.800,69.104,0.000,-12,0,24,24,-,Resistor
EMIDS,Bicker Fen 132kV,GRTH1_#110,132,GRTH3_GT1,33,Updated,YNd1,0.370,15.040,28.730,-12,6,45,90,-,Earthing Transformer + Resistor
EMIDS,Bicker Fen 132kV,GRTH1_#210,132,GRTH3_GT2,33,Updated,YNd1,0.380,15.510,28.730,-12,6,45,90,-,Earthing Transformer + Resistor
EMIDS,Bicker Fen 132kV,HRNC3_#1H0,33,HRNC5_1T0,11,Updated,Dyn11,5.470,87.680,74.530,-15,1,12,19,-,Resistor
EMIDS,Bicker Fen 132kV,HRNC3_#2H0,33,HRNC5_2T0,11,Updated,Dyn11,5.520,87.730,74.570,-15,1,12,19,-,Resistor
EMIDS,Bicker Fen 132kV,INGM3_1H3,33,INGM5_1T0,11,Updated,Dyn11,4.311,104.290,104.290,-12,4,12,19,-,Resistor
EMIDS,Bicker Fen 132kV,INGM3_2H3,33,INGM5_2T0,11,Updated,Dyn11,4.320,105.931,105.931,-12,4,12,19,-,Resistor
EMIDS,Bicker Fen 132kV,LEAD3_1H3,33,LEAD5_1T0,11,Updated,Dyn11,7.611,119.986,119.986,-12,4,6,9.5,-,Resistor
EMIDS,Bicker Fen 132kV,LEAD3_2H3,33,LEAD5_2T0,11,Updated,Dyn11,7.411,123.503,123.503,-10,4,6,9.5,-,Resistor
EMIDS,Bicker Fen 132kV,MOVE3_2H3,33,MOVE5_2T0,11,Updated,Dyn11,8.620,123.280,104.790,-12,4,7.5,15,-,Resistor
EMIDS,Bicker Fen 132kV,MTGH3_#2H0,33,MTGH5_6T0,11,Updated,Dyn11,5.410,84.170,71.550,-12,4,12,24,-,Resistor
EMIDS,Bicker Fen 132kV,NEBR3_#1H0,33,NEBR5_1T0,11,Updated,Dyn11,6.030,83.620,71.080,-12,4,12,24,-,Resistor
EMIDS,Bicker Fen 132kV,NEBR3_#2H0,33,NEBR5_2T0,11,Updated,Dyn11,6.010,83.850,71.270,-12,4,12,24,-,Resistor
EMIDS,Bicker Fen 132kV,RUSK3_1H3,33,RUSK5_1T0,11,Updated,Dyn11,5.079,104.743,104.743,-12,4,12,19,-,Resistor
EMIDS,Bicker Fen 132kV,RUSK3_2H3,33,RUSK5_2T0,11,Updated,Dyn11,4.639,109.115,109.115,-12,4,12,19,-,Resistor
EMIDS,Bicker Fen 132kV,SKEG1_113,132,SKEG3_GT1,33,New,YNd1,0.370,14.556,13.555,-12,6,45,90,-,Earthing Transformer + Resistor
EMIDS,Bicker Fen 132kV,SKEG1_113,132,SKEG3_#1T0,33,Removed,YNd1,0.370,14.556,13.555,-20,10,45,90,-,Earthing Transformer + Resistor
EMIDS,Bicker Fen 132kV,SKEG1_213,132,SKEG3_GT2,33,New,YNd1,0.370,14.589,13.555,-12,6,45,90,-,Earthing Transformer + Resistor
EMIDS,Bicker Fen 132kV,SKEG1_213,132,SKEG3_#2T0,33,Removed,YNd1,0.370,14.589,13.555,-20,10,45,90,-,Earthing Transformer + Resistor
EMIDS,Bicker Fen 132kV,SKIL3_#2H0,33,SKIL5_2T0,11,Updated,Dyn11,5.580,87.320,74.220,-12,4,12,24,-,Resistor
EMIDS,Bicker Fen 132kV,SLEA1_#110,132,SLEA3_#1T0,33,Updated,YNd1,0.420,24.920,23.180,-12,6,45,90,-,Earthing Transformer + Resistor
EMIDS,Bicker Fen 132kV,SLEA1_#210,132,SLEA3_#2T0,33,Updated,YNd1,0.420,24.860,23.230,-12,6,45,90,-,Earthing Transformer + Resistor
EMIDS,Bicker Fen 132kV,SLEA3_#3H0,33,SLEA5_1T0,11,Updated,Dyn11,5.921,111.757,106.169,-12,4,12,24,-,Resistor
EMIDS,Bicker Fen 132kV,SLEA3_#4H0,33,SLEA5_2T0,11,Updated,Dyn11,5.859,112.030,106.428,-12,4,12,24,-,Resistor
EMIDS,Bicker Fen 132kV,SPIL3_1H3,33,SPIL5_1T0,11,Updated,Dyn11,8.310,118.520,100.740,-13,3,6,6,-,Resistor
EMIDS,Bicker Fen 132kV,SPIL3_2H3,33,SPIL5_2T0,11,Updated,Dyn11,8.170,115.240,97.960,-13,3,6,6,-,Resistor
EMIDS,Bicker Fen 132kV,TATT3_#3H0,33,TATT5_1T0,11,Updated,Dyn11,5.410,83.440,70.920,-12,4,12,24,-,Resistor
EMIDS,Bicker Fen 132kV,TATT3_#4H0,33,TATT5_2T0,11,Updated,Dyn11,5.460,83.310,70.820,-12,4,12,24,-,Resistor
EMIDS,Bicker Fen 132kV,TRUS3_#2H0,33,TRUS5_T2,11,New,Dyn11,5.210,84.730,72.020,-12,4,12,24,-,Resistor
EMIDS,Bicker Fen 132kV,TRUS3_#2H0,33,TRUS5_4T0,11,Removed,Dyn11,5.210,84.730,72.020,-14,5,12.7,14.8,-,Resistor
EMIDS,Bicker Fen 132kV,TRUS3_#3H0,33,TRUS5_T1,11,New,Dyn11,5.210,84.730,72.020,-12,4,12,24,-,Resistor
EMIDS,Bicker Fen 132kV,TRUS3_#3H0,33,TRUS5_3T0,11,Removed,Dyn11,5.210,84.730,72.020,-14,5,14.4,16.7,-,Resistor
EMIDS,Bicker Fen 132kV,WALN3_1H3,33,WALN5_1T0,11,Updated,Dyn11,5.775,101.750,91.575,-12,4,12,24,-,Resistor
EMIDS,Bicker Fen 132kV,WALN3_2H3,33,WALN5_2T0,11,Updated,Dyn11,5.260,116.921,116.921,-12,4,12,24,-,Resistor
EMIDS,Bicker Fen 132kV,WALN3_MAIN3,33,WALN5_13T0,11,New,Dyn11,4.452,116.207,116.207,-12,4,12,19,-,Resistor
EMIDS,Bicker Fen 132kV,WALN3_MAIN3,33,WALN5_3T0,11,Removed,Dyn11,4.452,116.207,116.207,-14,5,12,19,-,Resistor
EMIDS,Bicker Fen 132kV,WOOS3_2H3,33,WOOS5_T2,11,New,Dyn11,7.680,120.890,102.760,-11,4,7.5,15,-,Resistor
EMIDS,Bicker Fen 132kV,WOOS3_2H3,33,WOOS5_2T0,11,Removed,Dyn11,7.030,110.610,94.020,-10,10,7.5,15,-,Resistor
EMIDS,Bicker Fen 132kV,WRAN3_2H3,33,WRAN5_#3T0,11,New,Dyn11,9.172,116.917,116.917,-12,4,6,9.5,-,Resistor
EMIDS,Bicker Fen 132kV,WRAN3_2H3,33,WRAN5_2T0,11,Removed,Dyn11,9.172,116.917,116.917,-14,5,6,9.5,-,Resistor
EMIDS,Chesterfield 132kV,ACRL3_T1,33,ACRL5_#1T0,11,Updated,Dyn11,4.915,77.336,77.336,-10,4,12,19,-,Resistor
EMIDS,Chesterfield 132kV,ACRL3_T2,33,ACRL5_#2T0,11,Updated,Dyn11,4.915,78.760,78.760,-10,4,12,19,-,Resistor
EMIDS,Chesterfield 132kV,ALFR1_#110,132,ALFR3_#1T0,33,Updated,YNd1,0.520,24.820,21.409,-12,6,60,90,-,Earthing Transformer + Resistor
EMIDS,Chesterfield 132kV,ALFR1_#210,132,ALFR3_#2T0,33,Updated,YNd1,0.520,24.780,21.070,-12,6,60,90,-,Earthing Transformer + Resistor
EMIDS,Chesterfield 132kV,AMBE3_TA,33,AMBE5_#3T0,11,Updated,Dy11,4.479,65.864,0.000,-10,4,15,15,-,Shared Resistor
EMIDS,Chesterfield 132kV,AMBE3_TB,33,AMBE5_#4T0,11,Updated,Dy11,4.483,65.644,0.000,-10,4,15,15,-,Shared Resistor
EMIDS,Chesterfield 132kV,ANNE1_113,132,ANNE3_#1T0,33,Updated,YNd1,1.369,26.222,22.340,-12,6,22.5,45,-,Earthing Transformer + Resistor
EMIDS,Chesterfield 132kV,ANNE1_213,132,ANNE3_#2T0,33,Updated,YNd1,1.399,26.288,22.290,-12,6,22.5,45,-,Earthing Transformer + Resistor
EMIDS,Chesterfield 132kV,ANNE1_313,132,ANNE3_#3T0,33,Updated,YNd1,0.896,20.830,17.710,-12,6,30,60,-,Earthing Transformer + Resistor
EMIDS,Chesterfield 132kV,ANNE1_413,132,ANNE3_#4T0,33,Updated,YNd1,0.878,20.500,17.430,-12,6,30,60,-,Earthing Transformer + Resistor
EMIDS,Chesterfield 132kV,ANNE3_#1H0,33,ANNE5_#1T0,11,Removed,Dyn11,3.334,61.225,61.225,-14,5,20,28,-,Resistor
EMIDS,Chesterfield 132kV,ANNE3_#2H0,33,ANNE5_#2T0,11,Removed,Dyn11,3.334,60.568,60.568,-14,5,20,28,-,Resistor
EMIDS,Chesterfield 132kV,ANNE3_T1,33,ANNE5_#1T0,11,New,Dyn11,3.334,61.225,61.225,-10,4,20,28,-,Resistor
EMIDS,Chesterfield 132kV,ANNE3_T2,33,ANNE5_#2T0,11,New,Dyn11,3.334,60.568,60.568,-10,4,20,28,-,Resistor
EMIDS,Chesterfield 132kV,BILE3_#1H0,33,BILE5_#1T0,11,Updated,Dyn11,4.559,81.408,81.408,-10,4,12,19,-,Resistor
EMIDS,Chesterfield 132kV,BILE3_#2H0,33,BILE5_#2T0,11,Updated,Dyn11,4.569,80.423,80.423,-10,4,12,19,-,Resistor
EMIDS,Chesterfield 132kV,BIWA3_TA,33,BIWA5_#1T0,11,Updated,Dyn11,4.352,104.617,104.617,-12,4,12,19,-,Resistor
EMIDS,Chesterfield 132kV,BLID3_1H3,33,BLID5_#1T0,11,Updated,Dyn11,8.349,117.965,117.965,-10,4,6,9.5,-,Resistor
EMIDS,Chesterfield 132kV,BLID3_2H3,33,BLID5_#2T0,11,Updated,Dyn11,8.349,117.965,117.965,-10,4,6,9.5,-,Resistor
EMIDS,Chesterfield 132kV,BLWL3_1H3,33,BLWL5_#1T0,11,Updated,Dyn11,4.712,65.409,55.600,-10,4,15,15,-,Resistor
EMIDS,Chesterfield 132kV,BLWL3_2H3,33,BLWL5_#2T0,11,Updated,Dyn11,5.720,76.980,65.430,-12,4,12,24,-,Resistor
EMIDS,Chesterfield 132kV,BOLV3_T1,33,BOLV5_#1T0,11,Updated,Dyn11,2.690,87.780,74.610,-12,4,20,40,-,Resistor
EMIDS,Chesterfield 132kV,BOLV3_T2,33,BOLV5_#2T0,11,Updated,Dyn11,2.700,88.000,74.800,-12,4,20,40,-,Resistor
EMIDS,Chesterfield 132kV,BUDB3_#1H5,33,BUDB5_#1T0,11,Updated,Dyn11,21.860,170.199,170.199,-10,4,4,4,-,Resistor
EMIDS,Chesterfield 132kV,CALN3_1H3,33,CALN5_#1T0,11,Existing,Dyn11,4.680,57.200,48.620,-8,8,12,24,-,Resistor
EMIDS,Chesterfield 132kV,CALN3_2H3,33,CALN5_#2T0,11,Existing,Dyn11,4.580,57.150,48.580,-8,8,12,24,-,Resistor
EMIDS,Chesterfield 132kV,CHTE1_110,132,CHTE3_#1T0,33,Updated,YNd1,0.400,15.190,27.890,-12,6,45,90,-,Earthing Transformer + Resistor
EMIDS,Chesterfield 132kV,CHTE1_210,132,CHTE3_#2T0,33,Updated,YNd1,0.400,15.190,27.890,-12,6,45,90,-,Earthing Transformer + Resistor
EMIDS,Chesterfield 132kV,CLIP1_113,132,CLIP3_#1T0,33,Updated,YNd1,0.376,15.884,13.502,-12,6,60,90,-,Earthing Transformer + Resistor
EMIDS,Chesterfield 132kV,CLIP1_213,132,CLIP3_#2T0,33,Updated,YNd1,0.378,15.829,13.454,-12,6,60,90,-,Earthing Transformer + Resistor
EMIDS,Chesterfield 132kV,CLIP3_T1,33,CLIP5_#1T0,11,Updated,Dyn11,4.080,89.531,89.531,-12,4,15,15,-,Earthing Transformer
EMIDS,Chesterfield 132kV,CLIP3_T2,33,CLIP5_#2T0,11,Updated,Dyn11,4.080,88.656,88.656,-12,4,15,15,-,Earthing Transformer
EMIDS,Chesterfield 132kV,CLOW3_T1,33,CLOW5_#3T0,11,Updated,Dyn11,4.890,86.300,73.350,-12,4,12,19,-,Earthing Transformer + Resistor
