scenario,substation,technology,capacity_mw,curtailment_pct,curtailed_mwh,total_mwh,curtailed_hours,binding_branch,exceeds_2000h,exceeds_1000h
NESO relaxes GSP limit (+10%),LWNI,PV,20,0.02,4,22257,5,RHOS3_2L5->LWNI3_1L3,False,False
NESO relaxes GSP limit (+10%),LWNI,Wind,20,2.67,1352,50570,622,RHOS3_2L5->LWNI3_1L3,False,False
NESO relaxes GSP limit (+10%),LWNI,BESS,20,6.03,4875,80812,1904,RHOS3_2L5->LWNI3_1L3,False,True
NESO relaxes GSP limit (+10%),Lampeter,PV,20,0.2,44,22257,9,LAMP3_2L5->LWNI3_2L3,False,False
NESO relaxes GSP limit (+10%),Lampeter,Wind,20,0.32,164,50570,36,LAMP3_2L5->LWNI3_2L3,False,False
NESO relaxes GSP limit (+10%),Lampeter,BESS,20,0.14,109,80812,15,LAMP3_2L5->LWNI3_2L3,False,False
NESO relaxes GSP limit (+10%),Llanarth,PV,20,0.0,0,22257,0,None,False,False
NESO relaxes GSP limit (+10%),Llanarth,Wind,20,0.0,0,50570,0,None,False,False
NESO relaxes GSP limit (+10%),Llanarth,BESS,20,0.0,0,80812,0,None,False,False
NESO relaxes GSP limit (+10%),MACH,PV,20,2.79,621,22257,259,ABYS1_213->ABYS3_2T0,False,False
NESO relaxes GSP limit (+10%),MACH,Wind,20,11.67,5901,50570,788,ABYS1_213->ABYS3_2T0,False,False
NESO relaxes GSP limit (+10%),MACH,BESS,20,11.59,9369,80812,1126,ABYS1_213->ABYS3_2T0,False,True
NESO relaxes GSP limit (+10%),MAER,PV,20,1.34,299,22257,117,55L7040P11->TOWE3T,False,False
NESO relaxes GSP limit (+10%),MAER,Wind,20,17.31,8754,50570,1334,55L7040P11->TOWE3T,False,True
NESO relaxes GSP limit (+10%),MAER,BESS,20,10.61,8570,80812,1590,55L7040P11->TOWE3T,False,True
NESO relaxes GSP limit (+10%),MAES,PV,20,0.0,0,22257,0,None,False,False
NESO relaxes GSP limit (+10%),MAES,Wind,20,0.0,0,50570,0,None,False,False
NESO relaxes GSP limit (+10%),MAES,BESS,20,0.0,0,80812,0,None,False,False
NESO relaxes GSP limit (+10%),MYND,PV,20,2.77,617,22257,258,ABYS1_213->ABYS3_2T0,False,False
NESO relaxes GSP limit (+10%),MYND,Wind,20,11.48,5806,50570,775,ABYS1_213->ABYS3_2T0,False,False
NESO relaxes GSP limit (+10%),MYND,BESS,20,11.46,9264,80812,1116,ABYS1_213->ABYS3_2T0,False,True
NESO relaxes GSP limit (+10%),NANG,PV,20,23.99,5339,22257,1094,NANG3_#1L5->WGWB3_2L3,False,True
NESO relaxes GSP limit (+10%),NANG,Wind,20,13.79,6976,50570,2067,NANG3_#1L5->WGWB3_2L3,True,True
NESO relaxes GSP limit (+10%),NANG,BESS,20,31.33,25321,80812,2484,NANG3_#1L5->WGWB3_2L3,True,True
NESO relaxes GSP limit (+10%),NEVE,PV,20,12.08,2690,22257,606,BRID3_2L9->BRID3_2L5,False,False
NESO relaxes GSP limit (+10%),NEVE,Wind,20,1.26,639,50570,315,LWND3T->58L5303P19,False,False
NESO relaxes GSP limit (+10%),NEVE,BESS,20,9.39,7590,80812,2231,LWND3T->58L5303P19,True,True
NESO relaxes GSP limit (+10%),NEWL,PV,20,20.42,4544,22257,878,W38_3S->NEWL3_1L3,False,False
NESO relaxes GSP limit (+10%),NEWL,Wind,20,5.19,2623,50570,1067,W38_3S->NEWL3_1L3,False,True
NESO relaxes GSP limit (+10%),NEWL,BESS,20,21.18,17118,80812,2480,W38_3S->NEWL3_1L3,True,True
NESO relaxes GSP limit (+10%),PCYL,PV,20,2.82,627,22257,260,ABYS1_213->ABYS3_2T0,False,False
NESO relaxes GSP limit (+10%),PCYL,Wind,20,11.84,5988,50570,804,ABYS1_213->ABYS3_2T0,False,False
NESO relaxes GSP limit (+10%),PCYL,BESS,20,11.76,9504,80812,1142,ABYS1_213->ABYS3_2T0,False,True
NESO relaxes GSP limit (+10%),PEND,PV,20,7.37,1640,22257,557,SPRI3->58L5296P162,False,False
NESO relaxes GSP limit (+10%),PEND,Wind,20,11.72,5929,50570,1404,CARM3_8L5->PEND3T,False,True
NESO relaxes GSP limit (+10%),PEND,BESS,20,21.04,17007,80812,2488,SPRI3->58L5296P162,True,True
NESO relaxes GSP limit (+10%),PGTN,PV,20,1.09,242,22257,157,TRAB3M->TRAV3_3L9,False,False
NESO relaxes GSP limit (+10%),PGTN,Wind,20,0.54,272,50570,252,TRAB3M->TRAV3_3L9,False,False
NESO relaxes GSP limit (+10%),PGTN,BESS,20,11.04,8919,80812,2459,TRAB3M->TRAV3_3L9,True,True
NESO relaxes GSP limit (+10%),PNTA,PV,20,2.79,622,22257,274,CYNH3->PONY3_#2L5,False,False
NESO relaxes GSP limit (+10%),PNTA,Wind,20,0.78,397,50570,286,CYNH3->PONY3_#2L5,False,False
NESO relaxes GSP limit (+10%),PNTA,BESS,20,10.82,8741,80812,2444,CYNH3->PONY3_#2L5,True,True
NESO relaxes GSP limit (+10%),PONA,PV,20,6.1,1357,22257,460,PONA3_2L3->LAMP3_1L5,False,False
NESO relaxes GSP limit (+10%),PONA,Wind,20,0.79,399,50570,344,PONA3_2L3->LAMP3_1L5,False,False
NESO relaxes GSP limit (+10%),PONA,BESS,20,17.77,14359,80812,2460,PONA3_2L3->LAMP3_1L5,True,True
NESO relaxes GSP limit (+10%),POND,PV,20,0.94,210,22257,139,POND3_#1L5->TRAV3_#3L5,False,False
NESO relaxes GSP limit (+10%),POND,Wind,20,0.41,208,50570,206,POND3_#1L5->TRAV3_#3L5,False,False
NESO relaxes GSP limit (+10%),POND,BESS,20,8.13,6571,80812,2312,POND3_#1L5->TRAV3_#3L5,True,True
NESO relaxes GSP limit (+10%),PONY,PV,20,4.42,985,22257,324,FOSL3T->NEWL3_3L5,False,False
NESO relaxes GSP limit (+10%),PONY,Wind,20,0.25,126,50570,126,PONY3_#1L5->52L7800P1,False,False
NESO relaxes GSP limit (+10%),PONY,BESS,20,9.05,7313,80812,2456,PONY3_#1L5->52L7800P1,True,True
NESO relaxes GSP limit (+10%),RAVE,PV,20,0.07,15,22257,3,UU19E->SWAW1_MAIN1,False,False
NESO relaxes GSP limit (+10%),RAVE,Wind,20,0.0,0,50570,0,None,False,False
NESO relaxes GSP limit (+10%),RAVE,BESS,20,0.03,26,80812,6,UU19E->SWAW1_MAIN1,False,False
NESO relaxes GSP limit (+10%),REDC,PV,20,0.01,2,22257,4,WGWB3_1L3->58L1323P59M,False,False
NESO relaxes GSP limit (+10%),REDC,Wind,20,2.86,1449,50570,300,WGWB3_1L3->58L1323P59M,False,False
NESO relaxes GSP limit (+10%),REDC,BESS,20,4.44,3586,80812,660,WGWB3_1L3->58L1323P59M,False,False
NESO relaxes GSP limit (+10%),RGOS,PV,20,0.0,0,22257,0,None,False,False
NESO relaxes GSP limit (+10%),RGOS,Wind,20,0.0,0,50570,0,None,False,False
NESO relaxes GSP limit (+10%),RGOS,BESS,20,0.0,0,80812,0,None,False,False
NESO relaxes GSP limit (+10%),RHYD,PV,20,3.3,734,22257,285,ABYS1_213->ABYS3_2T0,False,False
NESO relaxes GSP limit (+10%),RHYD,Wind,20,11.65,5889,50570,821,ABYS1_213->ABYS3_2T0,False,False
NESO relaxes GSP limit (+10%),RHYD,BESS,20,13.42,10843,80812,1346,RHYD1_113->RHYD3_1T0,False,True
NESO relaxes GSP limit (+10%),Rhos,PV,20,0.03,6,22257,3,LLAN3_1L5->BLAP3_3L5,False,False
NESO relaxes GSP limit (+10%),Rhos,Wind,20,0.0,0,50570,0,None,False,False
NESO relaxes GSP limit (+10%),Rhos,BESS,20,0.0,0,80812,0,None,False,False
NESO relaxes GSP limit (+10%),SOFI,PV,20,0.0,0,22257,0,None,False,False
NESO relaxes GSP limit (+10%),SOFI,Wind,20,0.0,0,50570,0,None,False,False
NESO relaxes GSP limit (+10%),SOFI,BESS,20,0.0,0,80812,0,None,False,False
NESO relaxes GSP limit (+10%),STCL,PV,20,23.11,5144,22257,1195,CARM3_4L5->STCL3_MAIN1,False,True
NESO relaxes GSP limit (+10%),STCL,Wind,20,26.66,13482,50570,2789,CARM3_4L5->STCL3_MAIN1,True,True
NESO relaxes GSP limit (+10%),STCL,BESS,20,36.98,29883,80812,2496,CARM3_4L5->STCL3_MAIN1,True,True
NESO relaxes GSP limit (+10%),SWAU,PV,20,10.32,2296,22257,724,TSKT3_MAIN1->SWAU3_MAIN1,False,False
NESO relaxes GSP limit (+10%),SWAU,Wind,20,11.93,6035,50570,1802,TSKT3_MAIN1->SWAU3_MAIN1,False,True
NESO relaxes GSP limit (+10%),SWAU,BESS,20,28.86,23320,80812,2460,TSKT3_MAIN1->SWAU3_MAIN1,True,True
NESO relaxes GSP limit (+10%),Swansea North,PV,20,0.05,10,22257,4,SWAN1_#310->SWAN3_#3T0,False,False
NESO relaxes GSP limit (+10%),Swansea North,Wind,20,0.0,0,50570,0,None,False,False
NESO relaxes GSP limit (+10%),Swansea North,BESS,20,0.0,1,80812,0,SWAN1_#310->SWAN3_#3T0,False,False
NESO relaxes GSP limit (+10%),Swansea West,PV,20,0.07,15,22257,3,UU19E->SWAW1_MAIN1,False,False
NESO relaxes GSP limit (+10%),Swansea West,Wind,20,0.0,0,50570,0,None,False,False
NESO relaxes GSP limit (+10%),Swansea West,BESS,20,0.03,26,80812,6,UU19E->SWAW1_MAIN1,False,False
NESO relaxes GSP limit (+10%),TIMT,PV,20,0.0,0,22257,0,None,False,False
NESO relaxes GSP limit (+10%),TIMT,Wind,20,0.0,0,50570,0,None,False,False
NESO relaxes GSP limit (+10%),TIMT,BESS,20,0.0,0,80812,0,None,False,False
NESO relaxes GSP limit (+10%),TREG,PV,20,0.18,39,22257,8,LAMP3_2L5->LWNI3_2L3,False,False
NESO relaxes GSP limit (+10%),TREG,Wind,20,0.27,135,50570,32,LAMP3_2L5->LWNI3_2L3,False,False
NESO relaxes GSP limit (+10%),TREG,BESS,20,0.14,113,80812,49,LDBF3_1L9->TREG3_2L3,False,False
NESO relaxes GSP limit (+10%),TREV,PV,20,0.01,2,22257,4,WGWB3_1L3->58L1323P59M,False,False
NESO relaxes GSP limit (+10%),TREV,Wind,20,2.89,1460,50570,303,WGWB3_1L3->58L1323P59M,False,False
NESO relaxes GSP limit (+10%),TREV,BESS,20,4.48,3623,80812,668,WGWB3_1L3->58L1323P59M,False,False
NESO relaxes GSP limit (+10%),TSKT,PV,20,0.07,15,22257,3,UU19E->SWAW1_MAIN1,False,False
NESO relaxes GSP limit (+10%),TSKT,Wind,20,0.0,0,50570,0,None,False,False
NESO relaxes GSP limit (+10%),TSKT,BESS,20,0.03,26,80812,6,UU19E->SWAW1_MAIN1,False,False
NESO relaxes GSP limit (+10%),TUMB,PV,20,0.43,95,22257,77,CRHA3_#1L5->TUMB3_3L5,False,False
NESO relaxes GSP limit (+10%),TUMB,Wind,20,0.02,9,50570,27,CRHA3_#1L5->TUMB3_3L5,False,False
NESO relaxes GSP limit (+10%),TUMB,BESS,20,4.15,3357,80812,1916,CRHA3_#1L5->TUMB3_3L5,False,True
NESO relaxes GSP limit (+10%),TWYN,PV,20,2.8,623,22257,260,ABYS1_213->ABYS3_2T0,False,False
NESO relaxes GSP limit (+10%),TWYN,Wind,20,11.8,5970,50570,800,ABYS1_213->ABYS3_2T0,False,False
NESO relaxes GSP limit (+10%),TWYN,BESS,20,11.69,9443,80812,1133,ABYS1_213->ABYS3_2T0,False,True
NESO relaxes GSP limit (+10%),Tir John,PV,20,0.0,0,22257,0,None,False,False
NESO relaxes GSP limit (+10%),Tir John,Wind,20,0.0,0,50570,0,None,False,False
NESO relaxes GSP limit (+10%),Tir John,BESS,20,0.0,0,80812,0,None,False,False
NESO relaxes GSP limit (+10%),Trostre,PV,20,0.0,0,22257,0,None,False,False
NESO relaxes GSP limit (+10%),Trostre,Wind,20,0.0,0,50570,0,None,False,False
NESO relaxes GSP limit (+10%),Trostre,BESS,20,0.0,0,80812,0,None,False,False
NESO relaxes GSP limit (+10%),WAUN,PV,20,19.85,4418,22257,941,CLAS3_#2L5->SWAN3_10L5,False,False
NESO relaxes GSP limit (+10%),WAUN,Wind,20,44.38,22440,50570,3144,CLAS3_#2L5->SWAN3_10L5,True,True
NESO relaxes GSP limit (+10%),WAUN,BESS,20,44.79,36192,80812,4133,CLAS3_#2L5->SWAN3_10L5,True,True
NESO relaxes GSP limit (+10%),WESX,PV,20,0.17,38,22257,10,UPLT31->WESX3_MAIN1,False,False
NESO relaxes GSP limit (+10%),WESX,Wind,20,0.0,1,50570,1,UPLT31->WESX3_MAIN1,False,False
NESO relaxes GSP limit (+10%),WESX,BESS,20,0.71,572,80812,898,UPLT31->WESX3_MAIN1,False,False
NESO relaxes GSP limit (+10%),WGWB,PV,20,11.84,2635,22257,703,WGWB3_1L3->58L1323P59M,False,False
NESO relaxes GSP limit (+10%),WGWB,Wind,20,8.3,4197,50570,1372,NANG3_#1L5->WGWB3_2L3,False,True
NESO relaxes GSP limit (+10%),WGWB,BESS,20,24.21,19562,80812,2460,58L1323P59M->CWFR3_5L3,True,True
NESO relaxes GSP limit (+10%),WHIT,PV,20,23.39,5205,22257,1174,WHIT3_MAIN2A->WHIT3_MAIN2B,False,True
NESO relaxes GSP limit (+10%),WHIT,Wind,20,22.1,11177,50570,2641,WHIT3_MAIN2A->WHIT3_MAIN2B,True,True
NESO relaxes GSP limit (+10%),WHIT,BESS,20,35.66,28819,80812,2488,WHIT3_MAIN2A->WHIT3_MAIN2B,True,True
NESO relaxes GSP limit (+10%),WSTC,PV,20,10.2,2270,22257,492,HIRW3_2L5->HNDR3T,False,False
NESO relaxes GSP limit (+10%),WSTC,Wind,20,0.19,94,50570,58,HIRW3_2L5->HNDR3T,False,False
NESO relaxes GSP limit (+10%),WSTC,BESS,20,3.16,2553,80812,867,HIRW3_2L5->HNDR3T,False,False
NESO relaxes GSP limit (+10%),YNST,PV,20,0.0,0,22257,0,None,False,False
NESO relaxes GSP limit (+10%),YNST,Wind,20,0.07,34,50570,12,YNST5_1T0->YNST3,False,False
NESO relaxes GSP limit (+10%),YNST,BESS,20,0.12,100,80812,32,YNST5_1T0->YNST3,False,False
NESO relaxes GSP limit (+10%),YNYS,PV,20,0.19,43,22257,18,55L7040P11->TOWE3T,False,False
NESO relaxes GSP limit (+10%),YNYS,Wind,20,7.87,3977,50570,586,55L7040P11->TOWE3T,False,False
NESO relaxes GSP limit (+10%),YNYS,BESS,20,3.15,2548,80812,422,55L7040P11->TOWE3T,False,False
NESO relaxes GSP limit (+10%),YSTF,PV,20,1.34,299,22257,206,LDOV3_4L5->YSTF3_5L3,False,False
NESO relaxes GSP limit (+10%),YSTF,Wind,20,4.33,2188,50570,888,LDOV3_4L5->YSTF3_5L3,False,False
NESO relaxes GSP limit (+10%),YSTF,BESS,20,17.39,14052,80812,2460,LDOV3_4L5->YSTF3_5L3,True,True
NESO relaxes GSP limit (+10%),Ystradgynlais,PV,20,0.26,57,22257,26,TRAV32->YSTR1_#210,False,False
NESO relaxes GSP limit (+10%),Ystradgynlais,Wind,20,0.0,2,50570,3,TRAV32->YSTR1_#210,False,False
NESO relaxes GSP limit (+10%),Ystradgynlais,BESS,20,0.05,38,80812,15,TRAV32->YSTR1_#210,False,False
Dynamic SFs (UKPN-style),ABAE,PV,20,6.02,1340,22257,504,ABAE3_1L3->LLAN3_2L5,False,False
Dynamic SFs (UKPN-style),ABAE,Wind,20,5.03,2544,50570,1080,ABAE3_1L3->LLAN3_2L5,False,True
Dynamic SFs (UKPN-style),ABAE,BESS,20,21.76,17585,80812,2460,ABAE3_1L3->LLAN3_2L5,True,True
Dynamic SFs (UKPN-style),ABDA,PV,20,0.19,43,22257,46,ABDA3_2L5->HIRW3_6L5,False,False
Dynamic SFs (UKPN-style),ABDA,Wind,20,0.52,261,50570,189,ABDA3_2L5->HIRW3_6L5,False,False
Dynamic SFs (UKPN-style),ABDA,BESS,20,6.13,4954,80812,1792,ABDA3_2L5->HIRW3_6L5,False,True
Dynamic SFs (UKPN-style),ABEC,PV,20,2.88,641,22257,170,HIRW3_2L5->HNDR3T,False,False
Dynamic SFs (UKPN-style),ABEC,Wind,20,0.1,48,50570,50,ABEC3_2L5->TRAV3_#1L5,False,False
Dynamic SFs (UKPN-style),ABEC,BESS,20,0.6,487,80812,286,ABEC3_2L5->TRAV3_#1L5,False,False
Dynamic SFs (UKPN-style),ABYS,PV,20,4.48,996,22257,396,ABYS1_213->ABYS3_2T0,False,False
Dynamic SFs (UKPN-style),ABYS,Wind,20,14.98,7575,50570,1047,ABYS1_213->ABYS3_2T0,False,True
Dynamic SFs (UKPN-style),ABYS,BESS,20,14.92,12060,80812,1402,ABYS1_213->ABYS3_2T0,False,True
Dynamic SFs (UKPN-style),ADVY,PV,20,4.47,994,22257,396,ABYS1_213->ABYS3_2T0,False,False
Dynamic SFs (UKPN-style),ADVY,Wind,20,14.85,7510,50570,1032,ABYS1_213->ABYS3_2T0,False,True
Dynamic SFs (UKPN-style),ADVY,BESS,20,14.83,11988,80812,1392,ABYS1_213->ABYS3_2T0,False,True
Dynamic SFs (UKPN-style),ALCO,PV,20,0.0,0,22257,0,None,False,False
Dynamic SFs (UKPN-style),ALCO,Wind,20,0.0,0,50570,0,None,False,False
Dynamic SFs (UKPN-style),ALCO,BESS,20,0.0,0,80812,0,None,False,False
Dynamic SFs (UKPN-style),Ammanford,PV,20,0.0,0,22257,0,None,False,False
Dynamic SFs (UKPN-style),Ammanford,Wind,20,0.0,0,50570,0,None,False,False
Dynamic SFs (UKPN-style),Ammanford,BESS,20,0.0,0,80812,0,None,False,False
Dynamic SFs (UKPN-style),BISH,PV,20,26.98,6005,22257,1172,SWAW3_#10L5->52L6001P11,False,True
Dynamic SFs (UKPN-style),BISH,Wind,20,18.06,9133,50570,2334,SWAW3_#10L5->52L6001P11,True,True
Dynamic SFs (UKPN-style),BISH,BESS,20,32.95,26626,80812,2488,SWAW3_#10L5->52L6001P11,True,True
Dynamic SFs (UKPN-style),BLAP,PV,20,11.07,2464,22257,514,LLAN3_1L5->BLAP3_3L5,False,False
Dynamic SFs (UKPN-style),BLAP,Wind,20,0.69,347,50570,121,LLAN3_1L5->BLAP3_3L5,False,False
Dynamic SFs (UKPN-style),BLAP,BESS,20,2.9,2341,80812,783,LLAN3_1L5->BLAP3_3L5,False,False
Dynamic SFs (UKPN-style),BRID,PV,20,13.8,3072,22257,644,BRID3_2L9->BRID3_2L5,False,False
Dynamic SFs (UKPN-style),BRID,Wind,20,1.61,814,50570,392,LWND3T->58L5303P19,False,False
Dynamic SFs (UKPN-style),BRID,BESS,20,10.88,8796,80812,2354,LWND3T->58L5303P19,True,True
Dynamic SFs (UKPN-style),BWST,PV,20,4.53,1008,22257,398,ABYS1_213->ABYS3_2T0,False,False
Dynamic SFs (UKPN-style),BWST,Wind,20,14.64,7406,50570,1020,ABYS1_213->ABYS3_2T0,False,True
Dynamic SFs (UKPN-style),BWST,BESS,20,15.03,12144,80812,1422,ABYS1_213->ABYS3_2T0,False,True
Dynamic SFs (UKPN-style),Briton Ferry,PV,20,0.0,0,22257,0,None,False,False
Dynamic SFs (UKPN-style),Briton Ferry,Wind,20,0.0,0,50570,0,None,False,False
Dynamic SFs (UKPN-style),Briton Ferry,BESS,20,0.0,0,80812,0,None,False,False
Dynamic SFs (UKPN-style),CARG,PV,20,14.37,3198,22257,737,LWND3T->58L5303P19,False,False
Dynamic SFs (UKPN-style),CARG,Wind,20,4.22,2132,50570,912,LWND3T->58L5303P19,False,False
Dynamic SFs (UKPN-style),CARG,BESS,20,19.94,16114,80812,2473,LWND3T->58L5303P19,True,True
Dynamic SFs (UKPN-style),CLAS,PV,20,28.13,6261,22257,1734,CLAS3_#2L5->SWAN3_10L5,False,True
Dynamic SFs (UKPN-style),CLAS,Wind,20,45.43,22972,50570,3188,CLAS3_#2L5->SWAN3_10L5,True,True
Dynamic SFs (UKPN-style),CLAS,BESS,20,47.28,38209,80812,4348,CLAS3_#2L5->SWAN3_10L5,True,True
Dynamic SFs (UKPN-style),COMS,PV,20,0.0,0,22257,0,None,False,False
Dynamic SFs (UKPN-style),COMS,Wind,20,0.0,0,50570,0,None,False,False
Dynamic SFs (UKPN-style),COMS,BESS,20,0.0,0,80812,0,None,False,False
Dynamic SFs (UKPN-style),CRHA,PV,20,0.93,207,22257,140,CRHA3_#2L5->AMMA3_9L5,False,False
Dynamic SFs (UKPN-style),CRHA,Wind,20,0.3,154,50570,149,CRHA3_#2L5->AMMA3_9L5,False,False
Dynamic SFs (UKPN-style),CRHA,BESS,20,6.62,5351,80812,2106,CRHA3_#2L5->AMMA3_9L5,True,True
Dynamic SFs (UKPN-style),CWFR,PV,20,3.29,733,22257,442,WGWB3_1L3->58L1323P59M,False,False
Dynamic SFs (UKPN-style),CWFR,Wind,20,19.19,9703,50570,1680,WGWB3_1L3->58L1323P59M,False,True
Dynamic SFs (UKPN-style),CWFR,BESS,20,27.36,22107,80812,3034,WGWB3_1L3->58L1323P59M,True,True
Dynamic SFs (UKPN-style),Carmarthen,PV,20,0.25,55,22257,63,WGWB3_1L3->58L1323P59M,False,False
Dynamic SFs (UKPN-style),Carmarthen,Wind,20,8.96,4531,50570,748,WGWB3_1L3->58L1323P59M,False,False
Dynamic SFs (UKPN-style),Carmarthen,BESS,20,11.65,9412,80812,1267,WGWB3_1L3->58L1323P59M,False,True
Dynamic SFs (UKPN-style),FOSL,PV,20,20.11,4476,22257,848,FOSL3T->NEWL3_3L5,False,False
Dynamic SFs (UKPN-style),FOSL,Wind,20,3.57,1803,50570,818,FOSL3T->NEWL3_3L5,False,False
Dynamic SFs (UKPN-style),FOSL,BESS,20,18.0,14549,80812,2502,FOSL3T->NEWL3_3L5,True,True
Dynamic SFs (UKPN-style),FRBN,PV,20,4.47,996,22257,396,ABYS1_213->ABYS3_2T0,False,False
Dynamic SFs (UKPN-style),FRBN,Wind,20,14.87,7518,50570,1034,ABYS1_213->ABYS3_2T0,False,True
Dynamic SFs (UKPN-style),FRBN,BESS,20,14.86,12008,80812,1394,ABYS1_213->ABYS3_2T0,False,True
Dynamic SFs (UKPN-style),GARN,PV,20,21.06,4686,22257,1012,CLAS3_#2L5->SWAN3_10L5,False,True
Dynamic SFs (UKPN-style),GARN,Wind,20,33.85,17117,50570,2216,CLAS3_#2L5->SWAN3_10L5,True,True
Dynamic SFs (UKPN-style),GARN,BESS,20,26.52,21430,80812,2291,CLAS3_#2L5->SWAN3_10L5,True,True
Dynamic SFs (UKPN-style),GWAU,PV,20,43.61,9707,22257,2854,GWAU3_#1H0->GWAU5_1T0,True,True
Dynamic SFs (UKPN-style),GWAU,Wind,20,52.94,26769,50570,4179,GWAU3_#1H0->GWAU5_1T0,True,True
Dynamic SFs (UKPN-style),GWAU,BESS,20,58.57,47330,80812,5087,GWAU3_#1H0->GWAU5_1T0,True,True
Dynamic SFs (UKPN-style),Gowerton East,PV,20,0.0,0,22257,0,None,False,False
Dynamic SFs (UKPN-style),Gowerton East,Wind,20,0.0,0,50570,0,None,False,False
Dynamic SFs (UKPN-style),Gowerton East,BESS,20,0.0,0,80812,0,None,False,False
Dynamic SFs (UKPN-style),HEND,PV,20,0.0,0,22257,0,None,False,False
Dynamic SFs (UKPN-style),HEND,Wind,20,0.0,0,50570,0,None,False,False
Dynamic SFs (UKPN-style),HEND,BESS,20,0.0,2,80812,4,HEND3_1H3->HEND5_1T0,False,False
Dynamic SFs (UKPN-style),HOPK,PV,20,0.0,0,22257,0,None,False,False
Dynamic SFs (UKPN-style),HOPK,Wind,20,0.0,0,50570,0,None,False,False
Dynamic SFs (UKPN-style),HOPK,BESS,20,0.0,0,80812,0,None,False,False
Dynamic SFs (UKPN-style),Hirwaun,PV,20,0.0,0,22257,0,None,False,False
Dynamic SFs (UKPN-style),Hirwaun,Wind,20,0.0,0,50570,0,None,False,False
Dynamic SFs (UKPN-style),Hirwaun,BESS,20,0.0,0,80812,0,None,False,False
Dynamic SFs (UKPN-style),INCS,PV,20,56.95,12676,22257,1100,52L6067P19->TYNY3T,False,True
Dynamic SFs (UKPN-style),INCS,Wind,20,10.31,5213,50570,1374,52L6067P19->TYNY3T,False,True
Dynamic SFs (UKPN-style),INCS,BESS,20,19.61,15847,80812,3158,INCS3_1H3->INCS5_1T0,True,True
Dynamic SFs (UKPN-style),JERM,PV,20,0.0,0,22257,0,None,False,False
Dynamic SFs (UKPN-style),JERM,Wind,20,0.0,0,50570,0,None,False,False
Dynamic SFs (UKPN-style),JERM,BESS,20,0.0,0,80812,0,None,False,False
Dynamic SFs (UKPN-style),KIDW,PV,20,15.27,3399,22257,686,FOSL3T->NEWL3_3L5,False,False
Dynamic SFs (UKPN-style),KIDW,Wind,20,1.21,612,50570,287,FOSL3T->NEWL3_3L5,False,False
Dynamic SFs (UKPN-style),KIDW,BESS,20,9.91,8006,80812,2296,FOSL3T->KIDW3_#1L5,True,True
Dynamic SFs (UKPN-style),LBRI,PV,20,30.56,6801,22257,1572,YSTF3_#3L5->YSTF3_#4L5,False,True
Dynamic SFs (UKPN-style),LBRI,Wind,20,40.97,20719,50570,3644,YSTF3_#3L5->YSTF3_#4L5,True,True
Dynamic SFs (UKPN-style),LBRI,BESS,20,45.65,36890,80812,4922,YSTF3_#3L5->YSTF3_#4L5,True,True
Dynamic SFs (UKPN-style),LDEI,PV,20,5.64,1255,22257,374,LDEI3_4L5->NANG3_#2L5,False,False
Dynamic SFs (UKPN-style),LDEI,Wind,20,3.74,1889,50570,707,LDEI3_2L5->AMMA3_5L5,False,False
Dynamic SFs (UKPN-style),LDEI,BESS,20,13.1,10583,80812,2431,LDEI3_2L5->AMMA3_5L5,True,True
Dynamic SFs (UKPN-style),LDOV,PV,20,1.79,399,22257,178,PONA3_1L3->LDOV3_2L5,False,False
Dynamic SFs (UKPN-style),LDOV,Wind,20,1.95,986,50570,456,LDOV3_1L5->LGAD3_1L3,False,False
Dynamic SFs (UKPN-style),LDOV,BESS,20,10.27,8302,80812,2451,PONA3_1L3->LDOV3_2L5,True,True
Dynamic SFs (UKPN-style),LFYR,PV,20,4.37,972,22257,420,CARM3_5L5->STCL3_MAIN2,False,False
Dynamic SFs (UKPN-style),LFYR,Wind,20,16.26,8222,50570,1572,CARM3_5L5->STCL3_MAIN2,False,True
Dynamic SFs (UKPN-style),LFYR,BESS,20,19.0,15351,80812,2616,CARM3_5L5->STCL3_MAIN2,True,True
Dynamic SFs (UKPN-style),LGAD,PV,20,2.72,606,22257,218,LDEI3_4L5->NANG3_#2L5,False,False
Dynamic SFs (UKPN-style),LGAD,Wind,20,3.21,1625,50570,652,LGAD3_2L3->MANO3T,False,False
Dynamic SFs (UKPN-style),LGAD,BESS,20,10.28,8309,80812,2455,LGAD3_2L3->MANO3T,True,True
Dynamic SFs (UKPN-style),LILA,PV,20,4.53,1009,22257,398,ABYS1_213->ABYS3_2T0,False,False
Dynamic SFs (UKPN-style),LILA,Wind,20,14.55,7357,50570,1012,ABYS1_213->ABYS3_2T0,False,True
Dynamic SFs (UKPN-style),LILA,BESS,20,15.03,12143,80812,1420,ABYS1_213->ABYS3_2T0,False,True
Dynamic SFs (UKPN-style),LLAY,PV,20,0.35,79,22257,10,LAMP3_2L5->LWNI3_2L3,False,False
Dynamic SFs (UKPN-style),LLAY,Wind,20,0.65,329,50570,46,LAMP3_2L5->LWNI3_2L3,False,False
Dynamic SFs (UKPN-style),LLAY,BESS,20,0.22,174,80812,26,LAMP3_2L5->LWNI3_2L3,False,False
Dynamic SFs (UKPN-style),LLCY,PV,20,0.0,1,22257,1,TIRJ3_#5L5->LLCY3_MAIN1,False,False
