substation,zone,technology,capacity_mw,year,queue_mw_remaining,n_projects_remaining,curtailment_pct,curtailed_mwh,total_mwh
ASHG,aberthaw-and-cardiff-east,PV,20,2025,331,9,9.56,2129,22257
ASHG,aberthaw-and-cardiff-east,PV,20,2026,237,7,9.56,2129,22257
ASHG,aberthaw-and-cardiff-east,PV,20,2027,237,7,9.56,2129,22257
ASHG,aberthaw-and-cardiff-east,PV,20,2028,237,7,9.56,2129,22257
ASHG,aberthaw-and-cardiff-east,PV,20,2029,172,5,9.56,2129,22257
ASHG,aberthaw-and-cardiff-east,PV,20,2030,172,5,9.56,2129,22257
ASHG,aberthaw-and-cardiff-east,PV,20,2031,172,5,9.56,2129,22257
ASHG,aberthaw-and-cardiff-east,PV,20,2032,130,4,9.56,2129,22257
ASHG,aberthaw-and-cardiff-east,PV,20,2033,130,4,9.56,2129,22257
ASHG,aberthaw-and-cardiff-east,PV,20,2034,130,4,9.56,2129,22257
ASHG,aberthaw-and-cardiff-east,PV,20,2035,130,4,9.56,2129,22257
ASHG,aberthaw-and-cardiff-east,Wind,20,2025,331,9,11.9,6016,50570
ASHG,aberthaw-and-cardiff-east,Wind,20,2026,237,7,11.9,6016,50570
ASHG,aberthaw-and-cardiff-east,Wind,20,2027,237,7,11.9,6016,50570
ASHG,aberthaw-and-cardiff-east,Wind,20,2028,237,7,11.9,6016,50570
ASHG,aberthaw-and-cardiff-east,Wind,20,2029,172,5,11.9,6016,50570
ASHG,aberthaw-and-cardiff-east,Wind,20,2030,172,5,11.9,6016,50570
ASHG,aberthaw-and-cardiff-east,Wind,20,2031,172,5,11.9,6016,50570
ASHG,aberthaw-and-cardiff-east,Wind,20,2032,130,4,11.9,6016,50570
ASHG,aberthaw-and-cardiff-east,Wind,20,2033,130,4,11.9,6016,50570
ASHG,aberthaw-and-cardiff-east,Wind,20,2034,130,4,11.9,6016,50570
ASHG,aberthaw-and-cardiff-east,Wind,20,2035,130,4,11.9,6016,50570
ASHG,aberthaw-and-cardiff-east,BESS,20,2025,331,9,27.51,22230,80812
ASHG,aberthaw-and-cardiff-east,BESS,20,2026,237,7,27.51,22230,80812
ASHG,aberthaw-and-cardiff-east,BESS,20,2027,237,7,27.51,22230,80812
ASHG,aberthaw-and-cardiff-east,BESS,20,2028,237,7,27.51,22230,80812
ASHG,aberthaw-and-cardiff-east,BESS,20,2029,172,5,27.51,22230,80812
ASHG,aberthaw-and-cardiff-east,BESS,20,2030,172,5,27.51,22230,80812
ASHG,aberthaw-and-cardiff-east,BESS,20,2031,172,5,27.51,22230,80812
ASHG,aberthaw-and-cardiff-east,BESS,20,2032,130,4,27.51,22230,80812
ASHG,aberthaw-and-cardiff-east,BESS,20,2033,130,4,27.51,22230,80812
ASHG,aberthaw-and-cardiff-east,BESS,20,2034,130,4,27.51,22230,80812
ASHG,aberthaw-and-cardiff-east,BESS,20,2035,130,4,27.51,22230,80812
BARY,aberthaw-and-cardiff-east,PV,20,2025,331,9,0.08,17,22257
BARY,aberthaw-and-cardiff-east,PV,20,2026,237,7,0.08,17,22257
BARY,aberthaw-and-cardiff-east,PV,20,2027,237,7,0.08,17,22257
BARY,aberthaw-and-cardiff-east,PV,20,2028,237,7,0.08,17,22257
BARY,aberthaw-and-cardiff-east,PV,20,2029,172,5,0.08,17,22257
BARY,aberthaw-and-cardiff-east,PV,20,2030,172,5,0.08,17,22257
BARY,aberthaw-and-cardiff-east,PV,20,2031,172,5,0.08,17,22257
BARY,aberthaw-and-cardiff-east,PV,20,2032,130,4,0.08,17,22257
BARY,aberthaw-and-cardiff-east,PV,20,2033,130,4,0.08,17,22257
BARY,aberthaw-and-cardiff-east,PV,20,2034,130,4,0.08,17,22257
BARY,aberthaw-and-cardiff-east,PV,20,2035,130,4,0.08,17,22257
BARY,aberthaw-and-cardiff-east,Wind,20,2025,331,9,0.37,188,50570
BARY,aberthaw-and-cardiff-east,Wind,20,2026,237,7,0.37,188,50570
BARY,aberthaw-and-cardiff-east,Wind,20,2027,237,7,0.37,188,50570
BARY,aberthaw-and-cardiff-east,Wind,20,2028,237,7,0.37,188,50570
BARY,aberthaw-and-cardiff-east,Wind,20,2029,172,5,0.37,188,50570
BARY,aberthaw-and-cardiff-east,Wind,20,2030,172,5,0.37,188,50570
BARY,aberthaw-and-cardiff-east,Wind,20,2031,172,5,0.37,188,50570
BARY,aberthaw-and-cardiff-east,Wind,20,2032,130,4,0.37,188,50570
BARY,aberthaw-and-cardiff-east,Wind,20,2033,130,4,0.37,188,50570
BARY,aberthaw-and-cardiff-east,Wind,20,2034,130,4,0.37,188,50570
BARY,aberthaw-and-cardiff-east,Wind,20,2035,130,4,0.37,188,50570
BARY,aberthaw-and-cardiff-east,BESS,20,2025,331,9,2.95,2383,80812
BARY,aberthaw-and-cardiff-east,BESS,20,2026,237,7,2.95,2383,80812
BARY,aberthaw-and-cardiff-east,BESS,20,2027,237,7,2.95,2383,80812
BARY,aberthaw-and-cardiff-east,BESS,20,2028,237,7,2.95,2383,80812
BARY,aberthaw-and-cardiff-east,BESS,20,2029,172,5,2.95,2383,80812
BARY,aberthaw-and-cardiff-east,BESS,20,2030,172,5,2.95,2383,80812
BARY,aberthaw-and-cardiff-east,BESS,20,2031,172,5,2.95,2383,80812
BARY,aberthaw-and-cardiff-east,BESS,20,2032,130,4,2.95,2383,80812
BARY,aberthaw-and-cardiff-east,BESS,20,2033,130,4,2.95,2383,80812
BARY,aberthaw-and-cardiff-east,BESS,20,2034,130,4,2.95,2383,80812
BARY,aberthaw-and-cardiff-east,BESS,20,2035,130,4,2.95,2383,80812
BOVE,aberthaw-and-cardiff-east,PV,20,2025,331,9,28.23,6284,22257
BOVE,aberthaw-and-cardiff-east,PV,20,2026,237,7,28.23,6284,22257
BOVE,aberthaw-and-cardiff-east,PV,20,2027,237,7,28.23,6284,22257
BOVE,aberthaw-and-cardiff-east,PV,20,2028,237,7,28.23,6284,22257
BOVE,aberthaw-and-cardiff-east,PV,20,2029,172,5,28.23,6284,22257
BOVE,aberthaw-and-cardiff-east,PV,20,2030,172,5,28.23,6284,22257
BOVE,aberthaw-and-cardiff-east,PV,20,2031,172,5,28.23,6284,22257
BOVE,aberthaw-and-cardiff-east,PV,20,2032,130,4,28.23,6284,22257
BOVE,aberthaw-and-cardiff-east,PV,20,2033,130,4,28.23,6284,22257
BOVE,aberthaw-and-cardiff-east,PV,20,2034,130,4,28.23,6284,22257
BOVE,aberthaw-and-cardiff-east,PV,20,2035,130,4,28.23,6284,22257
BOVE,aberthaw-and-cardiff-east,Wind,20,2025,331,9,23.73,11998,50570
BOVE,aberthaw-and-cardiff-east,Wind,20,2026,237,7,23.73,11998,50570
BOVE,aberthaw-and-cardiff-east,Wind,20,2027,237,7,23.73,11998,50570
BOVE,aberthaw-and-cardiff-east,Wind,20,2028,237,7,23.73,11998,50570
BOVE,aberthaw-and-cardiff-east,Wind,20,2029,172,5,23.73,11998,50570
BOVE,aberthaw-and-cardiff-east,Wind,20,2030,172,5,23.73,11998,50570
BOVE,aberthaw-and-cardiff-east,Wind,20,2031,172,5,23.73,11998,50570
BOVE,aberthaw-and-cardiff-east,Wind,20,2032,130,4,23.73,11998,50570
BOVE,aberthaw-and-cardiff-east,Wind,20,2033,130,4,23.73,11998,50570
BOVE,aberthaw-and-cardiff-east,Wind,20,2034,130,4,23.73,11998,50570
BOVE,aberthaw-and-cardiff-east,Wind,20,2035,130,4,23.73,11998,50570
BOVE,aberthaw-and-cardiff-east,BESS,20,2025,331,9,37.04,29936,80812
BOVE,aberthaw-and-cardiff-east,BESS,20,2026,237,7,37.04,29936,80812
BOVE,aberthaw-and-cardiff-east,BESS,20,2027,237,7,37.04,29936,80812
BOVE,aberthaw-and-cardiff-east,BESS,20,2028,237,7,37.04,29936,80812
BOVE,aberthaw-and-cardiff-east,BESS,20,2029,172,5,37.04,29936,80812
BOVE,aberthaw-and-cardiff-east,BESS,20,2030,172,5,37.04,29936,80812
BOVE,aberthaw-and-cardiff-east,BESS,20,2031,172,5,37.04,29936,80812
BOVE,aberthaw-and-cardiff-east,BESS,20,2032,130,4,37.04,29936,80812
BOVE,aberthaw-and-cardiff-east,BESS,20,2033,130,4,37.04,29936,80812
BOVE,aberthaw-and-cardiff-east,BESS,20,2034,130,4,37.04,29936,80812
BOVE,aberthaw-and-cardiff-east,BESS,20,2035,130,4,37.04,29936,80812
BRHI,aberthaw-and-cardiff-east,PV,20,2025,331,9,0.0,0,22257
BRHI,aberthaw-and-cardiff-east,PV,20,2026,237,7,0.0,0,22257
BRHI,aberthaw-and-cardiff-east,PV,20,2027,237,7,0.0,0,22257
BRHI,aberthaw-and-cardiff-east,PV,20,2028,237,7,0.0,0,22257
BRHI,aberthaw-and-cardiff-east,PV,20,2029,172,5,0.0,0,22257
BRHI,aberthaw-and-cardiff-east,PV,20,2030,172,5,0.0,0,22257
BRHI,aberthaw-and-cardiff-east,PV,20,2031,172,5,0.0,0,22257
BRHI,aberthaw-and-cardiff-east,PV,20,2032,130,4,0.0,0,22257
BRHI,aberthaw-and-cardiff-east,PV,20,2033,130,4,0.0,0,22257
BRHI,aberthaw-and-cardiff-east,PV,20,2034,130,4,0.0,0,22257
BRHI,aberthaw-and-cardiff-east,PV,20,2035,130,4,0.0,0,22257
BRHI,aberthaw-and-cardiff-east,Wind,20,2025,331,9,0.0,0,50570
BRHI,aberthaw-and-cardiff-east,Wind,20,2026,237,7,0.0,0,50570
BRHI,aberthaw-and-cardiff-east,Wind,20,2027,237,7,0.0,0,50570
BRHI,aberthaw-and-cardiff-east,Wind,20,2028,237,7,0.0,0,50570
BRHI,aberthaw-and-cardiff-east,Wind,20,2029,172,5,0.0,0,50570
BRHI,aberthaw-and-cardiff-east,Wind,20,2030,172,5,0.0,0,50570
BRHI,aberthaw-and-cardiff-east,Wind,20,2031,172,5,0.0,0,50570
BRHI,aberthaw-and-cardiff-east,Wind,20,2032,130,4,0.0,0,50570
BRHI,aberthaw-and-cardiff-east,Wind,20,2033,130,4,0.0,0,50570
BRHI,aberthaw-and-cardiff-east,Wind,20,2034,130,4,0.0,0,50570
BRHI,aberthaw-and-cardiff-east,Wind,20,2035,130,4,0.0,0,50570
BRHI,aberthaw-and-cardiff-east,BESS,20,2025,331,9,0.0,0,80812
BRHI,aberthaw-and-cardiff-east,BESS,20,2026,237,7,0.0,0,80812
BRHI,aberthaw-and-cardiff-east,BESS,20,2027,237,7,0.0,0,80812
BRHI,aberthaw-and-cardiff-east,BESS,20,2028,237,7,0.0,0,80812
BRHI,aberthaw-and-cardiff-east,BESS,20,2029,172,5,0.0,0,80812
BRHI,aberthaw-and-cardiff-east,BESS,20,2030,172,5,0.0,0,80812
BRHI,aberthaw-and-cardiff-east,BESS,20,2031,172,5,0.0,0,80812
BRHI,aberthaw-and-cardiff-east,BESS,20,2032,130,4,0.0,0,80812
BRHI,aberthaw-and-cardiff-east,BESS,20,2033,130,4,0.0,0,80812
BRHI,aberthaw-and-cardiff-east,BESS,20,2034,130,4,0.0,0,80812
BRHI,aberthaw-and-cardiff-east,BESS,20,2035,130,4,0.0,0,80812
BROA,aberthaw-and-cardiff-east,PV,20,2025,331,9,0.01,3,22257
BROA,aberthaw-and-cardiff-east,PV,20,2026,237,7,0.01,3,22257
BROA,aberthaw-and-cardiff-east,PV,20,2027,237,7,0.01,3,22257
BROA,aberthaw-and-cardiff-east,PV,20,2028,237,7,0.01,3,22257
BROA,aberthaw-and-cardiff-east,PV,20,2029,172,5,0.01,3,22257
BROA,aberthaw-and-cardiff-east,PV,20,2030,172,5,0.01,3,22257
BROA,aberthaw-and-cardiff-east,PV,20,2031,172,5,0.01,3,22257
BROA,aberthaw-and-cardiff-east,PV,20,2032,130,4,0.01,3,22257
BROA,aberthaw-and-cardiff-east,PV,20,2033,130,4,0.01,3,22257
BROA,aberthaw-and-cardiff-east,PV,20,2034,130,4,0.01,3,22257
BROA,aberthaw-and-cardiff-east,PV,20,2035,130,4,0.01,3,22257
BROA,aberthaw-and-cardiff-east,Wind,20,2025,331,9,0.09,44,50570
BROA,aberthaw-and-cardiff-east,Wind,20,2026,237,7,0.09,44,50570
BROA,aberthaw-and-cardiff-east,Wind,20,2027,237,7,0.09,44,50570
BROA,aberthaw-and-cardiff-east,Wind,20,2028,237,7,0.09,44,50570
BROA,aberthaw-and-cardiff-east,Wind,20,2029,172,5,0.09,44,50570
BROA,aberthaw-and-cardiff-east,Wind,20,2030,172,5,0.09,44,50570
BROA,aberthaw-and-cardiff-east,Wind,20,2031,172,5,0.09,44,50570
BROA,aberthaw-and-cardiff-east,Wind,20,2032,130,4,0.09,44,50570
BROA,aberthaw-and-cardiff-east,Wind,20,2033,130,4,0.09,44,50570
BROA,aberthaw-and-cardiff-east,Wind,20,2034,130,4,0.09,44,50570
BROA,aberthaw-and-cardiff-east,Wind,20,2035,130,4,0.09,44,50570
BROA,aberthaw-and-cardiff-east,BESS,20,2025,331,9,2.12,1717,80812
BROA,aberthaw-and-cardiff-east,BESS,20,2026,237,7,2.12,1717,80812
BROA,aberthaw-and-cardiff-east,BESS,20,2027,237,7,2.12,1717,80812
BROA,aberthaw-and-cardiff-east,BESS,20,2028,237,7,2.12,1717,80812
BROA,aberthaw-and-cardiff-east,BESS,20,2029,172,5,2.12,1717,80812
BROA,aberthaw-and-cardiff-east,BESS,20,2030,172,5,2.12,1717,80812
BROA,aberthaw-and-cardiff-east,BESS,20,2031,172,5,2.12,1717,80812
BROA,aberthaw-and-cardiff-east,BESS,20,2032,130,4,2.12,1717,80812
BROA,aberthaw-and-cardiff-east,BESS,20,2033,130,4,2.12,1717,80812
BROA,aberthaw-and-cardiff-east,BESS,20,2034,130,4,2.12,1717,80812
BROA,aberthaw-and-cardiff-east,BESS,20,2035,130,4,2.12,1717,80812
COWB,aberthaw-and-cardiff-east,PV,20,2025,331,9,16.07,3577,22257
COWB,aberthaw-and-cardiff-east,PV,20,2026,237,7,16.07,3577,22257
COWB,aberthaw-and-cardiff-east,PV,20,2027,237,7,16.07,3577,22257
COWB,aberthaw-and-cardiff-east,PV,20,2028,237,7,16.07,3577,22257
COWB,aberthaw-and-cardiff-east,PV,20,2029,172,5,16.07,3577,22257
COWB,aberthaw-and-cardiff-east,PV,20,2030,172,5,16.07,3577,22257
COWB,aberthaw-and-cardiff-east,PV,20,2031,172,5,16.07,3577,22257
COWB,aberthaw-and-cardiff-east,PV,20,2032,130,4,16.07,3577,22257
COWB,aberthaw-and-cardiff-east,PV,20,2033,130,4,16.07,3577,22257
COWB,aberthaw-and-cardiff-east,PV,20,2034,130,4,16.07,3577,22257
COWB,aberthaw-and-cardiff-east,PV,20,2035,130,4,16.07,3577,22257
COWB,aberthaw-and-cardiff-east,Wind,20,2025,331,9,2.68,1353,50570
COWB,aberthaw-and-cardiff-east,Wind,20,2026,237,7,2.68,1353,50570
COWB,aberthaw-and-cardiff-east,Wind,20,2027,237,7,2.68,1353,50570
COWB,aberthaw-and-cardiff-east,Wind,20,2028,237,7,2.68,1353,50570
COWB,aberthaw-and-cardiff-east,Wind,20,2029,172,5,2.68,1353,50570
COWB,aberthaw-and-cardiff-east,Wind,20,2030,172,5,2.68,1353,50570
COWB,aberthaw-and-cardiff-east,Wind,20,2031,172,5,2.68,1353,50570
COWB,aberthaw-and-cardiff-east,Wind,20,2032,130,4,2.68,1353,50570
COWB,aberthaw-and-cardiff-east,Wind,20,2033,130,4,2.68,1353,50570
COWB,aberthaw-and-cardiff-east,Wind,20,2034,130,4,2.68,1353,50570
COWB,aberthaw-and-cardiff-east,Wind,20,2035,130,4,2.68,1353,50570
COWB,aberthaw-and-cardiff-east,BESS,20,2025,331,9,6.94,5605,80812
COWB,aberthaw-and-cardiff-east,BESS,20,2026,237,7,6.94,5605,80812
COWB,aberthaw-and-cardiff-east,BESS,20,2027,237,7,6.94,5605,80812
COWB,aberthaw-and-cardiff-east,BESS,20,2028,237,7,6.94,5605,80812
COWB,aberthaw-and-cardiff-east,BESS,20,2029,172,5,6.94,5605,80812
COWB,aberthaw-and-cardiff-east,BESS,20,2030,172,5,6.94,5605,80812
COWB,aberthaw-and-cardiff-east,BESS,20,2031,172,5,6.94,5605,80812
COWB,aberthaw-and-cardiff-east,BESS,20,2032,130,4,6.94,5605,80812
COWB,aberthaw-and-cardiff-east,BESS,20,2033,130,4,6.94,5605,80812
COWB,aberthaw-and-cardiff-east,BESS,20,2034,130,4,6.94,5605,80812
COWB,aberthaw-and-cardiff-east,BESS,20,2035,130,4,6.94,5605,80812
CYNC,aberthaw-and-cardiff-east,PV,20,2025,331,9,0.0,0,22257
CYNC,aberthaw-and-cardiff-east,PV,20,2026,237,7,0.0,0,22257
CYNC,aberthaw-and-cardiff-east,PV,20,2027,237,7,0.0,0,22257
CYNC,aberthaw-and-cardiff-east,PV,20,2028,237,7,0.0,0,22257
CYNC,aberthaw-and-cardiff-east,PV,20,2029,172,5,0.0,0,22257
CYNC,aberthaw-and-cardiff-east,PV,20,2030,172,5,0.0,0,22257
CYNC,aberthaw-and-cardiff-east,PV,20,2031,172,5,0.0,0,22257
CYNC,aberthaw-and-cardiff-east,PV,20,2032,130,4,0.0,0,22257
CYNC,aberthaw-and-cardiff-east,PV,20,2033,130,4,0.0,0,22257
CYNC,aberthaw-and-cardiff-east,PV,20,2034,130,4,0.0,0,22257
CYNC,aberthaw-and-cardiff-east,PV,20,2035,130,4,0.0,0,22257
CYNC,aberthaw-and-cardiff-east,Wind,20,2025,331,9,0.0,0,50570
CYNC,aberthaw-and-cardiff-east,Wind,20,2026,237,7,0.0,0,50570
CYNC,aberthaw-and-cardiff-east,Wind,20,2027,237,7,0.0,0,50570
CYNC,aberthaw-and-cardiff-east,Wind,20,2028,237,7,0.0,0,50570
CYNC,aberthaw-and-cardiff-east,Wind,20,2029,172,5,0.0,0,50570
CYNC,aberthaw-and-cardiff-east,Wind,20,2030,172,5,0.0,0,50570
CYNC,aberthaw-and-cardiff-east,Wind,20,2031,172,5,0.0,0,50570
CYNC,aberthaw-and-cardiff-east,Wind,20,2032,130,4,0.0,0,50570
CYNC,aberthaw-and-cardiff-east,Wind,20,2033,130,4,0.0,0,50570
CYNC,aberthaw-and-cardiff-east,Wind,20,2034,130,4,0.0,0,50570
CYNC,aberthaw-and-cardiff-east,Wind,20,2035,130,4,0.0,0,50570
CYNC,aberthaw-and-cardiff-east,BESS,20,2025,331,9,0.0,0,80812
CYNC,aberthaw-and-cardiff-east,BESS,20,2026,237,7,0.0,0,80812
CYNC,aberthaw-and-cardiff-east,BESS,20,2027,237,7,0.0,0,80812
CYNC,aberthaw-and-cardiff-east,BESS,20,2028,237,7,0.0,0,80812
CYNC,aberthaw-and-cardiff-east,BESS,20,2029,172,5,0.0,0,80812
CYNC,aberthaw-and-cardiff-east,BESS,20,2030,172,5,0.0,0,80812
CYNC,aberthaw-and-cardiff-east,BESS,20,2031,172,5,0.0,0,80812
CYNC,aberthaw-and-cardiff-east,BESS,20,2032,130,4,0.0,0,80812
CYNC,aberthaw-and-cardiff-east,BESS,20,2033,130,4,0.0,0,80812
CYNC,aberthaw-and-cardiff-east,BESS,20,2034,130,4,0.0,0,80812
CYNC,aberthaw-and-cardiff-east,BESS,20,2035,130,4,0.0,0,80812
Cardiff Central,aberthaw-and-cardiff-east,PV,20,2025,331,9,39.56,8805,22257
Cardiff Central,aberthaw-and-cardiff-east,PV,20,2026,237,7,39.56,8805,22257
Cardiff Central,aberthaw-and-cardiff-east,PV,20,2027,237,7,39.56,8805,22257
Cardiff Central,aberthaw-and-cardiff-east,PV,20,2028,237,7,39.56,8805,22257
Cardiff Central,aberthaw-and-cardiff-east,PV,20,2029,172,5,65.41,14557,22257
Cardiff Central,aberthaw-and-cardiff-east,PV,20,2030,172,5,65.41,14557,22257
Cardiff Central,aberthaw-and-cardiff-east,PV,20,2031,172,5,65.41,14557,22257
Cardiff Central,aberthaw-and-cardiff-east,PV,20,2032,130,4,65.41,14557,22257
Cardiff Central,aberthaw-and-cardiff-east,PV,20,2033,130,4,65.41,14557,22257
Cardiff Central,aberthaw-and-cardiff-east,PV,20,2034,130,4,65.41,14557,22257
Cardiff Central,aberthaw-and-cardiff-east,PV,20,2035,130,4,65.41,14557,22257
Cardiff Central,aberthaw-and-cardiff-east,Wind,20,2025,331,9,48.21,24377,50570
Cardiff Central,aberthaw-and-cardiff-east,Wind,20,2026,237,7,48.21,24377,50570
Cardiff Central,aberthaw-and-cardiff-east,Wind,20,2027,237,7,48.21,24377,50570
Cardiff Central,aberthaw-and-cardiff-east,Wind,20,2028,237,7,48.21,24377,50570
Cardiff Central,aberthaw-and-cardiff-east,Wind,20,2029,172,5,53.19,26896,50570
Cardiff Central,aberthaw-and-cardiff-east,Wind,20,2030,172,5,53.19,26896,50570
Cardiff Central,aberthaw-and-cardiff-east,Wind,20,2031,172,5,53.19,26896,50570
Cardiff Central,aberthaw-and-cardiff-east,Wind,20,2032,130,4,53.19,26896,50570
Cardiff Central,aberthaw-and-cardiff-east,Wind,20,2033,130,4,53.19,26896,50570
Cardiff Central,aberthaw-and-cardiff-east,Wind,20,2034,130,4,53.19,26896,50570
Cardiff Central,aberthaw-and-cardiff-east,Wind,20,2035,130,4,53.19,26896,50570
Cardiff Central,aberthaw-and-cardiff-east,BESS,20,2025,331,9,56.29,45493,80812
Cardiff Central,aberthaw-and-cardiff-east,BESS,20,2026,237,7,56.29,45493,80812
Cardiff Central,aberthaw-and-cardiff-east,BESS,20,2027,237,7,56.29,45493,80812
Cardiff Central,aberthaw-and-cardiff-east,BESS,20,2028,237,7,56.29,45493,80812
Cardiff Central,aberthaw-and-cardiff-east,BESS,20,2029,172,5,61.37,49594,80812
Cardiff Central,aberthaw-and-cardiff-east,BESS,20,2030,172,5,61.37,49594,80812
Cardiff Central,aberthaw-and-cardiff-east,BESS,20,2031,172,5,61.37,49594,80812
Cardiff Central,aberthaw-and-cardiff-east,BESS,20,2032,130,4,61.37,49594,80812
Cardiff Central,aberthaw-and-cardiff-east,BESS,20,2033,130,4,61.37,49594,80812
Cardiff Central,aberthaw-and-cardiff-east,BESS,20,2034,130,4,61.37,49594,80812
Cardiff Central,aberthaw-and-cardiff-east,BESS,20,2035,130,4,61.37,49594,80812
Cardiff East,aberthaw-and-cardiff-east,PV,20,2025,331,9,0.0,0,22257
Cardiff East,aberthaw-and-cardiff-east,PV,20,2026,237,7,0.0,0,22257
Cardiff East,aberthaw-and-cardiff-east,PV,20,2027,237,7,0.0,0,22257
Cardiff East,aberthaw-and-cardiff-east,PV,20,2028,237,7,0.0,0,22257
Cardiff East,aberthaw-and-cardiff-east,PV,20,2029,172,5,0.0,0,22257
Cardiff East,aberthaw-and-cardiff-east,PV,20,2030,172,5,0.0,0,22257
Cardiff East,aberthaw-and-cardiff-east,PV,20,2031,172,5,0.0,0,22257
Cardiff East,aberthaw-and-cardiff-east,PV,20,2032,130,4,0.0,0,22257
Cardiff East,aberthaw-and-cardiff-east,PV,20,2033,130,4,0.0,0,22257
Cardiff East,aberthaw-and-cardiff-east,PV,20,2034,130,4,0.0,0,22257
Cardiff East,aberthaw-and-cardiff-east,PV,20,2035,130,4,0.0,0,22257
Cardiff East,aberthaw-and-cardiff-east,Wind,20,2025,331,9,0.0,0,50570
Cardiff East,aberthaw-and-cardiff-east,Wind,20,2026,237,7,0.0,0,50570
Cardiff East,aberthaw-and-cardiff-east,Wind,20,2027,237,7,0.0,0,50570
Cardiff East,aberthaw-and-cardiff-east,Wind,20,2028,237,7,0.0,0,50570
Cardiff East,aberthaw-and-cardiff-east,Wind,20,2029,172,5,0.0,0,50570
Cardiff East,aberthaw-and-cardiff-east,Wind,20,2030,172,5,0.0,0,50570
Cardiff East,aberthaw-and-cardiff-east,Wind,20,2031,172,5,0.0,0,50570
Cardiff East,aberthaw-and-cardiff-east,Wind,20,2032,130,4,0.0,0,50570
Cardiff East,aberthaw-and-cardiff-east,Wind,20,2033,130,4,0.0,0,50570
Cardiff East,aberthaw-and-cardiff-east,Wind,20,2034,130,4,0.0,0,50570
Cardiff East,aberthaw-and-cardiff-east,Wind,20,2035,130,4,0.0,0,50570
Cardiff East,aberthaw-and-cardiff-east,BESS,20,2025,331,9,0.0,0,80812
Cardiff East,aberthaw-and-cardiff-east,BESS,20,2026,237,7,0.0,0,80812
Cardiff East,aberthaw-and-cardiff-east,BESS,20,2027,237,7,0.0,0,80812
Cardiff East,aberthaw-and-cardiff-east,BESS,20,2028,237,7,0.0,0,80812
Cardiff East,aberthaw-and-cardiff-east,BESS,20,2029,172,5,0.0,0,80812
Cardiff East,aberthaw-and-cardiff-east,BESS,20,2030,172,5,0.0,0,80812
Cardiff East,aberthaw-and-cardiff-east,BESS,20,2031,172,5,0.0,0,80812
Cardiff East,aberthaw-and-cardiff-east,BESS,20,2032,130,4,0.0,0,80812
Cardiff East,aberthaw-and-cardiff-east,BESS,20,2033,130,4,0.0,0,80812
Cardiff East,aberthaw-and-cardiff-east,BESS,20,2034,130,4,0.0,0,80812
Cardiff East,aberthaw-and-cardiff-east,BESS,20,2035,130,4,0.0,0,80812
Cardiff North,aberthaw-and-cardiff-east,PV,20,2025,331,9,2.04,453,22257
Cardiff North,aberthaw-and-cardiff-east,PV,20,2026,237,7,2.04,453,22257
Cardiff North,aberthaw-and-cardiff-east,PV,20,2027,237,7,2.04,453,22257
Cardiff North,aberthaw-and-cardiff-east,PV,20,2028,237,7,2.04,453,22257
Cardiff North,aberthaw-and-cardiff-east,PV,20,2029,172,5,2.04,453,22257
Cardiff North,aberthaw-and-cardiff-east,PV,20,2030,172,5,2.04,453,22257
Cardiff North,aberthaw-and-cardiff-east,PV,20,2031,172,5,2.04,453,22257
Cardiff North,aberthaw-and-cardiff-east,PV,20,2032,130,4,2.04,453,22257
Cardiff North,aberthaw-and-cardiff-east,PV,20,2033,130,4,2.04,453,22257
Cardiff North,aberthaw-and-cardiff-east,PV,20,2034,130,4,2.04,453,22257
Cardiff North,aberthaw-and-cardiff-east,PV,20,2035,130,4,2.04,453,22257
Cardiff North,aberthaw-and-cardiff-east,Wind,20,2025,331,9,6.78,3430,50570
Cardiff North,aberthaw-and-cardiff-east,Wind,20,2026,237,7,6.78,3430,50570
Cardiff North,aberthaw-and-cardiff-east,Wind,20,2027,237,7,6.78,3430,50570
Cardiff North,aberthaw-and-cardiff-east,Wind,20,2028,237,7,6.78,3430,50570
Cardiff North,aberthaw-and-cardiff-east,Wind,20,2029,172,5,6.78,3430,50570
Cardiff North,aberthaw-and-cardiff-east,Wind,20,2030,172,5,6.78,3430,50570
Cardiff North,aberthaw-and-cardiff-east,Wind,20,2031,172,5,6.78,3430,50570
Cardiff North,aberthaw-and-cardiff-east,Wind,20,2032,130,4,6.78,3430,50570
Cardiff North,aberthaw-and-cardiff-east,Wind,20,2033,130,4,6.78,3430,50570
Cardiff North,aberthaw-and-cardiff-east,Wind,20,2034,130,4,6.78,3430,50570
Cardiff North,aberthaw-and-cardiff-east,Wind,20,2035,130,4,6.78,3430,50570
Cardiff North,aberthaw-and-cardiff-east,BESS,20,2025,331,9,19.01,15360,80812
Cardiff North,aberthaw-and-cardiff-east,BESS,20,2026,237,7,19.01,15360,80812
Cardiff North,aberthaw-and-cardiff-east,BESS,20,2027,237,7,19.01,15360,80812
Cardiff North,aberthaw-and-cardiff-east,BESS,20,2028,237,7,19.01,15360,80812
Cardiff North,aberthaw-and-cardiff-east,BESS,20,2029,172,5,19.01,15360,80812
Cardiff North,aberthaw-and-cardiff-east,BESS,20,2030,172,5,19.01,15360,80812
Cardiff North,aberthaw-and-cardiff-east,BESS,20,2031,172,5,19.01,15360,80812
Cardiff North,aberthaw-and-cardiff-east,BESS,20,2032,130,4,19.01,15360,80812
